Date/Time,Year,Month,Day,Data Quality,Max Temp (C),Max Temp Flag,Min Temp (C),Min Temp Flag,Mean Temp (C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1/5/17,2017,1,5,datqual_a,-6.9,,-13.7,,-10.3,,28.3,,0,,0,T,0,,0,T,1,,17,,48,
1/6/17,2017,1,6,datqual_a,-6.5,,-10.7,,-8.6,,26.6,,0,,0,T,0,,0,T,1,,17,,50,
1/7/17,2017,1,7,datqual_a,-7.2,,-16.8,,-12,,30,,0,,0,,0.2,,0.2,,1,,18,,35,
1/8/17,2017,1,8,datqual_a,-5.5,,-12.2,,-8.9,,26.9,,0,,0,,5,,5,,1,,,,<31,
1/9/17,2017,1,9,datqual_a,-0.8,,-5.9,,-3.4,,21.4,,0,,0.9,,0.1,,1,,7,,16,,54,
1/10/17,2017,1,10,datqual_a,-4.5,,-10.2,,-7.4,,25.4,,0,,0,T,0,,0,T,7,,34,,52,
1/11/17,2017,1,11,datqual_a,-7.9,,-15.2,,-11.6,,29.6,,0,,0,,0,,0,,3,,33,,46,
1/12/17,2017,1,12,datqual_a,-9,,-18.7,,-13.9,,31.9,,0,,0,T,0,,0,T,2,,,,<31,
1/13/17,2017,1,13,datqual_a,-8.7,,-20.1,,-14.4,,32.4,,0,,0,T,0,,0,T,2,,,,<31,
1/14/17,2017,1,14,datqual_a,-6,,-17.8,,-11.9,,29.9,,0,,0,T,0,,0,T,3,,16,,33,
1/15/17,2017,1,15,datqual_a,-3.8,,-6.3,,-5.1,,23.1,,0,,0,,0,,0,,2,,17,,35,
1/16/17,2017,1,16,datqual_a,-3.9,,-6.2,,-5.1,,23.1,,0,,0,,0,,0,,2,,18,,57,
1/17/17,2017,1,17,datqual_a,-1.1,,-4.8,,-3,,21,,0,,0,T,0,,0,T,2,,18,,61,
1/18/17,2017,1,18,datqual_a,2.5,,-1.4,,0.6,,17.4,,0,,0.3,,0.3,,0.6,,2,,16,,52,
1/19/17,2017,1,19,datqual_a,4.1,,1.2,,2.7,,15.3,,0,,2.6,,0,,2.6,,1,,19,,50,
1/20/17,2017,1,20,datqual_a,4,,-0.6,,1.7,,16.3,,0,,0.6,,0,,0.6,,0,T,14,,37,
1/21/17,2017,1,21,datqual_a,3.5,,0,,1.8,,16.2,,0,,1.3,,0.1,,1.4,,0,T,,,<31,
1/22/17,2017,1,22,datqual_a,3.1,,0.4,,1.8,,16.2,,0,,2.3,,0.1,,2.4,,0,T,,,<31,
1/23/17,2017,1,23,datqual_a,3.8,,0.1,,2,,16,,0,,1.1,,0,,1.1,,,,33,,35,
1/24/17,2017,1,24,datqual_a,2.8,,-0.7,,1.1,,16.9,,0,,0,T,0,,0,T,,,,,<31,
1/25/17,2017,1,25,datqual_a,2.5,,-0.4,,1.1,,16.9,,0,,0,T,0,,0,T,,,,,<31,
1/26/17,2017,1,26,datqual_a,4.2,,0.1,,2.2,,15.8,,0,,0,,0,,0,,,,17,,37,
1/27/17,2017,1,27,datqual_a,1.4,,-0.4,,0.5,,17.5,,0,,0,,0,,0,,,,26,,54,
1/28/17,2017,1,28,datqual_a,3.1,,0.5,,1.8,,16.2,,0,,0,,0,,0,,,,16,,41,
1/29/17,2017,1,29,datqual_a,2.4,,-0.2,,1.1,,16.9,,0,,0,,0,,0,,,,18,,61,
1/30/17,2017,1,30,datqual_a,1.6,,-1.9,,-0.2,,18.2,,0,,0,T,0,,0,T,,,17,,43,
1/31/17,2017,1,31,datqual_a,1.9,,-7,,-2.6,,20.6,,0,,0,,0,,0,,,,34,,37,
2/1/17,2017,2,1,datqual_a,-1.4,,-9.8,,-5.6,,23.6,,0,,0,,0,,0,,,,,,<31,
2/2/17,2017,2,2,datqual_a,-4.9,,-12.9,,-8.9,,26.9,,0,,0,T,0,,0,T,0,T,22,,44,
2/3/17,2017,2,3,datqual_a,-5.5,,-12.2,,-8.9,,26.9,,0,,0,,10.4,,7,,5,,,,<31,
2/4/17,2017,2,4,datqual_a,-2.9,,-6.6,,-4.8,,22.8,,0,,0.8,,5,,4,,11,,,,<31,
2/5/17,2017,2,5,datqual_a,-2.9,,-6,,-4.5,,22.5,,0,,1.8,,1.8,,2.8,,11,,34,,33,
2/6/17,2017,2,6,datqual_a,-3.7,,-10.5,,-7.1,,25.1,,0,,1.7,,0.1,,1.8,,14,,34,,37,
2/7/17,2017,2,7,datqual_a,-6.2,,-12.8,,-9.5,,27.5,,0,,0,T,0,,0,T,14,,2,,37,
2/8/17,2017,2,8,datqual_a,-7.1,,-13,,-10.1,,28.1,,0,,0,,7,,5.4,,13,,,,<31,
2/9/17,2017,2,9,datqual_a,1.6,,-8.7,,-3.6,,21.6,,0,,0,,1,,0.8,,18,,18,,69,
2/10/17,2017,2,10,datqual_a,5.1,,0,,2.6,,15.4,,0,,0,,0,,0,,3,,19,,50,
2/11/17,2017,2,11,datqual_a,5.5,,-7.2,,-0.9,,18.9,,0,,0,,0,,0,,1,,17,,43,
2/12/17,2017,2,12,datqual_a,2.8,,-2,,0.4,,17.6,,0,,0,,0,,0,,1,,16,,44,
2/13/17,2017,2,13,datqual_a,2.8,,-7.8,,-2.5,,20.5,,0,,0,,0,,0,,1,,,,<31,
2/14/17,2017,2,14,datqual_a,3.9,,-9.4,,-2.8,,20.8,,0,,0,,0,,0,,,,17,,44,
2/15/17,2017,2,15,datqual_a,5.4,,1.7,,3.6,,14.4,,0,,0.6,,0,,0.6,,,,20,,56,
2/16/17,2017,2,16,datqual_a,7.3,,3.4,,5.4,,12.6,,0,,0.4,,0,,0.4,,0,T,18,,50,
2/17/17,2017,2,17,datqual_a,6.8,,-1.5,,2.7,,15.3,,0,,0,,0,,0,,0,T,17,,41,
2/18/17,2017,2,18,datqual_a,2.8,,-2.8,,0,,18,,0,,2.8,,0.2,,3,,,,,,<31,
2/19/17,2017,2,19,datqual_a,6.6,,0.6,,3.6,,14.4,,0,,0.6,,0,,0.6,,,,19,,48,
2/20/17,2017,2,20,datqual_a,4.8,,-0.6,,2.1,,15.9,,0,,1.4,,0,,1.4,,,,17,,37,
2/21/17,2017,2,21,datqual_a,8.4,,0.1,,4.3,,13.7,,0,,0,,0,,0,,,,18,,33,
2/22/17,2017,2,22,datqual_a,7.6,,-4.5,,1.6,,16.4,,0,,0,,0,,0,,,,,,<31,
2/23/17,2017,2,23,datqual_a,4.4,,-5.8,,-0.7,,18.7,,0,,0,,0,,0,,,,,,<31,
2/24/17,2017,2,24,datqual_a,5.5,,-6.8,,-0.7,,18.7,,0,,0,,0,,0,,,,15,,35,
2/25/17,2017,2,25,datqual_a,2.7,,-5.5,,-1.4,,19.4,,0,,0,,0,,0,,,,18,,43,
2/26/17,2017,2,26,datqual_a,4,,-3.8,,0.1,,17.9,,0,,0,,0.4,,0.4,,0,T,36,,39,
2/27/17,2017,2,27,datqual_a,-1.7,,-8.2,,-5,,23,,0,,0,,2.6,,2,,3,,,,<31,
2/28/17,2017,2,28,datqual_a,2.9,,-11.3,,-4.2,,22.2,,0,,0,,0,T,0,T,3,,19,,39,
3/1/17,2017,3,1,datqual_a,5.4,,-0.1,,2.7,,15.3,,0,,0,T,0,,0,T,0,T,19,,50,
3/2/17,2017,3,2,datqual_a,7.4,,-1.3,,3.1,,14.9,,0,,0,,0,,0,,,,19,,44,
3/3/17,2017,3,3,datqual_a,7.2,,3.1,,5.2,,12.8,,0,,0.2,,0,,0.2,,,,18,,65,
3/4/17,2017,3,4,datqual_a,8,,-3.4,,2.3,,15.7,,0,,2,,0,,2,,,,2,,65,
3/5/17,2017,3,5,datqual_a,1.1,,-4.2,,-1.6,,19.6,,0,,0,,1,,1,,0,T,,,<31,
3/6/17,2017,3,6,datqual_a,4,,-4.2,,-0.1,,18.1,,0,,0,,0,,0,,,,19,,43,
3/7/17,2017,3,7,datqual_a,1.8,,-3.7,,-1,,19,,0,,0,,0,T,0,T,,,17,,50,
3/8/17,2017,3,8,datqual_a,6.2,,-2.4,,1.9,,16.1,,0,,0,,0.4,,0.4,,0,T,17,,35,
3/9/17,2017,3,9,datqual_a,2,,-1,,0.5,,17.5,,0,,0,,7.4,,7.4,,7,,,,<31,
3/10/17,2017,3,10,datqual_a,8,,-0.8,,3.6,,14.4,,0,,0,,3.2,,2.6,,8,,,,<31,
3/11/17,2017,3,11,datqual_a,6.8,,0.7,,3.8,,14.2,,0,,0.2,,0,,0.2,,,,19,,52,
3/12/17,2017,3,12,datqual_a,8.9,,3.8,,6.4,,11.6,,0,,0,T,0,,0,T,,,19,,41,
3/13/17,2017,3,13,datqual_a,9.8,,5.1,,7.5,,10.5,,0,,0,T,0,,0,T,,,16,,39,
3/14/17,2017,3,14,datqual_a,9.9,,3.6,,6.8,,11.2,,0,,4.2,,0,,4.2,,,,19,,52,
3/15/17,2017,3,15,datqual_a,9.8,,4.6,,7.2,,10.8,,0,,1.6,,0,,1.6,,,,18,,46,
3/16/17,2017,3,16,datqual_a,13.4,,-1.3,,6.1,,11.9,,0,,0,,0,,0,,,,19,,39,
3/17/17,2017,3,17,datqual_a,6.1,,-4.3,,0.9,,17.1,,0,,0.2,,0,,0.2,,,,18,,39,
3/18/17,2017,3,18,datqual_a,13.2,,1.2,,7.2,,10.8,,0,,4.2,,0,,4.2,,,,20,,61,
3/19/17,2017,3,19,datqual_a,10.9,,-4.5,,3.2,,14.8,,0,,0,T,0,,0,T,,,,,<31,
3/20/17,2017,3,20,datqual_a,7.7,,-4.5,,1.6,,16.4,,0,,0,,0,,0,,,,,,<31,
3/21/17,2017,3,21,datqual_a,5.5,,2.7,,4.1,,13.9,,0,,4.4,,0,T,4.4,,,,,,<31,
3/22/17,2017,3,22,datqual_a,11.4,,3.4,,7.4,,10.6,,0,,1.4,,0,,1.4,,,,20,,54,
3/23/17,2017,3,23,datqual_a,13.1,,0.2,,6.7,,11.3,,0,,0.2,,0,,0.2,,,,18,,41,
3/24/17,2017,3,24,datqual_a,8.4,,4.4,,6.4,,11.6,,0,,1.4,,0,,1.4,,,,17,,46,
3/25/17,2017,3,25,datqual_a,12.9,,0.4,,6.7,,11.3,,0,,0,,0,,0,,,,17,,39,
3/26/17,2017,3,26,datqual_a,7.6,,-3.3,,2.2,,15.8,,0,,0.6,,0,,0.6,,,,17,,37,
3/27/17,2017,3,27,datqual_a,12.4,,3.6,,8,,10,,0,,1,,0,,1,,,,16,,39,
3/28/17,2017,3,28,datqual_a,11.8,,3.9,,7.9,,10.1,,0,,0,T,0,,0,T,,,18,,57,
3/29/17,2017,3,29,datqual_a,10.9,,4.3,,7.6,,10.4,,0,,11,,0,,11,,,,19,,63,
3/30/17,2017,3,30,datqual_a,12.8,,0.6,,6.7,,11.3,,0,,0,,0,,0,,,,2,,35,
3/31/17,2017,3,31,datqual_a,16.7,,-2,,7.4,,10.6,,0,,0,,0,,0,,,,,,<31,
4/1/17,2017,4,1,datqual_a,17.3,,6,,11.7,,6.3,,0,,0.4,,0,,0.4,,,,1,,50,
4/2/17,2017,4,2,datqual_a,12.2,,-0.7,,5.8,,12.2,,0,,0.6,,0,,0.6,,,,0,,67,
4/3/17,2017,4,3,datqual_a,12.8,,-4.5,,4.2,,13.8,,0,,0,,0,,0,,,,,,<31,
4/4/17,2017,4,4,datqual_a,12.8,,-4.1,,4.4,,13.6,,0,,0,T,0,,0,T,,,18,,57,
4/5/17,2017,4,5,datqual_a,12.5,,6.2,,9.4,,8.6,,0,,0.2,,0,,0.2,,,,19,,59,
4/6/17,2017,4,6,datqual_a,8.3,,4.3,,6.3,,11.7,,0,,5.6,,0,,5.6,,,,,,<31,
4/7/17,2017,4,7,datqual_a,12.1,,5.4,,8.8,,9.2,,0,,11.4,,0,,11.4,,,,20,,48,
4/8/17,2017,4,8,datqual_a,13.2,,4.6,,8.9,,9.1,,0,,2.8,,0,,2.8,,,,25,,48,
4/9/17,2017,4,9,datqual_a,13.4,,2.3,,7.9,,10.1,,0,,0,,0,,0,,,,16,,44,
4/10/17,2017,4,10,datqual_a,7.8,,-0.1,,3.9,,14.1,,0,,2.6,,0,,2.6,,,,16,,30,
4/11/17,2017,4,11,datqual_a,13.3,,-2.6,,5.4,,12.6,,0,,0,,0,,0,,,,,,<31,
4/12/17,2017,4,12,datqual_a,,M,3.8,E,,M,,M,,M,3.2,,0,,3.2,,,,,,<31,
4/13/17,2017,4,13,datqual_a,,M,,M,,M,,M,,M,12.6,,0,,12.6,,,,,,<31,
4/14/17,2017,4,14,datqual_a,12.6,,0.9,,6.8,,11.2,,0,,1,,0,,1,,,,24,,39,
4/15/17,2017,4,15,datqual_a,14,,0.9,,7.5,,10.5,,0,,0.4,,0,,0.4,,,,22,,39,
4/16/17,2017,4,16,datqual_a,12.4,,-2.7,,4.9,,13.1,,0,,0,,0,,0,,,,,,<31,
4/17/17,2017,4,17,datqual_a,14.9,,6.5,,10.7,,7.3,,0,,0.2,,0,,0.2,,,,1,,46,
4/18/17,2017,4,18,datqual_a,16.7,,4.5,,10.6,,7.4,,0,,5.2,,0,,5.2,,,,25,,46,
4/19/17,2017,4,19,datqual_a,15.1,,0.4,,7.8,,10.2,,0,,0,,0,,0,,,,19,,56,
4/20/17,2017,4,20,datqual_a,15,,6,,10.5,,7.5,,0,,7,,0,,7,,,,,,<31,
4/21/17,2017,4,21,datqual_a,17,,4.1,,10.6,,7.4,,0,,0,T,0,,0,T,,,,,<31,
4/22/17,2017,4,22,datqual_a,13.9,,4.6,,9.3,,8.7,,0,,0,T,0,,0,T,,,3,,59,
4/23/17,2017,4,23,datqual_a,16.4,,0.4,,8.4,,9.6,,0,,0,T,0,,0,T,,,21,,61,
4/24/17,2017,4,24,datqual_a,15.3,,5.6,,10.5,,7.5,,0,,6,,0,,6,,,,3,,46,
4/25/17,2017,4,25,datqual_a,15.1,,3,,9.1,,8.9,,0,,0.3,,0,,0.3,,,,,,<31,
4/26/17,2017,4,26,datqual_a,17.4,,6.6,,12,,6,,0,,5.6,,0,,5.6,,,,25,,48,
4/27/17,2017,4,27,datqual_a,12.8,,6.6,,9.7,,8.3,,0,,1.8,,0,,1.8,,,,2,,43,
4/28/17,2017,4,28,datqual_a,17.2,,4.5,,10.9,,7.1,,0,,0,T,0,,0,T,,,2,,33,
4/29/17,2017,4,29,datqual_a,15.2,,-0.8,,7.2,,10.8,,0,,0.2,,0,,0.2,,,,16,,69,
4/30/17,2017,4,30,datqual_a,17,,3.8,,10.4,,7.6,,0,,0,T,0,,0,T,,,34,,43,
5/1/17,2017,5,1,datqual_a,14,,-0.4,,6.8,,11.2,,0,,0.4,,0,,0.4,,,,1,,33,
5/2/17,2017,5,2,datqual_a,19.1,,2.3,,10.7,,7.3,,0,,0,,0,,0,,,,19,,41,
5/3/17,2017,5,3,datqual_a,21.2,,9.6,,15.4,,2.6,,0,,0.4,,0,,0.4,,,,20,,46,
5/4/17,2017,5,4,datqual_a,26.4,,5.8,,16.1,,1.9,,0,,8.6,,0,,8.6,,,,32,,61,
5/5/17,2017,5,5,datqual_a,21.6,,11.6,,16.6,,1.4,,0,,18.8,,0,,18.8,,,,21,,69,
5/6/17,2017,5,6,datqual_a,17,,5.4,,11.2,,6.8,,0,,0.4,,0,,0.4,,,,3,,39,
5/7/17,2017,5,7,datqual_a,18.8,,0.3,,9.6,,8.4,,0,,0,,0,,0,,,,34,,32,
5/8/17,2017,5,8,datqual_a,15.7,,3,,9.4,,8.6,,0,,0,,0,,0,,,,,,<31,
5/9/17,2017,5,9,datqual_a,18.5,,3.7,,11.1,,6.9,,0,,0,,0,,0,,,,,,<31,
5/10/17,2017,5,10,datqual_a,21.5,,11,,16.3,,1.7,,0,,0,,0,,0,,,,3,,32,
5/11/17,2017,5,11,datqual_a,16.2,,8.6,,12.4,,5.6,,0,,14,,0,,14,,,,1,,44,
5/12/17,2017,5,12,datqual_a,13.2,,7.6,,10.4,,7.6,,0,,0.8,,0,,0.8,,,,18,,33,
5/13/17,2017,5,13,datqual_a,15.9,,1,,8.5,,9.5,,0,,2.8,,0,,2.8,,,,15,,56,
5/14/17,2017,5,14,datqual_a,16.3,,5.3,,10.8,,7.2,,0,,1.8,,0,,1.8,,,,24,,46,
5/15/17,2017,5,15,datqual_a,14.6,,1.2,,7.9,,10.1,,0,,5.4,,0,,5.4,,,,19,,48,
5/16/17,2017,5,16,datqual_a,12.7,,5.8,,9.3,,8.7,,0,,16.4,,0,,16.4,,,,17,,33,
5/17/17,2017,5,17,datqual_a,20.1,,4,,12.1,,5.9,,0,,1.2,,0,,1.2,,,,11,,35,
5/18/17,2017,5,18,datqual_a,20.2,,5.2,,12.7,,5.3,,0,,2.4,,0,,2.4,,,,22,,41,
5/19/17,2017,5,19,datqual_a,23.3,,5.5,,14.4,,3.6,,0,,0,T,0,,0,T,,,4,,41,
5/20/17,2017,5,20,datqual_a,26.1,,11.1,,18.6,,0,,0.6,,0,,0,,0,,,,21,,33,
5/21/17,2017,5,21,datqual_a,27,,6.8,,16.9,,1.1,,0,,0,,0,,0,,,,36,,39,
5/22/17,2017,5,22,datqual_a,28.4,,7.8,,18.1,,0,,0.1,,0,,0,,0,,,,,,<31,
5/23/17,2017,5,23,datqual_a,30.9,,10.1,,20.5,,0,,2.5,,0,,0,,0,,,,24,,70,
5/24/17,2017,5,24,datqual_a,19.2,,6.4,,12.8,,5.2,,0,,0.8,,0,,0.8,,,,1,,78,
5/25/17,2017,5,25,datqual_a,23.9,,6.7,,15.3,,2.7,,0,,0,,0,,0,,,,34,,54,
5/26/17,2017,5,26,datqual_a,25.8,,5.4,,15.6,,2.4,,0,,0,,0,,0,,,,,,<31,
5/27/17,2017,5,27,datqual_a,29.5,,8.1,,18.8,,0,,0.8,,0,,0,,0,,,,18,,30,
5/28/17,2017,5,28,datqual_a,30.3,,10,,20.2,,0,,2.2,,0,,0,,0,,,,18,,37,
5/29/17,2017,5,29,datqual_a,31.7,,10.2,,21,,0,,3,,0,,0,,0,,,,,,<31,
5/30/17,2017,5,30,datqual_a,30.5,,10.8,,20.7,,0,,2.7,,4,,0,,4,,,,4,,50,
5/31/17,2017,5,31,datqual_a,23.8,,14.7,,19.3,,0,,1.3,,10.3,,0,,10.3,,,,19,,39,
6/1/17,2017,6,1,datqual_a,18.9,,11.3,,15.1,,2.9,,0,,7.5,,0,,7.5,,,,34,,41,
6/2/17,2017,6,2,datqual_a,24.5,,9.9,,17.2,,0.8,,0,,0,,0,,0,,,,18,,33,
6/3/17,2017,6,3,datqual_a,26.2,,10.2,,18.2,,0,,0.2,,0,,0,,0,,,,18,,39,
6/4/17,2017,6,4,datqual_a,22.8,,10.6,,16.7,,1.3,,0,,0,,0,,0,,,,5,,33,
6/5/17,2017,6,5,datqual_a,24.6,,4.6,,14.6,,3.4,,0,,0,,0,,0,,,,8,,33,
6/6/17,2017,6,6,datqual_a,28.3,,8.3,,18.3,,0,,0.3,,0,,0,,0,,,,16,,33,
6/7/17,2017,6,7,datqual_a,28,,9.7,,18.9,,0,,0.9,,0,,0,,0,,,,3,,28,
6/8/17,2017,6,8,datqual_a,25.3,,12.2,,18.8,,0,,0.8,,4.2,,0,,4.2,,,,18,,69,
6/9/17,2017,6,9,datqual_a,19.5,,5.6,,12.6,,5.4,,0,,0,,0,,0,,,,19,,32,
6/10/17,2017,6,10,datqual_a,19.8,,6.6,,13.2,,4.8,,0,,3.2,,0,,3.2,,,,1,,44,
6/11/17,2017,6,11,datqual_a,22.7,,7.8,,15.3,,2.7,,0,,1.2,,0,,1.2,,,,2,,26,
6/12/17,2017,6,12,datqual_a,28,,8.3,,18.2,,0,,0.2,,0,,0,,0,,,,29,,54,
6/13/17,2017,6,13,datqual_a,25,,7.1,,16.1,,1.9,,0,,0,,0,,0,,,,26,,56,
6/14/17,2017,6,14,datqual_a,22.7,,4.9,,13.8,,4.2,,0,,0,,0,,0,,,,16,,35,
6/15/17,2017,6,15,datqual_a,19.2,,6.2,,12.7,,5.3,,0,,0.2,,0,,0.2,,,,18,,59,
6/16/17,2017,6,16,datqual_a,24.2,,12.5,,18.4,,0,,0.4,,0,,0,,0,,,,28,,56,
6/17/17,2017,6,17,datqual_a,22.4,,5.2,,13.8,,4.2,,0,,0,,0,,0,,,,18,,44,
6/18/17,2017,6,18,datqual_a,20.6,,13.2,,16.9,,1.1,,0,,0.2,,0,,0.2,,,,18,,37,
6/19/17,2017,6,19,datqual_a,21.5,,9,,15.3,,2.7,,0,,0.6,,0,,0.6,,,,15,,37,
6/20/17,2017,6,20,datqual_a,29.3,,12.1,,20.7,,0,,2.7,,0,,0,,0,,,,26,,46,
6/21/17,2017,6,21,datqual_a,25.2,,5.8,,15.5,,2.5,,0,,0,,0,,0,,,,0,,54,
6/22/17,2017,6,22,datqual_a,25.7,,7.7,,16.7,,1.3,,0,,0,,0,,0,,,,2,,35,
6/23/17,2017,6,23,datqual_a,28.2,,9.1,,18.7,,0,,0.7,,0,,0,,0,,,,36,,26,
6/24/17,2017,6,24,datqual_a,30.4,,8.8,,19.6,,0,,1.6,,0,,0,,0,,,,1,,26,
6/25/17,2017,6,25,datqual_a,33.6,,10.8,,22.2,,0,,4.2,,0,,0,,0,,,,19,,57,
6/26/17,2017,6,26,datqual_a,33.6,,17.7,,25.7,,0,,7.7,,0,,0,,0,,,,27,,56,
6/27/17,2017,6,27,datqual_a,28.6,,12.6,,20.6,,0,,2.6,,0,,0,,0,,,,36,,28,
6/28/17,2017,6,28,datqual_a,27.8,,11.6,,19.7,,0,,1.7,,1.4,,0,,1.4,,,,35,,56,
6/29/17,2017,6,29,datqual_a,28.9,,9.4,,19.2,,0,,1.2,,0,,0,,0,,,,33,,26,
6/30/17,2017,6,30,datqual_a,32.3,,11.6,,22,,0,,4,,0,,0,,0,,,,21,,41,
7/1/17,2017,7,1,datqual_a,33.9,,15.7,,24.8,,0,,6.8,,0,,0,,0,,,,9,,26,
7/2/17,2017,7,2,datqual_a,33.2,,13,,23.1,,0,,5.1,,0,,0,,0,,,,1,,50,
7/3/17,2017,7,3,datqual_a,30.6,,11.8,,21.2,,0,,3.2,,0,,0,,0,,,,2,,39,
7/4/17,2017,7,4,datqual_a,30.5,,11,,20.8,,0,,2.8,,0,,0,,0,,,,16,,37,
7/5/17,2017,7,5,datqual_a,34,,10.3,,22.2,,0,,4.2,,0,,0,,0,,,,16,,30,
7/6/17,2017,7,6,datqual_a,36.5,,14.9,,25.7,,0,,7.7,,0,,0,,0,,,,17,,30,
7/7/17,2017,7,7,datqual_a,34.9,,15.2,,25.1,,0,,7.1,,0,,0,,0,,,,36,,43,
7/8/17,2017,7,8,datqual_a,33.5,,14.9,,24.2,,0,,6.2,,0,,0,,0,,,,22,,48,
7/9/17,2017,7,9,datqual_a,33.1,,14.9,,24,,0,,6,,0,,0,,0,,,,1,,39,
7/10/17,2017,7,10,datqual_a,31,,14.4,,22.7,,0,,4.7,,0,,0,,0,,,,36,,48,
7/11/17,2017,7,11,datqual_a,29.5,,16.8,,23.2,,0,,5.2,,0,,0,,0,,,,4,,33,
7/12/17,2017,7,12,datqual_a,31.8,,13.3,,22.6,,0,,4.6,,0,,0,,0,,,,17,,39,
7/13/17,2017,7,13,datqual_a,31.9,,14.7,,23.3,,0,,5.3,,0,,0,,0,,,,36,,32,
7/14/17,2017,7,14,datqual_a,34.1,,15,,24.6,,0,,6.6,,0,,0,,0,,,,19,,44,
7/15/17,2017,7,15,datqual_a,35.5,,12.1,,23.8,,0,,5.8,,0,,0,,0,,,,2,,46,
7/16/17,2017,7,16,datqual_a,26.6,,13.2,,19.9,,0,,1.9,,0,,0,,0,,,,3,,41,
7/17/17,2017,7,17,datqual_a,26.9,,12.1,,19.5,,0,,1.5,,0,,0,,0,,,,0,,33,
7/18/17,2017,7,18,datqual_a,29,,10.8,,19.9,,0,,1.9,,0,,0,,0,,,,35,,26,
7/19/17,2017,7,19,datqual_a,32.7,,12.6,,22.7,,0,,4.7,,0,,0,,0,,,,24,,54,
7/20/17,2017,7,20,datqual_a,28.1,,13.8,,21,,0,,3,,0,,0,,0,,,,34,,48,
7/21/17,2017,7,21,datqual_a,25.6,,8.5,,17.1,,0.9,,0,,0,,0,,0,,,,33,,20,
7/22/17,2017,7,22,datqual_a,29,,17.2,,23.1,,0,,5.1,,0,,0,,0,,,,21,,57,
7/23/17,2017,7,23,datqual_a,33.5,,15,,24.3,,0,,6.3,,0,,0,,0,,,,2,,70,
7/24/17,2017,7,24,datqual_a,28.6,,11.9,,20.3,,0,,2.3,,0,,0,,0,,,,34,,39,
7/25/17,2017,7,25,datqual_a,30.4,,10.9,,20.7,,0,,2.7,,0,,0,,0,,,,36,,26,
7/26/17,2017,7,26,datqual_a,34.6,,12.2,,23.4,,0,,5.4,,0,,0,,0,,,,2,,43,
7/27/17,2017,7,27,datqual_a,34.1,,15.5,,24.8,,0,,6.8,,0,,0,,0,,,,3,,37,
7/28/17,2017,7,28,datqual_a,31.9,,12,,22,,0,,4,,0,,0,,0,,,,1,,33,
7/29/17,2017,7,29,datqual_a,34,,12.9,,23.5,,0,,5.5,,0,,0,,0,,,,1,,43,
7/30/17,2017,7,30,datqual_a,33.9,,14.8,,24.4,,0,,6.4,,0,,0,,0,,,,0,,32,
7/31/17,2017,7,31,datqual_a,30.9,,12.7,,21.8,,0,,3.8,,0,,0,,0,,,,23,,46,
8/1/17,2017,8,1,datqual_a,32.3,,15.8,,24.1,,0,,6.1,,0,,0,,0,,,,1,,50,
8/2/17,2017,8,2,datqual_a,32.9,,14.9,,23.9,,0,,5.9,,0,,0,,0,,,,22,,46,
8/3/17,2017,8,3,datqual_a,33.1,,12.4,,22.8,,0,,4.8,,0,,0,,0,,,,36,,26,
8/4/17,2017,8,4,datqual_a,33.4,,17.2,,25.3,,0,,7.3,,0,,0,,0,,,,3,,43,
8/5/17,2017,8,5,datqual_a,33.2,,16.3,,24.8,,0,,6.8,,0,,0,,0,,,,22,,54,
8/6/17,2017,8,6,datqual_a,31.4,,14,,22.7,,0,,4.7,,0,,0,,0,,,,3,,50,
8/7/17,2017,8,7,datqual_a,,M,14,E,,M,,M,,M,,M,,,,M,,,,M,,M
8/8/17,2017,8,8,datqual_a,29.7,,15.5,,22.6,,0,,4.6,,0,,0,,0,,,,22,,48,
8/9/17,2017,8,9,datqual_a,27.6,,11.4,,19.5,,0,,1.5,,0,,0,,0,,,,13,,24,
8/10/17,2017,8,10,datqual_a,29.2,,11.8,,20.5,,0,,2.5,,0,,0,,0,,,,1,,48,
8/11/17,2017,8,11,datqual_a,32.7,,13.7,,23.2,,0,,5.2,,0,,0,,0,,,,23,,35,
8/12/17,2017,8,12,datqual_a,34.1,,12.4,,23.3,,0,,5.3,,0,T,0,,0,T,,,17,,59,
8/13/17,2017,8,13,datqual_a,29.1,,17.4,,23.3,,0,,5.3,,0,T,0,,0,T,,,2,,52,
8/14/17,2017,8,14,datqual_a,26.1,,11.8,,19,,0,,1,,0,,0,,0,,,,1,,28,
8/15/17,2017,8,15,datqual_a,27.7,,11.1,,19.4,,0,,1.4,,0,,0,,0,,,,33,,35,
8/16/17,2017,8,16,datqual_a,32.2,,11.5,,21.9,,0,,3.9,,0,,0,,0,,,,31,,50,
8/17/17,2017,8,17,datqual_a,31.8,,11.1,,21.5,,0,,3.5,,0,,0,,0,,,,25,,44,
8/18/17,2017,8,18,datqual_a,32.1,,12.8,,22.5,,0,,4.5,,0,,0,,0,,,,31,,54,
8/19/17,2017,8,19,datqual_a,26.3,,15.1,,20.7,,0,,2.7,,0,,0,,0,,,,23,,44,
