Date/Time,Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Summer-land,2 day mean running average,3 day mean running average,7 day mean running average,,14 day mean running average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 day mean temperature (7 day average),,,,,,,Historical average  1981  2010,,Date,Historical average  1981-2010,Temperature difference from historical average (°C),,,,,,,7 day avg mean temp (°C)
04/12/2013,2013,12,4,-4.2,-11,-7.6,,-5.8,-4.2,-0.9,-3,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2013,2013,12,5,-6.5,-12.9,-9.7,,-8.7,-7.1,-2.4,-4.7,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2013,2013,12,6,-6.9,-11,-9,,-9.4,-8.8,-3.7,-6.1,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2013,2013,12,7,-8.8,-13.8,-11.3,,-10.2,-10,-5.7,-8.2,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/12/2013,2013,12,8,-6.5,-13.1,-9.8,,-10.6,-10,-7.5,-10.3,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/12/2013,2013,12,9,-6,-7.7,-6.9,,-8.4,-9.3,-8.3,-10.7,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2013,2013,12,10,-3.8,-11.3,-7.6,,-7.3,-8.1,-8.8,-11.5,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2013,2013,12,11,-0.1,-11.3,-5.7,*,-6.7,-6.7,-8.6,-11.6,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2013,2013,12,12,1.2,-0.8,0.2,,-2.8,-4.4,-7.2,-9.9,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/12/2013,2013,12,13,1.6,-1.7,-0.1,,0.1,-1.9,-5.9,-8.5,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/12/2013,2013,12,14,3,-0.5,1.3,,0.6,0.5,-4.1,-6.6,-4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/12/2013,2013,12,15,4.7,2.5,3.6,,2.5,1.6,-2.2,-4.4,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/12/2013,2013,12,16,3.9,1.3,2.6,,3.1,2.5,-0.8,-3.1,-4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2013,2013,12,17,4.7,1,2.9,,2.8,3,0.7,-1.4,-4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2013,2013,12,18,3.3,-2.2,0.6,,1.8,2,1.6,-0.1,-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/12/2013,2013,12,19,-0.2,-7.5,-3.9,,-1.7,-0.1,1,-1,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/12/2013,2013,12,20,-2.4,-8.7,-5.6,,-4.8,-3,0.2,-2,-2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2013,2013,12,21,-1.4,-8.6,-5,,-5.3,-4.8,-0.7,-3.2,-2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/12/2013,2013,12,22,-0.7,-3.7,-2.2,,-3.6,-4.3,-1.5,-4.1,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/12/2013,2013,12,23,2.5,-0.9,0.8,,-0.7,-2.1,-1.8,-4.4,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2013,2013,12,24,0.9,-4.6,-1.9,,-0.6,-1.1,-2.5,-5.2,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2013,2013,12,25,0.6,-6.3,-2.9,,-2.4,-1.3,-3,-5.8,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/12/2013,2013,12,26,2.1,-3.5,-0.7,*,-1.8,-1.8,-2.5,-5.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/12/2013,2013,12,27,1.7,-2.1,-0.2,,-0.5,-1.3,-1.7,-4.2,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/12/2013,2013,12,28,1.4,-4,-1.3,,-0.8,-0.7,-1.2,-3.6,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/2013,2013,12,29,-0.2,-2.8,-1.5,,-1.4,-1,-1.1,-3.5,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2013,2013,12,30,1.5,-2,-0.3,,-0.9,-1,-1.3,-3.6,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2013,2013,12,31,2.1,-0.6,0.8,,0.3,-0.3,-0.9,-3,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2014,2014,1,1,-0.1,-2.3,-1.2,,-0.2,-0.2,-0.6,-2.5,-1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2014,2014,1,2,2.8,-0.4,1.2,,0,0.3,-0.4,-2,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2014,2014,1,3,3.5,-0.4,1.6,,1.4,0.5,-0.1,-1.8,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2014,2014,1,4,2.3,-8.7,-3.2,,-0.8,-0.1,-0.4,-2.5,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2014,2014,1,5,-0.3,-9.7,-5,,-4.1,-2.2,-0.9,-3.4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2014,2014,1,6,-2.7,-10.9,-6.8,,-5.9,-5,-1.8,-4.7,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2014,2014,1,7,-0.9,-7.1,-4,,-5.4,-5.3,-2.5,-5.6,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2014,2014,1,8,0.8,-4.8,-2,,-3,-4.3,-2.6,-6,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/01/2014,2014,1,9,1.8,-0.6,0.6,,-0.7,-1.8,-2.7,-6,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/2014,2014,1,10,3.3,1,2.2,,1.4,0.3,-2.6,-5.8,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2014,2014,1,11,9.1,2.2,5.7,,4,2.8,-1.3,-4.3,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2014,2014,1,12,8.3,2,5.2,,5.5,4.4,0.1,-2.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/01/2014,2014,1,13,15.1,3.5,9.3,,7.3,6.7,2.4,-0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2014,2014,1,14,8,-1.2,3.4,,6.4,6,3.5,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2014,2014,1,15,7.8,-2.3,2.8,,3.1,5.2,4.2,0.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/01/2014,2014,1,16,1.1,-4.5,-1.7,,0.6,1.5,3.8,0.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2014,2014,1,17,0.3,-2,-0.9,,-1.3,0.1,3.4,-0.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/01/2014,2014,1,18,1.7,-0.8,0.5,,-0.2,-0.7,2.7,-0.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2014,2014,1,19,2.3,0.2,1.3,,0.9,0.3,2.1,-1,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/01/2014,2014,1,20,2.9,-0.6,1.2,,1.3,1,0.9,-1.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2014,2014,1,21,0,-1.1,-0.6,,0.3,0.6,0.4,-1.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2014,2014,1,22,2.6,-5.5,-1.5,,-1.1,-0.3,-0.2,-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/01/2014,2014,1,23,5.5,-1.9,1.8,,0.2,-0.1,0.3,-1.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/01/2014,2014,1,24,2,-2.9,-0.5,,0.7,-0.1,0.3,-1.8,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/01/2014,2014,1,25,1.2,-0.4,0.4,,-0.1,0.6,0.3,-1.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2014,2014,1,26,2.3,-1,0.7,,0.6,0.2,0.2,-1.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/01/2014,2014,1,27,4,0.8,2.4,,1.6,1.2,0.4,-1.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2014,2014,1,28,2.5,1.1,1.8,,2.1,1.6,0.7,-1.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2014,2014,1,29,1.1,-3.8,-1.4,,0.2,0.9,0.7,-1.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/01/2014,2014,1,30,1.4,-2.9,-0.8,,-1.1,-0.1,0.4,-1.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/01/2014,2014,1,31,-0.8,-10.4,-5.6,,-3.2,-2.6,-0.4,-2.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2014,2014,2,1,-4.7,-12.8,-8.8,,-7.2,-5.1,-1.7,-4.1,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2014,2014,2,2,-2.5,-8.3,-5.4,,-7.1,-6.6,-2.5,-5.2,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2014,2014,2,3,-4,-7.6,-5.8,,-5.6,-6.7,-3.7,-6.4,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2014,2014,2,4,-5.5,-10.8,-8.2,,-7,-6.5,-5.1,-8.1,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2014,2014,2,5,-8.3,-16.6,-12.5,,-10.4,-8.8,-6.7,-9.9,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2014,2014,2,6,-8.8,-18.4,-13.6,,-13.1,-11.4,-8.6,-12.1,-4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2014,2014,2,7,-6.4,-11.5,-9,,-11.3,-11.7,-9,-12.3,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/02/2014,2014,2,8,-6.9,-12.3,-9.6,,-9.3,-10.7,-9.2,-12.2,-5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2014,2014,2,9,-3.2,-11.9,-7.6,,-8.6,-8.7,-9.5,-12.7,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2014,2014,2,10,0,-8.6,-4.3,,-6,-7.2,-9.3,-12.9,-6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2014,2014,2,11,0.8,-3.7,-1.5,,-2.9,-4.5,-8.3,-11.9,-6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2014,2014,2,12,13.3,-1.5,5.9,,2.2,0,-5.7,-9.7,-6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2014,2014,2,13,13.2,-1.2,6,,6,3.5,-2.9,-7.2,-5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/02/2014,2014,2,14,6.2,0.7,3.5,,4.8,5.1,-1.1,-5.5,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/02/2014,2014,2,15,5.3,-1.2,2.1,,2.8,3.9,0.6,-3.9,-4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/02/2014,2014,2,16,6.9,0.8,3.9,,3,3.2,2.2,-2.1,-3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/02/2014,2014,2,17,7.2,-0.8,3.2,,3.6,3.1,3.3,-1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2014,2014,2,18,4.6,0.2,2.4,,2.8,3.2,3.9,-0.4,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2014,2014,2,19,8.9,-1.2,3.9,,3.2,3.2,3.6,-0.4,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/02/2014,2014,2,20,9.9,0.2,5.1,,4.5,3.8,3.4,-0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/02/2014,2014,2,21,4.9,-4.1,0.4,,2.8,3.1,3,-0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/02/2014,2014,2,22,1.7,-5.6,-2,,-0.8,1.2,2.4,-1.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/02/2014,2014,2,23,-1.5,-3.2,-2.4,,-2.2,-1.3,1.5,-2.1,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/02/2014,2014,2,24,-2.3,-6.6,-4.5,,-3.5,-3,0.4,-2.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2014,2014,2,25,-2.8,-13.1,-8,,-6.3,-5,-1.1,-4.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2014,2014,2,26,-0.8,-12.7,-6.8,,-7.4,-6.4,-2.6,-6.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/02/2014,2014,2,27,3,-8.7,-2.9,,-4.9,-5.9,-3.7,-7.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/02/2014,2014,2,28,6.2,-4.8,0.7,,-1.1,-3,-3.7,-7.8,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2014,2014,3,1,-0.6,-5.1,-2.9,,-1.1,-1.7,-3.8,-7.7,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2014,2014,3,2,-1.8,-5.3,-3.6,,-3.3,-1.9,-4,-8,-1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2014,2014,3,3,1.6,-3,-0.7,,-2.2,-2.4,-3.5,-7.5,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2014,2014,3,4,4.6,0.2,2.4,,0.9,-0.6,-2,-5.6,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2014,2014,3,5,7.1,0.3,3.7,,3.1,1.8,-0.5,-3.8,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2014,2014,3,6,11.5,2,6.8,,5.3,4.3,0.9,-2.2,-1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2014,2014,3,7,14.2,1.5,7.9,,7.4,6.1,1.9,-1.3,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/03/2014,2014,3,8,10.8,6.4,8.6,,8.3,7.8,3.6,0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/03/2014,2014,3,9,17.3,6.4,11.9,,10.3,9.5,5.8,2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2014,2014,3,10,10.9,0.3,5.6,,8.8,8.7,6.7,2.4,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2014,2014,3,11,14.2,-4.6,4.8,,5.2,7.4,7,1.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2014,2014,3,12,14.4,-4.2,5.1,,5,5.2,7.2,1.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/03/2014,2014,3,13,13.6,-2.2,5.7,,5.4,5.2,7.1,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/03/2014,2014,3,14,15.4,1.8,8.6,,7.2,6.5,7.2,0.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/03/2014,2014,3,15,11.9,-0.3,5.8,,7.2,6.7,6.8,-0.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/03/2014,2014,3,16,16.4,2.8,9.6,,7.7,8,6.5,-0.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2014,2014,3,17,11.3,2.3,6.8,,8.2,7.4,6.6,-0.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/03/2014,2014,3,18,11.2,-5.6,2.8,,4.8,6.4,6.3,-0.8,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2014,2014,3,19,9.6,2.7,6.2,,4.5,5.3,6.5,0.2,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/03/2014,2014,3,20,8.1,-1.6,3.3,,4.8,4.1,6.2,0.3,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/03/2014,2014,3,21,9,-5.8,1.6,,2.5,3.7,5.2,-0.8,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/03/2014,2014,3,22,4.1,-5.7,-0.8,,0.4,1.4,4.2,-1.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/03/2014,2014,3,23,10.3,-2.8,3.8,,1.5,1.5,3.4,-2.4,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2014,2014,3,24,7.2,-2.4,2.4,,3.1,1.8,2.8,-3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/03/2014,2014,3,25,8.3,-1.8,3.3,,2.9,3.2,2.8,-2.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2014,2014,3,26,13.7,0.8,7.3,,5.3,4.3,3,-2.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/03/2014,2014,3,27,10.9,2.1,6.5,,6.9,5.7,3.4,-2.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/03/2014,2014,3,28,9.2,-1.5,3.9,,5.2,5.9,3.8,-1.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/03/2014,2014,3,29,13,1.9,7.5,,5.7,6,5,-0.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/03/2014,2014,3,30,12.7,0.8,6.8,,7.2,6.1,5.4,0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2014,2014,3,31,13,-4.1,4.5,,5.7,6.3,5.7,-0.3,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2014,2014,4,1,13.2,-2,5.6,,5.1,5.6,6,-0.3,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2014,2014,4,2,14.8,-4.1,5.4,,5.5,5.2,5.7,-1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2014,2014,4,3,13.3,0.2,6.8,,6.1,5.9,5.8,-1.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2014,2014,4,4,15.6,4.3,10,,8.4,7.4,6.7,-0.4,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2014,2014,4,5,14.9,-3.3,5.8,,7.9,7.5,6.4,-1.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2014,2014,4,6,16.5,3,9.8,,7.8,8.5,6.8,-0.9,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2014,2014,4,7,17.4,4.3,10.9,,10.4,8.8,7.8,0.3,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2014,2014,4,8,23,0.4,11.7,,11.3,10.8,8.6,0.7,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2014,2014,4,9,16.4,3,9.7,,10.7,10.8,9.2,1.7,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/04/2014,2014,4,10,17.7,-3.2,7.3,,8.5,9.6,9.3,1.2,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2014,2014,4,11,18.3,2.9,10.6,,9,9.2,9.4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2014,2014,4,12,16.1,4.1,10.1,,10.4,9.3,10,2.1,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/04/2014,2014,4,13,16,-2.6,6.7,,8.4,9.1,9.6,1.3,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2014,2014,4,14,17.9,-3.5,7.2,,7,8,9,0.2,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2014,2014,4,15,14.3,6,10.2,,8.7,8,8.8,1,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2014,2014,4,16,13.8,4.8,9.3,,9.8,8.9,8.8,1.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/04/2014,2014,4,17,16,6.8,11.4,,10.4,10.3,9.4,2.6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/04/2014,2014,4,18,15.1,2.7,8.9,,10.2,9.9,9.1,2.6,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/04/2014,2014,4,19,15.2,-2.1,6.6,,7.8,9,8.6,1.7,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/04/2014,2014,4,20,17.2,4,10.6,,8.6,8.7,9.2,2.7,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2014,2014,4,21,14.5,6.2,10.4,,10.5,9.2,9.6,4.1,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2014,2014,4,22,10.2,4.8,7.5,,9,9.5,9.2,3.9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2014,2014,4,23,13.2,-0.2,6.5,,7,8.1,8.8,3.2,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/04/2014,2014,4,24,11.6,4.7,8.2,,7.4,7.4,8.4,2.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
