VYears,Source,Vineyard,Block,Variety,Acres,Tier,Budbreak,Bloom,Veraison,BunchesPerVine,BunchWt(kg),BerryMass(g),Brix,pH,TA,GDDtoHarvest,HarvestDate,Yield (Tonnes),ActualT/A,
2008,Own,Bullpine,Z2,Pinot Noir,5.14,,9-May-08,16-Jun-08,14-Aug-08,18.3,0.1495,,23.0,3.30,7.45,1495.1,14-Oct-08,18.9390,3.68,
2008,Own,Bullpine,Z3,Sauvignon Blanc,0.70,,5-May-08,16-Jun-08,9-Aug-08,18.0,0.1346,,18.2,2.91,13.56,1310.1,11-Sep-08,2.1390,3.06,
2008,Own,HMV,A1,Ehrenfelser,3.60,,7-May-08,21-Jun-08,16-Aug-08,20.9,0.1268,1.32,21.6,3.07,8.65,,31-Oct-08,6.1896,1.72,
2008,Own,HMV,A2,Ehrenfelser,2.06,,7-May-08,23-Jun-08,16-Aug-08,22.5,0.1312,1.31,21.2,3.05,9.23,,31-Oct-08,11.1104,5.39,
2008,Own,HMV,B,Pinot Blanc,1.13,,10-May-08,23-Jun-08,20-Aug-08,17.8,0.1994,1.68,19.2,3.16,9.84,,12-Oct-08,8.2240,7.28,
2008,Own,HMV,C,Pinot Blanc,1.79,,10-May-08,23-Jun-08,20-Aug-08,20.4,0.1913,1.71,19.4,3.17,10.16,,12-Oct-08,9.8700,5.51,
2008,Own,HMV,D,Ehrenfelser,2.08,,7-May-08,22-Jun-08,16-Aug-08,21.0,,,,,,,,,,
2008,Own,HMV,E,Pinot Blanc,1.49,,10-May-08,21-Jun-08,15-Aug-08,19.8,0.2155,1.69,20.8,3.17,9.06,,12-Oct-08,10.2380,6.87,
2008,Own,HMV,F1,Chardonnay,0.67,,2-May-08,23-Jun-08,16-Aug-08,12.5,0.1433,,24.4,3.19,8.76,,20-Oct-08,3.4400,5.13,
2008,Own,HMV,F2,Chardonnay,2.75,,2-May-08,18-Jun-08,17-Aug-08,17.3,0.1514,1.30,22.3,3.15,9.57,,20-Oct-08,9.4600,3.44,
2008,Own,HMV,G1,Gewurztraminer,0.94,,16-May-08,24-Jun-08,16-Aug-08,14.6,0.1140,1.52,24.0,3.49,7.05,,9-Oct-08,2.6978,2.87,
2008,Own,HMV,G2,Gewurztraminer,3.24,,16-May-08,21-Jun-08,15-Aug-08,25.6,0.1302,1.35,21.5,3.31,9.90,,9-Oct-08,8.8489,2.73,
2008,Own,HMV,H,Chardonnay,3.68,,7-May-08,23-Jun-08,16-Aug-08,17.5,0.1265,1.38,23.7,3.15,11.80,,23-Oct-08,11.4240,3.10,
2008,Own,HMV,I,Chardonnay,1.75,,16-May-08,21-Jun-08,16-Aug-08,16.8,0.1789,1.52,22.9,3.16,10.13,,20-Oct-08,6.7020,3.83,
2008,Own,HMV,J1,Chardonnay,3.15,,12-May-08,21-Jun-08,18-Aug-08,17.8,0.1700,1.68,22.8,3.09,11.26,,24-Oct-08,12.2000,3.87,
2008,Own,HMV,J2,Chardonnay,3.22,,12-May-08,21-Jun-08,18-Aug-08,17.8,0.1700,1.68,22.8,3.09,11.26,,25-Oct-08,12.2000,3.79,
2008,Own,HMV,K,Gewurztraminer,0.62,,16-May-08,28-Jun-08,23-Aug-08,20.9,0.1064,1.21,22.6,3.61,6.15,,25-Oct-08,1.9929,3.21,
2008,Own,HMV,L,Gewurztraminer,0.52,,16-May-08,18-Jun-08,20-Aug-08,20.2,0.1359,1.52,22.9,3.40,7.65,,25-Oct-08,1.8310,3.52,
2008,Own,HMV,M,Gewurztraminer,7.95,,7-May-08,28-Jun-08,23-Aug-08,22.3,0.1122,1.31,21.9,3.26,9.60,,25-Oct-08,30.0340,3.78,
2008,Own,HMV,N1,Gamay Noir,1.11,,7-May-08,23-Jun-08,18-Aug-08,24.3,0.1302,1.50,20.6,3.11,11.10,,18-Oct-08,4.1708,3.76,
2008,Own,HMV,N2,Gamay Noir,1.52,,9-May-08,22-Jun-08,25-Aug-08,23.4,0.1677,1.43,20.8,3.02,13.05,,18-Oct-08,4.9292,3.24,
2008,Own,HMV,O1,Pinot Noir,1.53,,7-May-08,23-Jun-08,18-Aug-08,18.8,0.1570,1.39,21.6,3.11,10.95,,16-Oct-08,9.4000,6.14,
2008,Own,HMV,O2,Pinot Noir,3.14,,9-May-08,23-Jun-08,25-Aug-08,17.0,0.1496,1.29,19.9,3.13,10.25,,27-Oct-08,15.7000,5.00,
2008,Own,HMV,P1,Gewurztraminer,2.74,,16-May-08,23-Jun-08,17-Aug-08,21.6,0.1576,1.40,21.6,3.38,7.80,,27-Oct-08,14.1380,5.16,
2008,Own,HMV,P2,Gewurztraminer,10.84,,16-May-08,23-Jun-08,17-Aug-08,22.4,0.1346,1.40,21.4,3.41,7.53,,29-Oct-08,44.9200,4.14,
2008,Own,HMV,Q,Gewurztraminer,4.43,,12-May-08,23-Jun-08,17-Aug-08,23.4,0.1407,1.32,21.6,3.45,7.95,,8-Oct-08,18.9820,4.28,
2008,Own,HMV,R,Pinot Blanc,10.11,,16-May-08,29-Jun-08,26-Aug-08,20.1,0.1950,1.63,18.5,3.13,11.50,,12-Oct-08,57.5350,5.69,
2008,Own,HMV,S,Gewurztraminer,11.46,,10-May-08,30-Jun-08,17-Aug-08,27.1,0.1200,1.34,24.4,3.56,5.85,,22-Oct-08,37.2070,3.25,
2008,Own,HMV,T,Gewurztraminer,10.29,,7-May-08,29-Jun-08,19-Aug-08,19.5,0.1382,1.30,23.0,3.33,7.65,,22-Oct-08,37.8130,3.67,
2006,Own,Bullpine,B,Merlot,11.41,,21-Apr-06,10-Jun-06,12-Aug-06,22.5,0.1307,1.36,26.5,3.51,6.45,1545.4,5-Oct-06,41.5540,3.64,
2008,Own,Jentsch,B,Pinot Noir,3.27,,12-May-08,15-Jun-08,14-Aug-08,15.9,0.1545,1.35,24.2,3.26,9.04,,9-Oct-08,8.9660,2.74,
2008,Own,Jentsch,C,Pinot Gris,3.28,,12-May-08,15-Jun-08,15-Aug-08,24.6,0.1423,1.57,23.1,3.24,9.45,,2-Oct-08,11.6940,3.57,
2008,Own,Jentsch,D,Gewurztraminer,4.61,,8-May-08,10-Jun-08,12-Aug-08,49.1,0.1349,1.60,22.3,3.42,7.13,,29-Sep-08,34.1770,7.41,
2008,Own,Jentsch,E,Cabernet Franc,0.20,,8-May-08,16-Jun-08,15-Aug-08,20.0,0.1232,,24.9,3.21,9.60,,,,,
2008,Own,McIntyre,A,Riesling,6.44,,5-May-08,13-Jun-08,20-Aug-08,35.8,0.1551,1.41,22.3,3.00,12.30,1402.3,20-Oct-08,29.3720,4.56,
2008,Own,McIntyre,B,Riesling,6.35,,5-May-08,13-Jun-08,20-Aug-08,33.7,0.1446,1.07,,,,,,,,
2008,Own,McIntyre,C,Riesling,3.84,,5-May-08,13-Jun-08,20-Aug-08,39.6,0.1479,1.23,22.4,3.05,11.55,1402.3,20-Oct-08,17.4960,4.56,
2008,Own,McIntyre,D,Chenin Blanc,6.24,,2-May-08,13-Jun-08,25-Aug-08,16.0,0.1979,1.51,24.2,3.09,12.75,1416.7,2-Nov-08,27.4990,4.41,
2008,Own,McIntyre,E,Sauvignon Blanc,14.83,,7-May-08,14-Jun-08,20-Aug-08,29.4,0.1642,1.62,21.3,3.13,10.80,1336.9,29-Sep-08,74.8120,5.05,
2008,Own,McIntyre,F,Sauvignon Blanc,15.99,,7-May-08,14-Jun-08,20-Aug-08,29.2,0.1811,1.57,22.3,3.19,11.10,1341.2,30-Sep-08,80.1760,5.01,
2008,Own,McIntyre,G,Gewurztraminer,9.16,,28-Apr-08,10-Jun-08,11-Aug-08,44.9,0.1583,1.49,21.0,3.44,6.45,1369.9,6-Oct-08,60.4770,6.60,
2008,Own,McIntyre,H,Pinot Gris,4.37,,30-Apr-08,12-Jun-08,13-Aug-08,24.6,0.1603,1.65,23.6,3.28,8.40,1375.1,7-Oct-08,22.7580,5.21,
2008,Own,McIntyre,I,Pinot Blanc,4.53,,30-Apr-08,12-Jun-08,18-Aug-08,17.2,0.1865,,22.0,3.27,7.49,1380.5,10-Oct-08,22.5750,4.98,
2008,Own,McIntyre,J,Chardonnay,34.52,,29-Apr-08,10-Jun-08,19-Aug-08,27.1,0.1659,1.49,20.4,3.16,11.55,1295.4,21-Sep-08,163.2000,4.73,
2008,Own,McIntyre,K,Petit Verdot,1.88,,8-May-08,17-Jun-08,29-Aug-08,22.0,0.1649,1.09,23.4,3.02,16.95,1416.7,4-Nov-08,6.0100,3.20,
2008,Own,McIntyre,L,Malbec,2.11,,8-May-08,15-Jun-08,22-Aug-08,17.0,0.2148,1.93,22.7,3.20,11.85,1416.7,4-Nov-08,8.7710,4.16,
2008,Own,McIntyre,M,Cabernet Franc,8.43,,2-May-08,11-Jun-08,28-Aug-08,20.6,0.1510,1.10,22.9,3.13,9.85,1395.6,17-Oct-08,27.2840,3.24,
2006,Own,Bullpine,C,Merlot,7.52,,21-Apr-06,12-Jun-06,14-Aug-06,22.6,0.1388,1.49,25.0,3.37,7.20,1539.3,4-Oct-06,30.9290,4.11,
2008,Own,McIntyre,O,Pinot Noir,4.14,,2-May-08,12-Jun-08,11-Aug-08,21.0,0.1524,1.35,23.3,3.31,8.55,1415.2,1-Nov-08,16.5080,3.99,
2008,Own,McIntyre,P,Shiraz,6.48,,5-May-08,14-Jun-08,18-Aug-08,15.0,0.2537,1.51,22.8,3.30,9.43,1395.6,17-Oct-08,19.4080,3.00,
2008,Own,McIntyre,Q,Cabernet Sauvignon,19.34,,9-May-08,15-Jun-08,18-Aug-08,23.1,0.1310,0.85,22.7,3.24,9.36,1391.5,16-Oct-08,45.9800,2.38,
2006,Own,Bullpine,D,Merlot,14.55,,21-Apr-06,10-Jun-06,12-Aug-06,21.6,0.1600,1.67,25.1,3.47,6.00,1544.8,6-Oct-06,62.1420,4.27,
2006,Own,Bullpine,F,Merlot,7.31,,22-Apr-06,12-Jun-06,14-Aug-06,20.5,0.1320,1.47,26.4,3.57,5.40,1556.9,11-Oct-06,30.1380,4.12,
2008,Own,Nk_Mip,3,Shiraz,5.65,,8-May-08,,,,,,,,,,,,,
2006,Own,Bullpine,G,Merlot,13.05,,22-Apr-06,10-Jun-06,12-Aug-06,20.6,0.1424,1.54,25.0,3.49,5.85,1531.7,3-Oct-06,54.1030,4.15,
2008,Own,Nk_Mip,B,Cabernet Sauvignon,6.74,,10-May-08,16-Jun-08,16-Aug-08,19.4,0.1257,1.08,26.5,3.36,6.15,,5-Nov-08,19.4480,2.89,
2008,Own,Nk_Mip,C,Shiraz,4.36,,6-May-08,18-Jun-08,15-Aug-08,5.3,0.1250,0.99,27.8,3.52,5.83,,5-Nov-08,0.7240,0.17,
2008,Own,Nk_Mip,D,Cabernet Franc,1.65,,7-May-08,15-Jun-08,15-Aug-08,16.5,0.1199,1.22,25.7,3.52,5.40,,29-Oct-08,4.0570,2.46,
2006,Own,Bullpine,K,Merlot,7.98,,23-Apr-06,10-Jun-06,12-Aug-06,25.3,0.1382,1.51,25.0,3.51,6.15,1551.9,7-Oct-06,38.0240,4.76,
2008,Own,Nk_Mip,F,Shiraz,0.14,,6-May-08,18-Jun-08,15-Aug-08,,0.1250,,27.8,3.52,5.83,,5-Nov-08,,,
2006,Own,Bullpine,O,Merlot,11.36,,22-Apr-06,12-Jun-06,14-Aug-06,18.9,0.1721,1.81,24.7,3.24,8.78,1467.0,22-Sep-06,45.3550,3.99,
2008,Own,Sumac,A,Gewurztraminer,0.79,,,,,,,,,,,,,0.6091,0.77,
2008,Own,Sumac,B,Gewurztraminer,0.59,,,,,,,,,,,,,0.4549,0.77,
2008,Own,Sumac,C,Riesling,1.23,,,,,,,,,,,,,4.6120,3.75,
2008,Own,Sumac,D,Pinot Noir,0.19,,,,,,,,,,,,,1.2240,6.44,
2008,Own,Whitetail,A,Semillon,10.99,,11-May-08,23-Jun-08,23-Aug-08,20.0,0.2575,1.98,20.9,3.45,6.49,1358.8,1-Oct-08,59.2490,5.39,
2008,Own,Whitetail,B,Semillon,8.14,,14-May-08,23-Jun-08,23-Aug-08,19.6,0.2703,2.16,20.0,3.40,6.90,1314.8,24-Sep-08,48.2930,5.93,
2008,Own,Whitetail,C,Chardonnay,14.21,,6-May-08,20-Jun-08,28-Aug-08,20.4,0.1709,1.33,23.5,3.20,8.26,1425.0,22-Oct-08,67.4380,4.75,
2008,Own,Whitetail,D,Sauvignon Blanc,18.03,,16-May-08,23-Jun-08,25-Aug-08,19.8,0.1929,1.83,20.8,3.25,12.00,1306.3,22-Sep-08,68.9420,3.82,
2008,Own,Whitetail,E,Sauvignon Blanc,16.62,,13-May-08,23-Jun-08,25-Aug-08,19.3,0.1892,1.78,21.3,3.22,11.55,1310.4,23-Sep-08,78.4490,4.72,
2008,Own,Whitetail,F,Cabernet Sauvignon,12.58,,12-May-08,19-Jun-08,15-Aug-08,22.7,0.1399,1.29,23.2,3.13,10.10,1442.3,3-Nov-08,31.4880,2.50,
2006,Own,Bullpine,U,Merlot,11.10,,21-Apr-06,10-Jun-06,16-Aug-06,19.5,0.1560,1.51,26.5,3.27,6.90,1548.1,7-Oct-06,43.3060,3.90,
2008,Own,Whitetail,H,Pinotage,0.85,,10-May-08,20-Jun-08,14-Aug-08,20.8,0.1572,1.42,24.2,3.22,9.45,1428.6,23-Oct-08,4.6500,5.47,
2008,Own,Whitetail,I,Gewurztraminer,12.32,,5-May-08,19-Jun-08,16-Aug-08,46.7,0.1466,1.37,22.6,3.50,6.00,1337.4,28-Sep-08,65.3060,5.30,
2008,Own,Whitetail,J,Riesling,7.71,,16-May-08,23-Jun-08,31-Aug-08,20.6,0.1259,1.24,21.3,2.72,14.10,1422.4,21-Oct-08,23.8050,3.09,
2008,Own,Whitetail,K,Gewurztraminer,15.69,,5-May-08,19-Jun-08,20-Aug-08,42.1,0.1452,1.37,21.2,3.36,7.53,1401.4,14-Oct-08,86.6360,5.52,
2008,Own,Whitetail,L_Bottom,Riesling,8.71,,16-May-08,30-Jun-08,30-Aug-08,18.4,0.1319,1.20,22.0,2.78,13.95,1430.3,24-Oct-08,27.1026,3.11,
2008,Own,Whitetail,L_Top,Riesling,4.06,,16-May-08,30-Jun-08,30-Aug-08,18.4,0.1319,1.20,22.0,2.78,13.95,1430.3,24-Oct-08,12.6334,3.11,
2008,Own,Whitetail,M,Riesling,6.60,,16-May-08,23-Jun-08,31-Aug-08,14.7,0.1185,1.29,20.5,2.77,14.40,1422.4,21-Oct-08,20.1680,3.06,
2008,Own,Whitetail,N,Pinot Blanc,9.57,,15-May-08,22-Jun-08,27-Aug-08,17.5,0.1897,1.40,22.0,3.09,10.48,1428.6,23-Oct-08,32.6450,3.41,
2008,Own,Whitetail,O,Sauvignon Blanc,9.57,,14-May-08,21-Jun-08,24-Aug-08,17.6,0.1722,1.08,22.1,3.09,12.34,1388.0,8-Oct-08,31.9250,3.34,
2008,Own,Whitetail,OIB_North,Sauvignon Blanc,18.05,,,,,,,,,,,,,,,
2008,Own,Whitetail,OIB_South,Sauvignon Blanc,11.52,,,,,,,,,,,,,,,
2008,Own,Whitetail,P,Pinot Gris,4.32,,14-May-08,19-Jun-08,16-Aug-08,26.1,0.1475,1.39,23.8,3.14,9.68,1409.7,17-Oct-08,21.0170,4.87,
2009,Own,Bearcub,A,Shiraz,14.09,1,29-Apr-09,11-Jun-09,10-Aug-09,17.3,0.1513,1.41,26.6,3.49,5.16,1468.2,15-Oct-09,35.1560,2.50,
2009,Own,Bearcub,B,Cabernet Sauvignon,11.72,1,6-May-09,10-Jun-09,22-Aug-09,17.3,0.1194,1.40,22.8,3.08,7.86,1468.2,11-Oct-09,22.4620,1.92,
2009,Own,Bearcub,C,Cabernet Sauvignon,9.95,1,5-May-09,10-Jun-09,17-Aug-09,16.8,0.0993,1.02,25.0,3.10,7.75,1468.2,11-Oct-09,19.0590,1.92,
2009,Own,Bearcub,D,Cabernet Sauvignon,10.95,2,4-May-09,10-Jun-09,17-Aug-09,16.3,0.1574,1.33,22.8,3.10,8.70,1469.3,16-Oct-09,36.0290,3.29,
2009,Own,Bearcub,E,Cabernet Sauvignon,10.92,2,10-May-09,11-Jun-09,17-Aug-09,15.3,0.1406,1.37,22.9,3.18,7.63,1469.3,16-Oct-09,23.0310,2.11,
2009,Own,Bearcub,F,Chardonnay,10.36,1,3-May-09,8-Jun-09,11-Aug-09,26.8,0.1632,1.49,22.5,3.24,7.76,1414.2,21-Sep-09,39.8210,3.84,
2006,Own,Bullpine,Z1,Merlot,3.34,,25-Apr-06,12-Jun-06,14-Aug-06,29.7,0.1065,1.63,26.8,3.35,6.30,1551.9,7-Oct-06,11.4840,3.44,
2006,Grower,Chris Scott,,Merlot,,,,,,,,,,,,,,10.11,,
2009,Own,Bearcub,I,Cabernet Franc,10.56,1,3-May-09,10-Jun-09,23-Aug-09,14.9,0.2043,1.56,24.4,3.29,7.08,1468.2,12-Oct-09,48.9170,4.63,
2009,Own,Bearcub,J,Chardonnay,10.25,3,2-May-09,8-Jun-09,5-Aug-09,32.8,0.1761,1.64,22.3,3.22,8.87,1378.6,16-Sep-09,48.9990,4.78,
2009,Own,Bearcub,K,Zinfandel,5.11,1,5-May-09,10-Jun-09,13-Aug-09,9.5,0.2725,2.21,25.2,3.26,7.64,1453.1,26-Sep-09,16.5950,3.25,
2009,Own,Bearcub,K2,Zinfandel,5.16,,,,,,,,,,,,,,,
2009,Own,Bearcub,L,Pinot Noir,8.19,1,4-May-09,10-Jun-09,8-Aug-09,17.6,0.1608,1.16,23.5,3.25,7.20,1467.4,4-Oct-09,27.7670,3.39,
2009,Own,Bearcub,L2,Sangiovese,0.66,,,,,,0.2999,,23.5,3.13,8.27,1464.7,1-Oct-09,2.2940,3.48,
2009,Own,Bearcub,L3,Grenache,0.18,,,,,,0.3415,,24.1,3.23,6.71,1464.7,1-Oct-09,0.1560,0.87,
2009,Own,Bearcub,M,Sauvignon Blanc,6.68,3,2-May-09,12-Jun-09,5-Aug-09,24.0,0.1649,1.67,21.7,3.22,7.93,1404.5,19-Sep-09,37.1190,5.56,
2009,Own,Bearcub,N,Sauvignon Blanc,6.29,3,2-May-09,12-Jun-09,5-Aug-09,25.0,0.1822,1.73,22.7,3.07,10.86,1397.3,18-Sep-09,37.7360,6.00,
2009,Own,Bearcub,O,Chardonnay,5.16,3,2-May-09,7-Jun-09,7-Aug-09,53.9,0.1605,1.60,22.1,3.19,8.87,1426.5,23-Sep-09,37.9110,5.74,
2009,Own,Bearcub,P,Pinot Noir,4.15,2,4-May-09,9-Jun-09,7-Aug-09,14.5,0.1847,1.22,24.6,3.34,6.97,1462.7,29-Sep-09,13.3070,3.21,
2009,Own,Bearcub,Q,Cabernet Sauvignon,9.05,1,6-May-09,11-Jun-09,17-Aug-09,18.1,0.1353,1.16,23.4,3.15,7.55,1468.2,11-Oct-09,24.1040,2.66,
2009,Own,Bearcub,R,Sauvignon Blanc,5.59,3,2-May-09,12-Jun-09,7-Aug-09,61.3,0.1871,1.98,19.8,3.04,12.78,1322.5,10-Sep-09,40.1290,7.18,
2006,Grower,Gurcharn Brar,,Merlot,,,,,,,,,,,,,,23.23,,
2009,Own,BSV,4D,Chardonnay,2.41,2,10-May-09,,,17.8,0.1654,1.48,24.7,3.30,8.52,,22-Sep-09,8.6000,3.57,
2009,Own,BSV,4E,Chardonnay,1.65,2,10-May-09,,,14.4,0.1744,,23.8,3.21,9.31,,17-Sep-09,4.6300,2.81,
2009,Own,BSV,4F,Semillon,0.24,2,10-May-09,,,16.1,0.2391,1.48,22.2,3.24,7.33,,20-Sep-09,3.0700,12.79,
2009,Own,BSV,4G,Cabernet Franc,1.47,2,13-May-09,,,6.5,0.1749,1.28,24.0,3.31,6.60,,8-Oct-09,4.4700,3.04,
2009,Own,BSV,4H,Cabernet Franc,4.69,2,13-May-09,,,8.9,0.1804,1.29,22.8,3.34,6.21,,9-Oct-09,13.1900,2.81,
2006,Grower,Inkameep,,Merlot,,,,,,,,,,,,,,55.59,,
2009,Own,BSV,5B,Chardonnay,2.52,2,10-May-09,,,17.8,0.1654,1.48,24.7,3.30,8.52,,22-Sep-09,8.6000,3.41,
2009,Own,BSV,5C,Chardonnay,1.44,2,10-May-09,,,14.4,0.1744,,23.8,3.21,9.31,,17-Sep-09,4.6300,3.22,
2009,Own,BSV,5D,Semillon,0.30,2,10-May-09,,,16.1,0.2391,1.48,22.2,3.24,7.33,,20-Sep-09,3.0700,10.23,
2009,Own,BSV,5E,Cabernet Franc,1.63,2,13-May-09,,,6.5,0.1749,1.28,24.0,3.31,6.60,,8-Oct-09,4.4700,2.74,
2009,Own,BSV,5F,Cabernet Franc,6.21,2,13-May-09,,,8.9,0.1804,1.29,22.8,3.34,6.21,,9-Oct-09,13.1900,2.12,
2009,Own,BSV,5G,Muscat,0.38,2,,,,12.7,,,,,,,17-Sep-09,0.3700,0.97,
2006,Own,Jentsch,A,Merlot,7.41,,25-Apr-06,8-Jun-06,12-Aug-06,17.0,0.1819,1.56,26.0,3.33,6.60,,17-Oct-06,37.6000,5.07,
2009,Own,BSV,6A,Malbec,1.16,2,,,,9.8,0.2050,1.42,23.5,3.37,6.74,,24-Oct-09,2.0100,1.73,
2009,Own,BSV,6B,Petit Verdot,1.15,2,,,,5.2,0.1374,1.04,23.7,3.19,9.60,,24-Oct-09,1.3500,1.17,
2009,Own,BSV,6C,Semillon,0.94,2,10-May-09,,,16.1,0.2391,1.48,22.2,3.24,7.33,,20-Sep-09,3.0700,3.27,
2006,Own,McIntyre,N,Merlot,23.75,,2-May-06,11-Jun-06,7-Aug-06,18.1,0.1776,1.85,24.1,3.49,6.78,1336.0,24-Oct-06,108.9450,4.59,
2009,Own,BSV,6E,Sauvignon Blanc,3.41,2,,,,21.0,0.1496,1.41,24.9,3.16,8.74,,20-Sep-09,9.5300,2.79,
2009,Own,BSV,6F,Gewurztraminer,2.91,2,,,,12.8,0.1782,1.54,22.4,3.39,6.35,,17-Sep-09,3.6500,1.25,
2009,Own,BSV,6G,Sauvignon Blanc,0.48,2,,,,21.0,0.1496,1.41,24.9,3.16,8.74,,20-Sep-09,9.5300,19.85,
2009,Own,BSV,6H,Morio Muscat,1.11,2,,,,17.1,0.1279,1.51,22.0,3.21,9.75,,17-Sep-09,2.1900,1.97,
2009,Own,BSV,7A,Petit Verdot,0.01,2,,,,5.2,0.1374,1.04,23.7,3.19,9.60,,24-Oct-09,1.3500,135.00,
2009,Own,BSV,7B,Semillon,0.25,2,10-May-09,,,16.1,0.2391,1.48,22.2,3.24,7.33,,20-Sep-09,3.0700,12.28,
2006,Own,Nk_Mip,1,Merlot,1.54,,,,,,,,,,,,,,,
2009,Own,BSV,7D,Sauvignon Blanc,0.96,2,,,,21.0,0.1496,1.41,24.9,3.16,8.74,,20-Sep-09,9.5300,9.93,
2009,Own,BSV2,1,Shiraz,14.23,1,11-May-09,,,9.5,0.1468,1.62,24.4,3.54,4.83,1623.5,9-Oct-09,13.9440,0.98,
2006,Own,Nk_Mip,2,Merlot,1.06,,,,,,,,,,,,,,,
2009,Own,BSV2,3,Shiraz,2.67,1,11-May-09,,,7.3,0.1519,1.63,25.6,3.69,4.55,1623.5,9-Oct-09,6.2500,2.34,
2009,Own,BSV2,4,Cabernet Sauvignon,11.47,1,15-May-09,,,10.7,0.1550,1.21,24.8,3.51,6.25,1622.5,9-Oct-09,17.8040,1.55,
2006,Own,Nk_Mip,A,Merlot,4.70,,22-Apr-06,7-Jun-06,16-Aug-06,14.2,0.2031,1.23,27.4,3.31,6.75,,29-Sep-06,18.1630,3.86,
2006,Own,Nk_Mip,E,Merlot,0.09,,,,,,,,,,,,,,,
2006,Own,Nk_Mip,G,Merlot,3.07,,,,,,,,,,,,,,,
2006,Own,Plut,,Merlot,,,,,,,,,,,,,,15.65,,
2006,Grower,Sidhu,,Merlot,,,,,,,,,,,,,,63.90,,
2009,Own,Bullpine,E,Shiraz,6.34,1,4-May-09,11-Jun-09,11-Aug-09,9.9,0.2501,1.79,21.7,3.37,7.80,1557.4,22-Oct-09,15.8430,2.50,
2006,Grower,Tin Horn Creek,,Merlot,,,,,,,,,,,,,,7.50,,
2006,Own,Whitetail,G,Merlot,14.16,,29-Apr-06,11-Jun-06,5-Aug-06,18.8,0.1703,,25.4,3.53,6.90,1269.4,26-Oct-06,47.9910,3.39,
2009,Own,Bullpine,H,Shiraz,11.25,1,3-May-09,11-Jun-09,11-Aug-09,10.5,0.2481,1.67,24.0,3.47,7.21,1576.8,19-Oct-09,37.0250,3.29,
2009,Own,Bullpine,I,Viognier,7.70,1,6-May-09,13-Jun-09,16-Aug-09,19.1,0.2228,1.41,26.3,3.39,6.26,1569.5,14-Oct-09,27.7070,3.60,
2009,Own,Bullpine,J,Chardonnay,8.40,3,3-May-09,8-Jun-09,7-Aug-09,31.1,0.1447,1.54,22.8,3.24,8.47,1551.4,26-Sep-09,34.1580,4.07,
2006,Grower,"Wyse 0803220
 (nee Sukdev Gill)",,Merlot,null,,,,,,,,,,,,,39.29,,
2009,Own,Bullpine,L,Shiraz,9.39,1,3-May-09,12-Jun-09,10-Aug-09,11.0,0.2706,1.90,21.9,3.38,7.70,1570.7,,24.0800,2.56,
2009,Own,Bullpine,M,Chardonnay,8.51,3,3-May-09,8-Jun-09,8-Aug-09,26.7,0.1134,1.43,21.9,3.17,9.53,1558.5,28-Sep-09,26.1720,3.08,
2009,Own,Bullpine,N,Pinot Noir,4.42,2,4-May-09,9-Jun-09,6-Aug-09,22.5,0.1351,1.36,23.5,3.31,6.29,1564.2,30-Sep-09,16.6930,3.78,
2007,Own,Bearcub,G,Merlot,12.58,,8-May-07,11-Jun-07,17-Aug-07,14.7,0.1659,1.31,26.4,3.43,5.93,1434.8,9-Oct-07,37.8460,3.01,
2009,Own,Bullpine,P,Cabernet Sauvignon,10.47,1,5-May-09,11-Jun-09,17-Aug-09,22.9,0.1594,1.15,23.4,3.06,9.69,1569.5,13-Oct-09,32.4090,3.10,
2009,Own,Bullpine,R,Chardonnay,12.87,3,3-May-09,8-Jun-09,7-Aug-09,25.9,0.1358,1.39,22.7,3.30,9.09,1561.9,29-Sep-09,53.0430,4.12,
2009,Own,Bullpine,S,Cabernet Sauvignon,6.99,2,6-May-09,11-Jun-09,15-Aug-09,22.6,0.1286,1.11,24.9,3.28,6.85,1569.5,12-Oct-09,16.2440,2.32,
2009,Own,Bullpine,T,Cabernet Sauvignon,12.03,1,5-May-09,9-Jun-09,14-Aug-09,25.4,0.1306,1.19,25.1,3.25,7.75,1569.5,13-Oct-09,36.9690,3.07,
2007,Own,Bearcub,H,Merlot,12.88,,10-May-07,17-Jun-07,18-Aug-07,20.0,0.1848,1.29,26.6,3.39,6.60,1439.1,16-Oct-07,37.5000,2.91,
2009,Own,Bullpine,V,Cabernet Sauvignon,8.81,2,6-May-09,11-Jun-09,15-Aug-09,26.1,0.1231,1.12,24.5,3.31,6.48,1569.5,12-Oct-09,15.6340,1.77,
2009,Own,Bullpine,W,Cabernet Sauvignon,10.42,1,5-May-09,9-Jun-09,14-Aug-09,22.1,0.1430,1.29,25.0,3.34,5.81,1569.5,11-Oct-09,31.7810,3.05,
2009,Own,Bullpine,X,Pinot Noir,12.42,1,4-May-09,9-Jun-09,8-Aug-09,23.1,0.1470,1.26,23.4,3.47,6.59,1569.5,5-Oct-09,39.6660,3.19,
2009,Own,Bullpine,Y,Sauvignon Blanc,12.49,3,5-May-09,10-Jun-09,5-Aug-09,29.9,0.1452,1.56,21.4,3.02,11.47,1338.7,1-Sep-09,52.5230,4.21,
2007,Own,BSV,4C,Merlot,5.12,,,,,,,,,,,,,32.7873,6.40,
2009,Own,Bullpine,Z2,Shiraz,5.84,2,,,,,,,,,,,,,,
