VYears,Source,Vineyard,Block,Variety,Acres,Tier,Budbreak,Bloom,Veraison,BunchesPerVine,BunchWt(kg),BerryMass(g),Brix,pH,TA,GDDtoHarvest,HarvestDate,Yield (Tonnes),ActualT/A,
2009,Own,HMV,A1,Ehrenfelser,3.60,3,4-May-09,15-Jun-09,20-Aug-09,29.1,0.1050,0.86,22.6,3.12,6.47,1321.1,15-Oct-09,4.3689,1.21,
2009,Own,HMV,A2,Ehrenfelser,2.06,3,4-May-09,15-Jun-09,20-Aug-09,25.8,0.1045,0.97,23.1,3.09,6.74,1321.1,15-Oct-09,1.4661,0.71,
2009,Own,HMV,B,Pinot Blanc,1.13,2,4-May-09,15-Jun-09,20-Aug-09,20.2,0.1867,1.64,20.5,3.20,7.90,1321.1,30-Sep-09,3.7490,3.32,
2009,Own,HMV,C,Pinot Blanc,1.79,2,6-May-09,15-Jun-09,23-Aug-09,22.5,0.2112,1.44,19.7,3.14,8.00,1321.1,29-Sep-09,4.4370,2.48,
2009,Own,HMV,D,Ehrenfelser,2.08,3,4-May-09,15-Jun-09,20-Aug-09,28.1,0.1073,0.93,,,,1321.1,7-Dec-09,8.5000,4.09,
2009,Own,HMV,E,Pinot Blanc,1.49,2,6-May-09,15-Jun-09,20-Aug-09,24.3,0.1994,1.59,18.6,3.14,9.20,1321.1,30-Sep-09,7.6520,5.14,
2009,Own,HMV,F1,Chardonnay,0.67,2,3-May-09,12-Jun-09,20-Aug-09,13.9,0.1504,1.28,22.1,3.22,7.40,1321.1,2-Oct-09,8.1220,12.12,
2009,Own,HMV,F2,Chardonnay,2.75,2,3-May-09,12-Jun-09,20-Aug-09,18.1,0.1382,1.42,23.1,3.30,6.29,1321.1,2-Oct-09,12.2740,4.46,
2009,Own,HMV,G1,Gewurztraminer,0.94,2,3-May-09,15-Jun-09,20-Aug-09,12.3,0.1490,1.47,21.7,3.27,7.40,1321.1,7-Oct-09,4.6750,4.97,
2009,Own,HMV,G2,Gewurztraminer,3.24,3,3-May-09,15-Jun-09,20-Aug-09,29.5,0.1712,1.38,21.8,3.29,7.40,1321.1,7-Oct-09,16.1140,4.97,
2009,Own,HMV,H,Chardonnay,3.68,1,6-May-09,12-Jun-09,14-Aug-09,17.5,0.1598,1.43,22.7,3.35,7.30,1321.1,2-Oct-09,5.2040,1.41,
2009,Own,HMV,I,Chardonnay,1.75,1,3-May-09,12-Jun-09,14-Aug-09,12.4,0.1806,1.35,21.4,3.33,7.06,1321.1,6-Oct-09,14.8550,8.49,
2009,Own,HMV,J1,Chardonnay,3.15,1,3-May-09,12-Jun-09,14-Aug-09,13.1,0.1907,1.52,23.8,3.29,6.29,1321.1,11-Oct-09,4.8170,1.53,
2009,Own,HMV,J2,Chardonnay,3.22,1,3-May-09,12-Jun-09,14-Aug-09,14.7,0.1968,1.52,23.6,3.24,6.72,1321.1,11-Oct-09,4.9240,1.53,
2009,Own,HMV,K,Gewurztraminer,0.62,2,8-May-09,17-Jun-09,17-Aug-09,17.0,0.1767,1.47,22.9,3.60,5.64,1321.1,15-Oct-09,0.7711,1.24,
2009,Own,HMV,L,Gewurztraminer,0.52,2,8-May-09,17-Jun-09,23-Aug-09,15.3,0.1742,1.34,21.6,3.28,7.33,1321.1,15-Oct-09,0.7711,1.48,
2009,Own,HMV,M,Gewurztraminer,7.95,2,8-May-09,17-Jun-09,23-Aug-09,15.3,0.1559,1.09,22.0,3.29,5.71,1321.1,15-Oct-09,16.1790,2.04,
2009,Own,HMV,N1,Gamay Noir,1.11,3,11-May-09,17-Jun-09,17-Aug-09,18.1,0.1687,1.24,22.0,3.00,9.53,1321.1,15-Oct-09,3.8597,3.48,
2009,Own,HMV,N2,Gamay Noir,1.52,3,11-May-09,17-Jun-09,17-Aug-09,18.4,0.2028,1.38,21.8,3.06,9.84,1321.1,15-Oct-09,5.2853,3.48,
2009,Own,HMV,O1,Pinot Noir,1.53,1,11-May-09,17-Jun-09,17-Aug-09,10.9,0.1834,1.16,23.9,3.41,7.34,1321.1,2-Oct-09,9.1210,5.96,
2009,Own,HMV,O2,Pinot Noir,3.14,1,11-May-09,17-Jun-09,17-Aug-09,15.6,0.1822,1.16,22.8,3.46,7.53,1321.1,2-Oct-09,0.4570,0.15,
2009,Own,HMV,P1,Gewurztraminer,2.74,2,4-May-09,17-Jun-09,18-Aug-09,17.0,0.1653,1.15,23.1,3.51,4.46,1321.1,15-Oct-09,11.5100,4.20,
2009,Own,HMV,P2,Gewurztraminer,10.84,2,4-May-09,17-Jun-09,18-Aug-09,19.7,0.1691,1.15,23.3,3.49,4.54,1321.7,18-Oct-09,26.8310,2.48,
2009,Own,HMV,Q,Gewurztraminer,4.43,2,4-May-09,16-Jun-09,20-Aug-09,18.8,0.2167,1.41,21.4,3.35,7.90,1321.1,6-Oct-09,30.6100,6.91,
2009,Own,HMV,R,Pinot Blanc,10.11,2,11-May-09,23-Jun-09,20-Aug-09,18.8,0.1934,1.50,20.5,3.10,9.43,1321.1,4-Oct-09,47.9960,4.75,
2009,Own,HMV,S,Gewurztraminer,11.46,2,6-May-09,17-Jun-09,20-Aug-09,20.6,0.1870,1.26,21.1,3.25,5.93,1321.1,15-Oct-09,46.6640,4.07,
2009,Own,HMV,T,Gewurztraminer,10.29,2,6-May-09,17-Jun-09,20-Aug-09,14.7,0.2018,1.31,22.4,3.41,5.63,1321.1,8-Oct-09,27.7350,2.70,
2007,Own,BSV,5A,Merlot,3.59,,,,,,,,,,,,,24.4624,6.81,
2009,Own,Jentsch,B,Pinot Noir,3.27,1,13-May-09,,,12.6,0.1355,1.52,21.3,3.11,10.40,,12-Sep-09,9.8500,3.01,
2009,Own,Jentsch,C,Pinot Gris,3.28,1,13-May-09,,,13.2,0.1554,1.56,21.7,3.29,7.74,,21-Sep-09,11.0770,3.38,
2009,Own,Jentsch,D,Gewurztraminer,4.61,3,13-May-09,,,27.9,0.1752,1.56,22.3,3.39,6.49,,17-Sep-09,16.6780,3.62,
2009,Own,JTV,All,Riesling,3.39,,,,,,,,,,,,,,,
2009,Own,McIntyre,A,Riesling,6.44,3,9-May-09,13-Jun-09,,29.7,0.1459,1.28,21.0,2.84,9.98,1406.0,22-Oct-09,33.1480,5.15,
2009,Own,McIntyre,B,Riesling,6.35,3,9-May-09,13-Jun-09,,38.0,0.1420,1.25,21.4,2.77,9.70,1406.0,19-Oct-09,30.0780,4.74,
2009,Own,McIntyre,C,Riesling,3.84,3,10-May-09,15-Jun-09,,34.1,0.1584,1.33,21.1,2.83,10.02,1406.0,24-Oct-09,14.8320,3.86,
2009,Own,McIntyre,D,Chenin Blanc,6.24,1,7-May-09,14-Jun-09,,19.8,0.2609,1.76,23.5,3.10,9.02,1406.0,19-Oct-09,35.5080,5.69,
2009,Own,McIntyre,E,Sauvignon Blanc,14.83,3,11-May-09,15-Jun-09,,24.1,0.1723,1.60,22.5,3.04,9.68,1337.8,17-Sep-09,64.0380,4.32,
2009,Own,McIntyre,F,Sauvignon Blanc,15.99,2,11-May-09,15-Jun-09,,25.8,0.1759,1.61,21.7,2.91,12.79,1345.5,18-Sep-09,69.9380,4.37,
2009,Own,McIntyre,G,Gewurztraminer,9.16,3,2-May-09,12-Jun-09,11-Aug-08,34.0,0.1585,1.56,21.9,3.32,6.39,1398.7,2-Oct-09,44.1330,4.82,
2009,Own,McIntyre,H,Pinot Gris,4.37,1,4-May-09,14-Jun-09,15-Aug-09,21.3,0.1721,1.43,23.3,3.25,7.38,1378.4,24-Sep-09,19.0330,4.36,
2009,Own,McIntyre,I,Pinot Blanc,4.53,1,4-May-09,14-Jun-09,,18.2,0.2105,1.13,22.6,3.19,8.12,1370.0,23-Sep-09,17.4280,3.85,
2009,Own,McIntyre,J,Chardonnay,34.52,2,2-May-09,11-Jun-09,,30.5,0.1725,1.47,22.7,3.28,7.90,1356.7,20-Sep-09,162.6580,4.71,
2009,Own,McIntyre,K,Petit Verdot,1.88,1,8-May-08,14-Jun-09,24-Aug-08,29.1,0.1629,1.17,24.3,3.06,11.45,1406.0,20-Oct-09,5.0670,2.70,
2009,Own,McIntyre,L,Malbec,2.11,1,15-May-09,18-Jun-08,23-Aug-09,11.8,0.1992,1.71,24.9,3.38,6.31,1406.0,20-Oct-09,2.5030,1.19,
2009,Own,McIntyre,M,Cabernet Franc,8.43,2,12-May-08,13-Jun-09,25-Aug-09,26.7,0.1904,1.41,24.2,3.28,7.02,1400.2,15-Oct-09,19.6640,2.33,
2007,Own,BSV,5H,Merlot,4.69,,,,,,,,,,,,,30.0337,6.40,
2009,Own,McIntyre,O,Pinot Noir,4.14,1,7-May-09,12-Jun-09,10-Aug-09,17.3,0.1470,1.32,24.6,3.20,7.66,1400.0,9-Oct-09,12.9480,3.13,
2009,Own,McIntyre,P,Shiraz,6.48,1,10-May-09,17-Jun-08,16-Aug-09,20.3,0.2121,1.83,22.0,3.27,7.48,1400.0,10-Oct-09,10.4990,1.62,
2009,Own,McIntyre,Q,Cabernet Sauvignon,19.34,2,14-May-09,15-Jun-08,21-Aug-09,24.2,0.1331,1.23,24.0,3.76,5.58,1404.2,18-Oct-09,44.7530,2.31,
2007,Own,BSV,6D,Merlot,3.21,,,,,,,,,,,,,20.5561,6.40,
2007,Own,BSV,7C,Merlot,1.99,,,,,,,,,,,,,12.7435,6.40,
2009,Own,Nk_Mip,3,Shiraz,5.65,1,2-May-09,,,,,,,,,,,,,
2007,Own,BSV2,2,Merlot,6.81,,20-Apr-07,10-Jun-07,10-Aug-07,5.7,0.1144,,26.0,3.60,4.05,1514.1,15-Sep-07,,,
2009,Own,Nk_Mip,B,Cabernet Sauvignon,6.74,1,1-May-09,6-Jun-09,12-Aug-09,15.1,0.1561,1.11,25.9,3.22,6.51,,24-Oct-09,21.2160,3.15,
2009,Own,Nk_Mip,C,Shiraz,3.27,1,7-May-09,12-Jun-09,7-Aug-09,5.9,0.1627,1.42,26.3,3.64,4.98,,28-Oct-09,0.9670,0.30,
2009,Own,Nk_Mip,D,Cabernet Franc,1.65,1,28-Apr-09,4-Jun-09,20-Aug-09,17.8,0.1900,1.26,26.0,3.51,4.31,,24-Oct-09,8.0490,4.88,
2007,Own,BSV2,5,Merlot,6.14,,24-Apr-07,12-Jun-07,10-Aug-07,5.7,0.1009,,25.9,3.69,3.90,1514.1,15-Sep-07,,,
2009,Own,Nk_Mip,F,Shiraz,0.14,,,,,,,,,,,,,,,
2007,Own,Bullpine,A,Merlot,7.37,,23-Apr-07,11-Jun-07,11-Aug-07,23.4,0.1479,1.21,27.0,3.35,6.30,1563.1,3-Oct-07,22.9160,3.11,
2009,Own,Sumac,A,Gewurztraminer,0.79,,,,,,,,,,,,,,,
2009,Own,Sumac,B,Gewurztraminer,0.59,,,,,,,,,,,,,,,
2009,Own,Sumac,C,Riesling,1.23,,,,,,,,,,,,,,,
2009,Own,Sumac,D,Pinot noir,0.19,,,,,,,,,,,,,,,
2009,Own,Thomas,1,Viognier,1.42,,23-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,10,Pinot Gris,1.48,,30-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,11,Chardonnay,3.01,,24-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,12,Pinot Gris,5.93,2,29-Apr-09,,12-Aug-09,,0.2038,1.32,22.0,3.26,6.96,1355.1,16-Sep-09,5.8670,0.99,
2009,Own,Thomas,13,Pinot Gris,4.66,2,30-Apr-09,,13-Aug-09,,0.2076,1.18,21.1,3.21,7.87,1355.1,16-Sep-09,0.7400,0.16,
2009,Own,Thomas,14,Chardonnay,1.33,,24-Apr-09,,,,0.1365,1.51,,,,,,,,
2009,Own,Thomas,15,Chardonnay,4.03,2,28-Apr-09,,9-Aug-09,,0.1491,1.59,22.8,3.27,7.59,1344.6,15-Sep-09,2.4070,0.60,
2009,Own,Thomas,16,Chardonnay,3.78,2,29-Apr-09,,10-Aug-09,,,,22.6,3.29,7.23,1344.6,15-Sep-09,3.2470,0.86,
2009,Own,Thomas,17,Chardonnay,1.29,,24-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,18,Chardonnay,2.20,,23-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,19,Viognier,1.94,,28-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,2,Viognier,4.17,2,29-Apr-09,,15-Aug-09,,0.2310,1.26,23.0,3.07,8.78,1392.7,21-Sep-09,1.2770,0.31,
2009,Own,Thomas,20,Viognier,0.99,2,29-Apr-09,,16-Aug-09,,0.2729,1.27,22.7,3.09,9.64,1392.7,21-Sep-09,0.9700,0.98,
2009,Own,Thomas,21,Pinot Gris,2.75,2,1-May-09,,11-Aug-09,,0.1716,1.19,22.5,3.22,6.97,1355.1,16-Sep-09,1.9220,0.70,
2009,Own,Thomas,22,Pinot Gris,2.14,2,1-May-09,,10-Aug-09,,0.1836,1.19,22.7,3.20,6.94,1355.1,16-Sep-09,0.7950,0.37,
2009,Own,Thomas,3,Chardonnay,2.19,,24-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,4,Chardonnay,2.23,,25-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,5,Pinot Gris,1.49,,28-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,6,Pinot Gris,1.98,,30-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,7,Chardonnay,2.93,,23-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,8,Chardonnay,1.72,,23-Apr-09,,,,,,,,,,,,,
2009,Own,Thomas,9,Pinot Gris,2.03,,29-Apr-09,,,,,,,,,,,,,
2009,Own,Whitetail,A,Semillon,10.99,1,,16-Jun-09,12-Aug-09,14.7,0.2179,1.83,21.5,3.41,5.56,1403.9,1-Oct-09,6.8660,0.62,
2009,Own,Whitetail,B,Semillon,8.14,3,,16-Jun-09,12-Aug-09,15.7,0.2445,1.88,20.4,3.32,6.18,1403.9,30-Sep-09,11.0790,1.36,
2009,Own,Whitetail,C,Chardonnay,14.21,1,5-May-09,8-Jun-09,5-Aug-09,16.9,0.1690,1.54,23.2,3.24,8.35,1403.9,3-Oct-09,66.9570,4.71,
2009,Own,Whitetail,D,Sauvignon Blanc,18.03,1,11-May-09,12-Jun-09,12-Aug-09,15.7,0.1833,1.72,20.3,2.99,12.17,1368.3,22-Sep-09,70.1440,3.89,
2009,Own,Whitetail,E,Sauvignon Blanc,16.62,1,12-May-09,12-Jun-09,12-Aug-09,15.3,0.1772,1.42,22.0,3.01,11.20,1362.7,21-Sep-09,53.7870,3.24,
2009,Own,Whitetail,F,Cabernet Sauvignon,12.58,2,12-May-09,10-Jun-09,11-Aug-09,14.5,0.1650,,23.2,3.16,9.45,1403.9,10-Oct-09,38.7350,3.08,
2007,Own,Bullpine,B,Merlot,11.41,,23-Apr-07,8-Jun-07,10-Aug-07,21.7,0.1463,1.27,25.6,3.26,8.10,1517.3,15-Sep-07,32.0000,2.80,
2009,Own,Whitetail,H,Pinotage,0.85,1,10-May-09,16-Jun-09,15-Aug-09,16.7,0.1812,2.08,23.6,3.31,7.49,1403.9,7-Oct-09,4.7960,5.64,
2009,Own,Whitetail,I,Gewurztraminer,12.32,3,1-May-09,10-Jun-09,11-Aug-09,19.8,0.1715,1.54,22.7,3.65,5.81,1403.8,29-Sep-09,61.1130,4.96,
2009,Own,Whitetail,J,Riesling,7.71,1,12-May-09,16-Jun-09,15-Aug-09,,0.1379,1.04,20.5,2.88,10.76,1408.0,20-Oct-09,28.7000,3.72,
2009,Own,Whitetail,K,Gewurztraminer,15.69,3,10-May-09,16-Jun-09,11-Aug-09,,0.1438,1.54,22.8,3.55,5.42,1403.9,30-Sep-09,11.3670,0.72,
2009,Own,Whitetail,L_Bottom,Riesling,8.71,3,10-May-09,14-Jun-09,15-Aug-09,14.6,0.1402,1.36,20.6,2.93,10.09,1408.0,20-Oct-09,52.1600,5.99,
2009,Own,Whitetail,L_Top,Riesling,4.06,3,10-May-09,14-Jun-09,15-Aug-09,14.6,0.1402,1.36,20.6,2.93,10.09,1408.0,20-Oct-09,52.1600,12.85,
2009,Own,Whitetail,M,Riesling,6.60,3,12-May-09,16-Jun-09,15-Aug-09,17.9,0.1340,1.53,,,,1409.8,7-Dec-09,17.3000,2.62,
2009,Own,Whitetail,N,Pinot Blanc,8.96,2,10-May-09,10-Jun-09,11-Aug-09,,0.1872,1.75,21.4,3.16,8.77,1403.9,5-Oct-09,8.6510,0.97,
2009,Own,Whitetail,O,Sauvignon Blanc,9.57,3,13-May-09,16-Jun-09,15-Aug-09,,0.1873,1.79,21.7,3.03,12.22,1399.5,26-Sep-09,9.1540,0.96,
2009,Own,Whitetail,OIB_North,Sauvignon Blanc,18.05,,8-May-09,,,,,,,,,,,,,
2009,Own,Whitetail,OIB_South,Sauvignon Blanc,11.52,,8-May-09,,,,,,,,,,,,,
2009,Own,Whitetail,P,Pinot Gris,4.32,1,4-May-09,10-Jun-09,3-Aug-09,17.0,0.1761,1.40,22.3,3.19,9.68,1374.4,23-Sep-09,17.7110,4.10,
2010,Own,Bearcub,A,Shiraz,14.09,1,22-Apr-10,23-Jun-10,21-Aug-10,21.2,0.2042,1.52,22.1,3.14,10.39,1294.6,29-Oct-10,52.1230,3.70,
2010,Own,Bearcub,B,Cabernet Sauvignon,11.72,2,29-Apr-10,25-Jun-10,26-Aug-10,20.7,0.1412,1.01,22.5,3.10,10.04,1295.2,1-Nov-10,28.2070,2.41,
2010,Own,Bearcub,C,Cabernet Sauvignon,9.95,1,26-Apr-10,19-Jun-10,23-Aug-10,18.0,0.1474,1.23,21.2,2.99,15.14,1294.6,27-Oct-10,30.3100,3.05,
2010,Own,Bearcub,D,Cabernet Sauvignon,10.95,2,28-Apr-10,21-Jun-10,27-Aug-10,23.0,0.1430,0.99,21.8,3.15,13.32,1294.6,19-Oct-10,28.3920,2.59,
2010,Own,Bearcub,E,Cabernet Sauvignon,10.92,2,27-Apr-10,23-Jun-10,27-Aug-10,15.3,0.1576,0.89,21.7,3.15,13.88,1294.6,25-Oct-10,31.4870,2.88,
2010,Own,Bearcub,F,Shiraz,10.36,,31-May-10,,,,,,,,,,,,,
2007,Own,Bullpine,C,Merlot,7.52,,24-Apr-07,10-Jun-07,12-Aug-07,16.8,0.1253,1.32,23.6,3.27,7.20,1524.0,16-Sep-07,20.6070,2.74,
2007,Own,Bullpine,D,Merlot,14.55,,21-Apr-07,8-Jun-07,10-Aug-07,18.9,0.1207,0.86,27.2,3.54,4.65,1563.3,6-Oct-07,31.8720,2.19,
2010,Own,Bearcub,I,Cabernet Franc,10.56,1,23-Apr-10,20-Jun-10,30-Aug-10,17.4,0.1546,1.24,23.4,2.91,11.73,1295.2,3-Nov-10,33.1450,3.14,
2010,Own,Bearcub,J,Chardonnay,10.25,3,23-Apr-10,24-Jun-10,17-Aug-10,29.5,0.1429,1.14,21.0,3.11,13.58,1268.1,4-Oct-10,29.4030,2.87,
2010,Own,Bearcub,K,Zinfandel,5.11,1,28-Apr-10,23-Jun-10,21-Aug-10,13.0,0.2563,1.62,23.6,2.95,13.52,1294.6,20-Oct-10,13.7060,2.68,
2010,Own,Bearcub,K2,Zinfandel,5.16,,20-Apr-10,,,,,,,,,,,,,
2010,Own,Bearcub,L,Pinot Noir,8.19,2,26-Apr-10,18-Jun-10,20-Aug-10,21.4,0.1370,1.16,22.0,3.24,12.37,1270.8,5-Oct-10,24.4500,2.99,
2010,Own,Bearcub,L2,Sangiovese,0.84,2,,,,,0.2207,2.03,22.0,2.99,14.47,1294.6,20-Oct-10,1.2180,1.45,
2010,Own,Bearcub,M,Sauvignon Blanc,6.68,3,28-Apr-10,27-Jun-10,18-Aug-10,21.2,0.1189,1.47,19.6,3.03,13.92,1201.0,24-Sep-10,26.1160,3.91,
2010,Own,Bearcub,N,Sauvignon Blanc,6.29,3,27-Apr-10,27-Jun-10,18-Aug-10,38.5,0.1309,1.36,19.6,2.95,17.19,1194.0,20-Sep-10,30.8920,4.91,
2010,Own,Bearcub,O,Shiraz,6.56,,1-Jun-10,,,,,,,,,,,,,
2010,Own,Bearcub,P,Pinot Noir,4.15,1,22-Apr-10,17-Jun-10,20-Aug-10,23.5,0.1275,1.10,23.2,3.26,11.14,1293.2,13-Oct-10,11.0110,2.65,
2010,Own,Bearcub,Q,Cabernet Sauvignon,9.05,2,30-Apr-10,26-Jun-10,26-Aug-10,23.0,0.1609,1.13,22.5,3.04,11.70,1295.2,1-Nov-10,27.2410,3.01,
2010,Own,Bearcub,R,Sauvignon Blanc,5.59,3,29-Apr-10,27-Jun-10,19-Aug-10,28.1,0.1252,1.48,19.9,2.95,19.86,1197.4,22-Sep-10,27.4120,4.90,
2007,Own,Bullpine,F,Merlot,7.31,,24-Apr-07,10-Jun-07,11-Aug-07,24.4,0.1257,1.24,23.2,3.17,8.40,1492.9,13-Sep-07,26.3130,3.60,
2010,Own,BSV,4D,Chardonnay,2.41,3,26-Apr-10,22-Jun-10,,14.5,0.1563,,21.4,3.03,14.66,,28-Sep-10,10.3650,4.30,
2010,Own,BSV,4E,Chardonnay,1.65,3,26-Apr-10,22-Jun-10,,12.8,0.1591,1.25,22.2,3.15,13.88,,28-Sep-10,6.4140,3.89,
2010,Own,BSV,4F,Semillon,0.24,2,,,,5.6,0.2312,1.53,20.6,3.00,14.57,,28-Sep-10,0.1670,0.70,
2010,Own,BSV,4G,Cabernet Franc,1.47,2,23-Apr-10,23-Jun-10,,5.5,0.1476,0.93,23.6,2.89,13.34,,22-Oct-10,1.0650,0.72,
2010,Own,BSV,4H,Cabernet Franc,4.69,2,23-Apr-10,23-Jun-10,,10.0,0.1325,0.84,24.6,3.04,12.93,,22-Oct-10,3.4210,0.73,
2007,Own,Bullpine,G,Merlot,13.05,,21-Apr-07,8-Jun-07,10-Aug-07,22.8,0.1336,1.30,26.1,3.46,5.40,1569.2,11-Oct-07,38.4410,2.95,
2010,Own,BSV,5B,Chardonnay,2.52,3,26-Apr-10,22-Jun-10,,14.5,0.1563,,21.4,3.03,14.66,,28-Sep-10,10.3650,4.11,
2010,Own,BSV,5C,Chardonnay,1.44,3,26-Apr-10,22-Jun-10,,12.8,0.1591,1.25,22.2,3.15,13.88,,28-Sep-10,6.4140,4.45,
2010,Own,BSV,Fallow,Fallow,30.49,,,,,,,,,,,,,,,
2010,Own,BSV2,1,Shiraz,14.23,1,2-Jun-10,30-Jun-10,,5.6,0.1482,,22.0,3.07,11.86,1406.4,18-Oct-10,6.8960,0.48,
2007,Own,Bullpine,K,Merlot,7.98,,24-Apr-07,8-Jun-07,10-Aug-07,24.0,0.1302,1.39,26.5,3.47,5.40,1562.2,2-Oct-07,20.5350,2.57,
2010,Own,BSV2,3,Shiraz,2.67,1,30-Apr-10,26-Jun-10,,10.5,0.1699,,21.0,3.17,9.68,1406.4,18-Oct-10,4.0220,1.51,
2010,Own,BSV2,4,Cabernet Sauvignon,11.47,1,27-Apr-10,25-Jun-10,,10.9,0.1301,1.00,24.3,2.99,10.39,1406.4,27-Oct-10,12.6270,1.10,
2007,Own,Bullpine,O,Merlot,11.36,,22-Apr-07,10-Jun-07,11-Aug-07,22.3,0.1436,1.03,28.4,3.35,6.30,1544.5,24-Sep-07,38.3410,3.38,
2007,Own,Bullpine,U,Merlot,11.10,,24-Apr-07,8-Jun-07,8-Aug-07,23.0,0.1279,0.96,28.2,3.41,5.25,1557.1,29-Sep-07,36.3470,3.27,
2007,Own,Bullpine,Z1,Merlot,3.34,,25-Apr-07,10-Jun-07,10-Aug-07,24.9,0.1179,1.33,26.4,3.37,6.15,1553.0,26-Sep-07,8.3120,2.49,
2007,Grower,Chobotar,,Merlot,,,,,,,,,,,,,,0.71,,
2007,Grower,Chris Scott,,Merlot,,,,,,,,,,,,,,10.59,,
2010,Own,Bullpine,E,Shiraz,6.34,3,24-Apr-10,25-Jun-10,24-Aug-10,16.7,0.2398,1.66,21.6,3.19,10.86,1365.5,2-Nov-10,23.7990,3.75,
2007,Grower,Gurcharn Brar,,Merlot,,,,,,,,,,,,,,28.71,,
2007,Grower,Inkameep,,Merlot,,,,,,,,,,,,,,42.24,,
2010,Own,Bullpine,H,Shiraz,11.25,3,24-Apr-10,25-Jun-10,24-Aug-10,17.3,0.2461,1.60,21.0,3.15,10.82,1364.9,29-Oct-10,47.5270,4.22,
2010,Own,Bullpine,I,Viognier,7.70,1,26-Apr-10,26-Jun-10,25-Aug-10,23.2,0.1737,1.23,24.1,3.15,9.38,1364.9,25-Oct-10,25.1610,3.27,
2010,Own,Bullpine,J,Chardonnay,8.40,3,20-Apr-10,19-Jun-10,16-Aug-10,26.8,0.1234,1.18,19.4,3.17,12.01,1315.4,1-Oct-10,24.0400,2.86,
2007,Own,Jentsch,A,Merlot,7.41,,8-May-07,10-Jun-07,15-Aug-07,19.7,0.2016,1.46,25.0,3.21,7.35,,5-Oct-07,46.7000,6.30,
2010,Own,Bullpine,L,Shiraz,9.39,3,24-Apr-10,25-Jun-10,24-Aug-10,13.2,0.2390,1.76,21.4,3.13,11.19,1364.9,31-Oct-10,29.8550,3.18,
2010,Own,Bullpine,M,Chardonnay,8.51,3,20-Apr-10,19-Jun-10,18-Aug-10,26.1,0.1308,1.19,19.8,3.10,13.50,1309.7,30-Sep-10,26.0100,3.06,
2010,Own,Bullpine,N,Pinot Noir,4.42,2,23-Apr-10,20-Jun-10,19-Aug-10,26.1,0.1128,1.14,20.2,3.12,12.95,1258.8,21-Sep-10,16.5380,3.74,
2007,Own,McIntyre,N,Merlot,23.75,,30-Apr-07,10-Jun-07,15-Aug-07,20.8,0.1656,1.14,25.3,3.46,6.30,1371.9,17-Oct-07,55.3000,2.33,
2010,Own,Bullpine,P,Cabernet Sauvignon,10.47,2,25-Apr-10,29-Jun-10,28-Aug-10,17.4,0.1384,0.98,22.8,3.00,11.78,1364.9,31-Oct-10,32.2320,3.08,
2010,Own,Bullpine,R,Chardonnay,12.87,3,19-Apr-10,19-Jun-10,17-Aug-10,25.6,0.1511,1.26,19.0,3.18,13.24,1303.5,29-Sep-10,46.3760,3.60,
2010,Own,Bullpine,S,Cabernet Sauvignon,6.99,2,25-Apr-10,24-Jun-10,23-Aug-10,21.5,0.1409,0.93,23.5,3.10,9.17,1364.9,28-Oct-10,24.8490,3.55,
2010,Own,Bullpine,T,Cabernet Sauvignon,12.03,1,23-Apr-10,22-Jun-10,22-Aug-10,21.9,0.1284,1.16,25.1,3.06,9.23,1364.9,28-Oct-10,17.4170,1.45,
2007,Own,Nk_Mip,1,Merlot,1.54,,,,,,,,,,,,,,,
2010,Own,Bullpine,V,Cabernet Sauvignon,8.81,2,25-Apr-10,24-Jun-10,23-Aug-10,20.7,0.1353,0.83,22.9,2.98,9.10,1364.9,27-Oct-10,29.7030,3.37,
2010,Own,Bullpine,W,Cabernet Sauvignon,10.42,2,23-Apr-10,22-Jun-10,22-Aug-10,19.9,0.1427,1.07,24.1,3.08,10.61,1364.9,27-Oct-10,40.5610,3.89,
2010,Own,Bullpine,X,Pinot Noir,12.42,1,22-Apr-10,19-Jun-10,18-Aug-10,26.3,0.1262,1.18,23.7,3.23,10.04,1364.9,15-Oct-10,46.1250,3.71,
2010,Own,Bullpine,Y,Sauvignon Blanc,12.49,3,20-Apr-10,27-Jun-10,20-Aug-10,24.0,0.1137,1.23,20.8,3.03,16.91,1258.8,21-Sep-10,57.4180,4.60,
2007,Own,Nk_Mip,2,Merlot,1.06,,,,,,,,,,,,,,,
2010,Own,Bullpine,Z2,Shiraz,5.84,,,,,,,,,,,,,,,
2007,Own,Nk_Mip,A,Merlot,4.70,,22-Apr-07,8-Jun-07,4-Aug-07,12.8,0.1524,,27.1,3.28,9.98,,19-Sep-07,12.2900,2.61,
2007,Own,Nk_Mip,E,Merlot,0.09,,,,,,,,,,,,,,,
