"","YearPlanted","Variety","acres","Lag.Phase.G.Vine","Pick.Weight.Grams","Year","VineyardCode","Vineyard","Plants","Row.Spacing","Av.Bunch.Weight.Grams","Clust.per.Vine","Spurs.per.Block","Berries.per.Cluster","Row","Av.Berry.Weight.Grams","Av.Berry.Weight.Grams.1","Av.Bunch.Weight.Grams.1","Lag.Estimate.t","Berry.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg.1","X2007.Actual","Percentage","Notes","Veraison.Estimate","X2008.Actual","PhenoEvent","phenologyDate","BlockID","rootstock","clone","OriginalVineyardBlocks","OriginalBlockName","vineyard"
"89",1994,"Merlot",0.91,4100,NA,"2003","QGV","Quails Gate",1515,"2.4 x 1.2","98g",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F1B1",NA,NA,NA,NA,NA
"90",1996,"Chardonnay",1.98,2600,NA,"2003","QGV","Quails Gate",4000,"2.0 x 1.0","82g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-14,"F1B2",NA,NA,NA,NA,NA
"91",1982,"Optima",4.48,4600,NA,"2003","QGV","Quails Gate",4833,"2.7 x 1.3","94g",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-21,"F1B3",NA,NA,NA,NA,NA
"92",1982,"Riesling",5.13,5950,NA,"2003","QGV","Quails Gate",5536,"2.7 x 1.3","102g",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-20,"F1B4",NA,NA,NA,NA,NA
"93",1997,"Pinot Blanc",4.5,2700,NA,"2003","QGV","Quails Gate",6191,"2.1 x 1.4","94g",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F1B5",NA,NA,NA,NA,NA
"94",1997,"Sauvignon Blanc",1.82,5100,NA,"2003","QGV","Quails Gate",2500,"2.1 x 1.4","86g",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F1B6",NA,NA,NA,NA,NA
"95",1975,"Chasselas",2.86,13150,NA,"2003","QGV","Quails Gate",2114,"3.0 x 2.1","76g",238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-22,"F1B7",NA,NA,NA,NA,NA
"96",1987,"Riesling",2.86,7100,NA,"2003","QGV","Quails Gate",3078,"2.7 x 1.3","90g",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-18,"F2B1",NA,NA,NA,NA,NA
"97",1998,"Merlot",3.27,4200,NA,"2003","QGV","Quails Gate",4500,"2.1 x 1.4","88g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F2B2",NA,NA,NA,NA,NA
"98",1975,"Chasselas",2.45,14500,NA,"2003","QGV","Quails Gate",1590,"3.0 x 2.1","80g",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-22,"F2B3",NA,NA,NA,NA,NA
"99",NA,"Vertical",NA,NA,NA,"2003","QGV","Quails Gate",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-22,"",NA,NA,NA,NA,NA
"100",1987,"Chardonnay",1.42,8800,NA,"2003","QGV","Quails Gate",1532,"2.7 x 1.3","132g",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F2B4",NA,NA,NA,NA,NA
"101",1993,"Chardonnay",0.48,8250,NA,"2003","QGV","Quails Gate",800,"2.4 x 1.2","124g",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F2B5",NA,NA,NA,NA,NA
"102",1997,"Chenin Blanc",4.72,2500,NA,"2003","QGV","Quails Gate",6500,"2.1 x 1.4","54g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-21,"F2B6",NA,NA,NA,NA,NA
"103",1998,"Merlot",3.27,5500,NA,"2003","QGV","Quails Gate",4500,"2.1 x 1.4","94g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-19,"F2B7",NA,NA,NA,NA,NA
"104",1998,"Merlot",1.16,4200,NA,"2003","QGV","Quails Gate",1600,"2.1 x 1.4","93g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-19,"F2B8",NA,NA,NA,NA,NA
"105",1998,"Gamay Noir",0.91,4600,NA,"2003","QGV","Quails Gate",1257,"2.1 x 1.4","92g",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-15,"F2B9",NA,NA,NA,NA,NA
"106",19975,"Chenin Blanc",1.93,3500,NA,"2003","QGV","Quails Gate",1373,"3.0 x 2.1","82g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-18,"F3B1",NA,NA,NA,NA,NA
"107",1965,"Foch",1.25,3300,NA,"2003","QGV","Quails Gate",780,"3.1 x 2.1","34g",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-12,"F3B2",NA,NA,NA,NA,NA
"108",1996,"Pinot Noir",2.47,2400,NA,"2003","QGV","Quails Gate",5000,"2.0 x 1.0","86g",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F3B3",NA,NA,NA,NA,NA
"109",1996,"Chardonnay",2.47,3350,NA,"2003","QGV","Quails Gate",5000,"2.0 x 1.0","96g",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-14,"F3B4",NA,NA,NA,NA,NA
"110",1990,"Pinot Noir",0.91,3400,NA,"2003","QGV","Quails Gate",1103,"2.4 x 1.3","82g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F3B5",NA,NA,NA,NA,NA
"111",1987,"Pinot Noir",0.5,5350,NA,"2003","QGV","Quails Gate",600,"2.4 x 1.3","84g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F3B6",NA,NA,NA,NA,NA
"112",1987,"Pinot Noir",0.96,3550,NA,"2003","QGV","Quails Gate",1160,"2.4 x 1.3","98g",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F3B7",NA,NA,NA,NA,NA
"113",1975,"Pinot Noir",0.54,6150,NA,"2003","QGV","Quails Gate",631,"2.4 x 1.3","94g",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F3B8",NA,NA,NA,NA,NA
"114",1982,"Riesling",2.23,3400,NA,"2003","QGV","Quails Gate",2614,"2.4 x 1.3","78g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-19,"F4B1",NA,NA,NA,NA,NA
"115",1975,"Riesling",1.01,4600,NA,"2003","QGV","Quails Gate",711,"3.0 x 2.1","86g",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-19,"F4B2",NA,NA,NA,NA,NA
"116",1990,"Pinot Noir",2.71,5400,NA,"2003","QGV","Quails Gate",3279,"2.4 x 1.3","95g",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F4B3",NA,NA,NA,NA,NA
"117",1965,"Foch",1.6,12500,NA,"2003","QGV","Quails Gate",1339,"3.0 x 2.1","80g",240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-12,"F4B4",NA,NA,NA,NA,NA
"118",1997,"Cab Sauvignon",1.38,2900,NA,"2003","QGV","Quails Gate",1900,"2.0 x 1.4","76g",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-19,"F4B6",NA,NA,NA,NA,NA
"119",1993,"Gamay Noir",0.46,9400,NA,"2003","QGV","Quails Gate",500,"3.0 x 1.2","102g",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F4B7",NA,NA,NA,NA,NA
"120",1993,"Gamay Noir",0.46,4300,NA,"2003","QGV","Quails Gate",500,"3.0 x 1.2","76g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F4B8",NA,NA,NA,NA,NA
"121",1993,"Gamay Noir",2.22,4600,NA,"2003","QGV","Quails Gate",2418,"3.0 x 1.2","84g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-16,"F4B9",NA,NA,NA,NA,NA
"122",1990,"Pinot Noir",1.73,2750,NA,"2003","QGV","Quails Gate",2093,"2.4 x 1.3","82g",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F4B10",NA,NA,NA,NA,NA
"123",1997,"Chardonnay",2.18,2600,NA,"2003","QGV","Quails Gate",3000,"2.0 x 1.4","86g",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-18,"F5B1",NA,NA,NA,NA,NA
"124",1997,"Chardonnay",2.18,3325,NA,"2003","QGV","Quails Gate",3000,"2.0 x 1.4","90g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-18,"F5B2",NA,NA,NA,NA,NA
"125",1997,"Chardonnay",2.18,2850,NA,"2003","QGV","Quails Gate",3000,"2.0 x 1.4","78g",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-18,"F5B3",NA,NA,NA,NA,NA
"126",1997,"Pinot Noir",1.43,1750,NA,"2003","QGV","Quails Gate",2450,"2.0 x 1.1","80g",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F5B5",NA,NA,NA,NA,NA
"127",1997,"Pinot Noir",1.87,2200,NA,"2003","QGV","Quails Gate",3200,"2.0 x 1.1","92g",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-17,"F5B6",NA,NA,NA,NA,NA
"128",1997,"Cab Sauvignon",1.25,3800,NA,"2003","QGV","Quails Gate",1716,"2.0 x 1.4","80g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-20,"F5B7",NA,NA,NA,NA,NA
"129",1994,"Gewurztraminer",0.52,2200,NA,"2003","QGV","Quails Gate",632,"2.4 x 1.3","76g",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-23,"F5B8",NA,NA,NA,NA,NA
"130",1989,"Gewurztraminer",1.26,2700,NA,"2003","QGV","Quails Gate",1526,"2.4 x 1.3","78g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2003-06-23,"F5B9",NA,NA,NA,NA,NA
"131",1994,"Cabernet Franc",0.28,1345,NA,"2004","QGV","Quails Gate",275,"2.4 x 1.2","44.8",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F1B1",NA,NA,NA,NA,NA
"132",1994,"Merlot",0.91,2172,NA,"2004","QGV","Quails Gate",1515,"2.4 x 1.2","80.4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-14,"F1B1",NA,NA,NA,NA,NA
"133",1996,"Chardonnay",1.98,684,NA,"2004","QGV","Quails Gate",4000,"2.0 x 1.0","36",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-12,"F1B2",NA,NA,NA,NA,NA
"134",1982,"Optima",4.48,2400,NA,"2004","QGV","Quails Gate",4833,"2.7 x 1.3","68.5",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-19,"F1B3",NA,NA,NA,NA,NA
"135",1982,"Riesling",5.13,4302,NA,"2004","QGV","Quails Gate",5536,"2.7 x 1.3","102.4",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-18,"F1B4",NA,NA,NA,NA,NA
"136",1997,"Pinot Blanc",4.5,2420,NA,"2004","QGV","Quails Gate",6191,"2.1 x 1.4","86.4",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F1B5",NA,NA,NA,NA,NA
"137",1997,"Sauvignon Blanc",1.82,1995,NA,"2004","QGV","Quails Gate",2500,"2.1 x 1.4","73.8",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-18,"F1B6",NA,NA,NA,NA,NA
"138",1975,"Chasselas",2.86,2655,NA,"2004","QGV","Quails Gate",2114,"3.0 x 2.1","75.8",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-19,"F1B7",NA,NA,NA,NA,NA
"139",1987,"Riesling",2.86,3830,NA,"2004","QGV","Quails Gate",3078,"2.7 x 1.3","95.7",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-18,"F2B1",NA,NA,NA,NA,NA
"140",1998,"Merlot",3.27,1970,NA,"2004","QGV","Quails Gate",4500,"2.1 x 1.4","78.8",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F2B2",NA,NA,NA,NA,NA
"141",1975,"Chasselas",2.45,4575,NA,"2004","QGV","Quails Gate",1590,"3.0 x 2.1","86.3",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-19,"F2B3",NA,NA,NA,NA,NA
"142",NA,"Vertical",NA,NA,NA,"2004","QGV","Quails Gate",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-18,"",NA,NA,NA,NA,NA
"143",1987,"Chardonnay",1.42,3140,NA,"2004","QGV","Quails Gate",1532,"2.7 x 1.3","87.2",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F2B4",NA,NA,NA,NA,NA
"144",1993,"Chardonnay",0.48,3986,NA,"2004","QGV","Quails Gate",800,"2.4 x 1.2","97.2",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F2B5",NA,NA,NA,NA,NA
"145",1997,"Chenin Blanc",4.72,3225,NA,"2004","QGV","Quails Gate",6500,"2.1 x 1.4","119.4",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-17,"F2B6",NA,NA,NA,NA,NA
"146",1998,"Merlot",3.27,2630,NA,"2004","QGV","Quails Gate",4500,"2.1 x 1.4","84.8",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F2B7",NA,NA,NA,NA,NA
"147",1998,"Merlot",1.16,1740,NA,"2004","QGV","Quails Gate",1600,"2.1 x 1.4","82.8",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F2B8",NA,NA,NA,NA,NA
"148",1998,"Gamay Noir",0.91,2804,NA,"2004","QGV","Quails Gate",1257,"2.1 x 1.4","103",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F2B9",NA,NA,NA,NA,NA
"149",19975,"Chenin Blanc",1.93,2314,NA,"2004","QGV","Quails Gate",1373,"3.0 x 2.1","121.7",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-17,"F3B1",NA,NA,NA,NA,NA
"150",1965,"Foch",1.25,NA,NA,"2004","QGV","Quails Gate",780,"3.1 x 2.1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-04,"F3B2",NA,NA,NA,NA,NA
"151",1996,"Pinot Noir",2.47,1765,NA,"2004","QGV","Quails Gate",5000,"2.0 x 1.0","63",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-14,"F3B3",NA,NA,NA,NA,NA
"152",1996,"Chardonnay",2.47,2651,NA,"2004","QGV","Quails Gate",5000,"2.0 x 1.0","106",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-10,"F3B4",NA,NA,NA,NA,NA
"153",1990,"Pinot Noir",0.91,4473,NA,"2004","QGV","Quails Gate",1103,"2.4 x 1.3","111.8",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F3B5",NA,NA,NA,NA,NA
"154",1987,"Pinot Noir",0.5,2197,NA,"2004","QGV","Quails Gate",600,"2.4 x 1.3","91.5",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F3B6",NA,NA,NA,NA,NA
"155",1987,"Pinot Noir",0.96,5100,NA,"2004","QGV","Quails Gate",1160,"2.4 x 1.3","110.8",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F3B7",NA,NA,NA,NA,NA
"156",1975,"Pinot Noir",0.54,3385,NA,"2004","QGV","Quails Gate",631,"2.4 x 1.3","130.1",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-16,"F3B8",NA,NA,NA,NA,NA
"157",1982,"Riesling",2.23,3340,NA,"2004","QGV","Quails Gate",2614,"2.4 x 1.3","74.2",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-18,"F4B1",NA,NA,NA,NA,NA
"158",1975,"Riesling",1.01,NA,NA,"2004","QGV","Quails Gate",711,"3.0 x 2.1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-18,"F4B2",NA,NA,NA,NA,NA
"159",1990,"Pinot Noir",2.71,3245,NA,"2004","QGV","Quails Gate",3279,"2.4 x 1.3","69",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F4B3",NA,NA,NA,NA,NA
"160",1965,"Foch",1.6,NA,NA,"2004","QGV","Quails Gate",1339,"3.0 x 2.1","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-04,"F4B4",NA,NA,NA,NA,NA
"161",1997,"Cab Sauvignon",1.38,1952,NA,"2004","QGV","Quails Gate",1900,"2.0 x 1.4","78.1",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-17,"F4B6",NA,NA,NA,NA,NA
"162",1993,"Gamay Noir",0.46,4010,NA,"2004","QGV","Quails Gate",500,"3.0 x 1.2","118",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F4B7",NA,NA,NA,NA,NA
"163",1993,"Gamay Noir",0.46,4905,NA,"2004","QGV","Quails Gate",500,"3.0 x 1.2","104",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F4B8",NA,NA,NA,NA,NA
"164",1993,"Gamay Noir",2.22,5200,NA,"2004","QGV","Quails Gate",2418,"3.0 x 1.2","124",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F4B9",NA,NA,NA,NA,NA
"165",1990,"Pinot Noir",1.73,3208,NA,"2004","QGV","Quails Gate",2093,"2.4 x 1.3","80.2",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-14,"F4B10",NA,NA,NA,NA,NA
"166",NA,"Pinot Noir",NA,NA,NA,"2004","QGV","Quails Gate",NA,"2.1 x 1.1","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-02,"F4B11",NA,NA,NA,NA,NA
"167",1997,"Chardonnay",2.18,1570,NA,"2004","QGV","Quails Gate",3000,"2.0 x 1.4","74.7",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-12,"F5B1",NA,NA,NA,NA,NA
"168",1997,"Chardonnay",2.18,1460,NA,"2004","QGV","Quails Gate",3000,"2.0 x 1.4","73",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-12,"F5B2",NA,NA,NA,NA,NA
"169",1997,"Chardonnay",2.18,2252,NA,"2004","QGV","Quails Gate",3000,"2.0 x 1.4","80.4",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-13,"F5B3",NA,NA,NA,NA,NA
"170",1997,"Chardonnay",0.73,2460,NA,"2004","QGV","Quails Gate",1000,"2.0 x 1.4","102",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-13,"F5B4",NA,NA,NA,NA,NA
"171",1997,"Pinot Noir",1.43,2445,NA,"2004","QGV","Quails Gate",2450,"2.0 x 1.1","76.4",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F5B5",NA,NA,NA,NA,NA
"172",1997,"Pinot Noir",1.87,2990,NA,"2004","QGV","Quails Gate",3200,"2.0 x 1.1","83",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-15,"F5B6",NA,NA,NA,NA,NA
"173",1997,"Cab Sauvignon",1.25,3055,NA,"2004","QGV","Quails Gate",1716,"2.0 x 1.4","89.8",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-17,"F5B7",NA,NA,NA,NA,NA
"174",1994,"Gewurztraminer",0.52,NA,NA,"2004","QGV","Quails Gate",632,"2.4 x 1.3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-19,"F5B8",NA,NA,NA,NA,NA
"175",1989,"Gewurztraminer",1.26,NA,NA,"2004","QGV","Quails Gate",1526,"2.4 x 1.3","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-19,"F5B9",NA,NA,NA,NA,NA
"176",NA,"Merlot",NA,NA,NA,"2004","QGV","Quails Gate",NA,"","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-07,"F6B1",NA,NA,NA,NA,NA
"177",NA,"Merlot",NA,NA,NA,"2004","QGV","Quails Gate",NA,"","na",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2004-06-07,"F6B2",NA,NA,NA,NA,NA
"178",1994,"Merlot",0.91,1960,NA,"2005","QGV","Quails Gate",1515,"2.4 x 1.2","59.3",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-13,"F1B1",NA,NA,NA,NA,NA
"179",1996,"Chardonnay",1.98,324,NA,"2005","QGV","Quails Gate",4000,"2.0 x 1.0","24.9",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-15,"F1B2",NA,NA,NA,NA,NA
"180",1982,"Optima",4.48,818,NA,"2005","QGV","Quails Gate",4833,"2.7 x 1.3","48.1",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-16,"F1B3",NA,NA,NA,NA,NA
"181",1982,"Riesling",5.13,1395,NA,"2005","QGV","Quails Gate",5536,"2.7 x 1.3","55.8",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-15,"F1B4",NA,NA,NA,NA,NA
"182",1997,"Pinot Blanc",4.5,1655,NA,"2005","QGV","Quails Gate",6191,"2.1 x 1.4","87.1",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-17,"F1B5",NA,NA,NA,NA,NA
"183",1997,"Sauvignon Blanc",1.82,996,NA,"2005","QGV","Quails Gate",2500,"2.1 x 1.4","55.3",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-17,"F1B6",NA,NA,NA,NA,NA
"184",1975,"Chasselas",2.86,5240,NA,"2005","QGV","Quails Gate",2114,"3.0 x 2.1","75.9",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-20,"F1B7",NA,NA,NA,NA,NA
"185",1987,"Riesling",2.86,2384,NA,"2005","QGV","Quails Gate",3078,"2.7 x 1.3","61.1",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-16,"F2B1",NA,NA,NA,NA,NA
"186",1998,"Merlot",3.27,1500,NA,"2005","QGV","Quails Gate",4500,"2.1 x 1.4","78.9",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-04-14,"F2B2",NA,NA,NA,NA,NA
"187",1975,"Chasselas",2.45,3115,NA,"2005","QGV","Quails Gate",1590,"3.0 x 2.1","103.8",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-20,"F2B3",NA,NA,NA,NA,NA
"188",1987,"Chardonnay",1.42,3410,NA,"2005","QGV","Quails Gate",1532,"2.7 x 1.3","71",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flowering",2005-06-14,"F2B4",NA,NA,NA,NA,NA
