"","YearPlanted","Variety","acres","Lag.Phase.G.Vine","Pick.Weight.Grams","Year","VineyardCode","Vineyard","Plants","Row.Spacing","Av.Bunch.Weight.Grams","Clust.per.Vine","Spurs.per.Block","Berries.per.Cluster","Row","Av.Berry.Weight.Grams","Av.Berry.Weight.Grams.1","Av.Bunch.Weight.Grams.1","Lag.Estimate.t","Berry.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg.1","X2007.Actual","Percentage","Notes","Veraison.Estimate","X2008.Actual","PhenoEvent","phenologyDate","BlockID","rootstock","clone","OriginalVineyardBlocks","OriginalBlockName","vineyard"
"1016",2003,"Merlot",2.2,1250,NA,"2008","QGV","Quails Gate",4100,"2.1 x 1.1","79",23,NA,"142",35,0.6,1,158.8,11.3,13390.6,14974.84,NA,NA,NA,NA,15,15.7,"X80.Veraison.Date",2008-09-02,"F6B1",NA,NA,NA,NA,NA
"1017",2003,"Merlot",2.2,2380,NA,"2008","QGV","Quails Gate",4163,"2.1 x 1.1","66",17,NA,"114",88,0.54,1,142.4,21.8,8067.894,10077.7904,NA,NA,NA,NA,10,NA,"X80.Veraison.Date",2008-09-02,"F6B2",NA,NA,NA,NA,NA
"1018",1986,"Ehrenfelser",2.81,3796,NA,"2008","MAN","Mannhardt",2755,"3 x 1.4","77.8",54,NA,"160.5",20,0.56,0.8,130.2,23,19102.068,19369.854,NA,NA,NA,NA,19.4,36,"X80.Veraison.Date",2008-09-02,"F1B1",NA,NA,NA,NA,NA
"1019",1986,"Ehrenfelser",2.14,3857,NA,"2008","MAN","Mannhardt",2500,"3 x 1.4","82.3",57,NA,"134.6",29,0.67,1,164.6,21.2,19180.5,23455.5,NA,NA,NA,NA,23.5,0,"X80.Veraison.Date",2008-09-02,"F1B2",NA,NA,NA,NA,NA
"1020",2006,"Chenin Blanc",5.04,2538,NA,"2008","MAN","Mannhardt",8946,"2.1 x 1.1","105",26,NA,"211.3",41,0.56,1,164.2,50,49147.5348,38192.2632,NA,NA,NA,NA,38.2,22.7,"X80.Veraison.Date",2008-09-02,"F1B3",NA,NA,NA,NA,NA
"1021",1997,"Pinot Noir",2.71,2406,NA,"2008","MAN","Mannhardt",3200,"2.4 x 1.4","69.8",33,NA,"99",38,0.64,1.4,214.6,16.9,14636.16,22661.76,NA,NA,NA,NA,22.7,12.5,"X80.Veraison.Date",2008-09-02,"F1B4",NA,NA,NA,NA,NA
"1022",2006,"Pinot Noir",1.04,2384,NA,"2008","MAN","Mannhardt",1838,"2.1 x 1.1","133.7",19,NA,"215",11,0.58,1.2,221.2,9.6,9009.876,7724.7464,NA,NA,NA,NA,7.7,1.7,"X80.Veraison.Date",2008-09-02,"F1B5",NA,NA,NA,NA,NA
"1023",2006,"Riesling",1.23,1100,NA,"2008","MAN","Mannhardt",2331,"2.1 x 1.1","65.6",28,NA,"142",26,0.4,1,105.2,5.6,9268.056,6866.1936,NA,NA,NA,NA,6.9,2.7,"X80.Veraison.Date",2008-09-02,"F2B1",NA,NA,NA,NA,NA
"1024",2006,"Riesling",1.58,1140,NA,"2008","MAN","Mannhardt",2737,"2.1 x 1.1","74",21,NA,"170",39,0.6,0.8,97.2,6.9,7816.872,5586.7644,NA,NA,NA,NA,5.6,5.2,"X80.Veraison.Date",2008-09-02,"F2B2",NA,NA,NA,NA,NA
"1025",2006,"Gewurztraminer",0.58,1900,NA,"2008","MAN","Mannhardt",1040,"2.1 x 1.1","132",15,NA,"216",5,0.6,1.6,212.6,4.3,5391.36,3316.56,NA,NA,NA,NA,3.3,NA,"X80.Veraison.Date",2008-09-02,"F2B3",NA,NA,NA,NA,NA
"1026",2006,"Riesling",0.21,1340,NA,"2008","MAN","Mannhardt",403,"2.1 x 1.1","116",22,NA,"149",NA,0.8,1,126,1.2,1321.034,1117.116,NA,NA,NA,NA,1.1,NA,"X80.Veraison.Date",2008-09-02,"F2B4",NA,NA,NA,NA,NA
"1027",2006,"Pinot Noir",1.31,2516,NA,"2008","MAN","Mannhardt",2461,"2.1 x 1.1","121",21,NA,"177.5",22,0.64,1.2,240.6,13.6,11008.053,12434.4486,NA,NA,NA,NA,12.4,3.1,"X80.Veraison.Date",2008-09-03,"F2B5",NA,NA,NA,NA,NA
"1028",2006,"Pinot Noir",1.22,2177,NA,"2008","MAN","Mannhardt",2209,"2.1 x 1.1","138.3",15,NA,"225",38,0.59,1.2,217.8,10.6,8946.45,7216.803,NA,NA,NA,NA,7.2,1.9,"X80.Veraison.Date",2008-09-03,"F2B6",NA,NA,NA,NA,NA
"1029",2006,"Pinot Noir",0.45,1230,NA,"2008","MAN","Mannhardt",702,"2.1 x 1.1","86.3",14,NA,"217",46,0.42,1,179.8,1.9,2132.676,1767.0744,NA,NA,NA,NA,1.8,1.8,"X80.Veraison.Date",2008-09-03,"F2B7",NA,NA,NA,NA,NA
"1030",2006,"Pinot Noir",0.32,1090,NA,"2008","MAN","Mannhardt",656,"2.1 x 1.1","108.7",10,NA,"152",54,0.59,1.2,162.4,1.6,1196.544,1065.344,NA,NA,NA,NA,1.1,0.5,"X80.Veraison.Date",2008-09-03,"F2B8",NA,NA,NA,NA,NA
"1031",2006,"Riesling",0.68,1910,NA,"2008","MAN","Mannhardt",1132,"2.1 x 1.1","81.6",27,NA,"121",14,0.8,0.8,131.6,4.8,2958.5952,4022.2224,NA,NA,NA,NA,4,3,"X80.Veraison.Date",2008-09-03,"F3B1",NA,NA,NA,NA,NA
"1032",2006,"Chasselas",0.74,2150,NA,"2008","MAN","Mannhardt",1266,"2.1 x 1.1","101.3",27,NA,"201",26,0.8,1.2,145.8,6,8244.6984,4983.7356,NA,NA,NA,NA,5,19.5,"X80.Veraison.Date",2008-09-03,"F3B2",NA,NA,NA,NA,NA
"1033",2006,"Chasselas",3.29,2050,NA,"2008","MAN","Mannhardt",5151,"2.1 x 1.1","91.6",19,NA,"116",58,1,2.4,258.6,23.2,27246.7296,25308.9234,NA,NA,NA,NA,25.3,NA,"X80.Veraison.Date",2008-09-03,"F3B3",NA,NA,NA,NA,NA
"1034",1977,"Ehrenfelser",1.13,4950,NA,"2008","MAN","Mannhardt",745,"3 x 1.4","118.3",41,NA,"173",9,0.8,1.2,199.2,8.1,6341.142,6084.564,NA,NA,NA,NA,6.1,0,"X80.Veraison.Date",2008-09-03,"F3B4",NA,NA,NA,NA,NA
"1035",1977,"Riesling",1.13,4110,NA,"2008","MAN","Mannhardt",946,"3 x 1.4","128.6",33,NA,"179",25,0.8,1.2,180,8.6,6705.6264,5619.24,NA,NA,NA,NA,5.6,4,"X80.Veraison.Date",2008-09-03,"F3B5",NA,NA,NA,NA,NA
"1036",1994,"Cabernet Franc",0.28,850,NA,"2002","QGV","Quails Gate",375,"2.4 x 1.2","47.2g",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-03,"F1B1",NA,NA,NA,NA,NA
"1037",1994,"Merlot",0.91,1475,NA,"2002","QGV","Quails Gate",1515,"2.4 x 1.2","47.5g",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-03,"F1B1",NA,NA,NA,NA,NA
"1038",1996,"Chardonnay",1.98,1350,NA,"2002","QGV","Quails Gate",4000,"2.0 x 1.0","30g",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-29,"F1B2",NA,NA,NA,NA,NA
"1039",1982,"Optima",4.48,1400,NA,"2002","QGV","Quails Gate",4833,"2.7 x 1.3","25.4g",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-30,"F1B3",NA,NA,NA,NA,NA
"1040",1982,"Riesling",5.13,1925,NA,"2002","QGV","Quails Gate",5536,"2.7 x 1.3","31.5g",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-05,"F1B4",NA,NA,NA,NA,NA
"1041",1997,"Pinot Blanc",4.5,1150,NA,"2002","QGV","Quails Gate",6191,"2.1 x 1.4","39.6g",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-30,"F1B5",NA,NA,NA,NA,NA
"1042",1997,"Sauvignon Blanc",1.82,875,NA,"2002","QGV","Quails Gate",2500,"2.1 x 1.4","23.0g",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-30,"F1B6",NA,NA,NA,NA,NA
"1043",1975,"Chasselas",2.86,5325,NA,"2002","QGV","Quails Gate",2114,"3.0 x 2.1","75g",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F1B7",NA,NA,NA,NA,NA
"1044",1987,"Riesling",2.86,1800,NA,"2002","QGV","Quails Gate",3078,"2.7 x 1.3","31.5g",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-05,"F2B1",NA,NA,NA,NA,NA
"1045",1998,"Merlot",3.27,1000,NA,"2002","QGV","Quails Gate",4500,"2.1 x 1.4","43.5g",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F2B2",NA,NA,NA,NA,NA
"1046",1975,"Chasselas",2.45,3225,NA,"2002","QGV","Quails Gate",1590,"3.0 x 2.1","44.1g",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F2B3",NA,NA,NA,NA,NA
"1047",1987,"Chardonnay",1.42,2050,NA,"2002","QGV","Quails Gate",1532,"2.7 x 1.3","29.5g",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-01,"F2B4",NA,NA,NA,NA,NA
"1048",1993,"Chardonnay",0.48,2250,NA,"2002","QGV","Quails Gate",800,"2.4 x 1.2","33.5g",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-01,"F2B5",NA,NA,NA,NA,NA
"1049",1997,"Chenin Blanc",4.72,1375,NA,"2002","QGV","Quails Gate",6500,"2.1 x 1.4","41.6g",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-29,"F2B6",NA,NA,NA,NA,NA
"1050",1998,"Merlot",3.27,1050,NA,"2002","QGV","Quails Gate",4500,"2.1 x 1.4","41.6g",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F2B7",NA,NA,NA,NA,NA
"1051",1998,"Merlot",1.16,875,NA,"2002","QGV","Quails Gate",1600,"2.1 x 1.4","43.7",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F2B8",NA,NA,NA,NA,NA
"1052",1998,"Gamay Noir",0.91,1850,NA,"2002","QGV","Quails Gate",1257,"2.1 x 1.4","47.4g",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-30,"F2B9",NA,NA,NA,NA,NA
"1053",19975,"Chenin Blanc",1.93,2100,NA,"2002","QGV","Quails Gate",1373,"3.0 x 2.1","41.1g",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-29,"F3B1",NA,NA,NA,NA,NA
"1054",1965,"Foch",1.25,2525,NA,"2002","QGV","Quails Gate",780,"3.1 x 2.1","19.1g",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-28,"F3B2",NA,NA,NA,NA,NA
"1055",1996,"Pinot Noir",2.47,1275,NA,"2002","QGV","Quails Gate",5000,"2.0 x 1.0","34.4g",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F3B3",NA,NA,NA,NA,NA
"1056",1996,"Chardonnay",2.47,975,NA,"2002","QGV","Quails Gate",5000,"2.0 x 1.0","28.6g",34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-29,"F3B4",NA,NA,NA,NA,NA
"1057",1990,"Pinot Noir",0.91,1550,NA,"2002","QGV","Quails Gate",1103,"2.4 x 1.3","37.8g",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F3B5",NA,NA,NA,NA,NA
"1058",1987,"Pinot Noir",0.5,1125,NA,"2002","QGV","Quails Gate",600,"2.4 x 1.3","27.4g",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F3B6",NA,NA,NA,NA,NA
"1059",1987,"Pinot Noir",0.96,1700,NA,"2002","QGV","Quails Gate",1160,"2.4 x 1.3","38.6g",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F3B7",NA,NA,NA,NA,NA
"1060",1975,"Pinot Noir",0.54,1100,NA,"2002","QGV","Quails Gate",631,"2.4 x 1.3","30.5g",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F3B8",NA,NA,NA,NA,NA
"1061",1982,"Riesling",2.23,1800,NA,"2002","QGV","Quails Gate",2614,"2.4 x 1.3","33.9g",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F4B1",NA,NA,NA,NA,NA
"1062",1975,"Riesling",1.01,1900,NA,"2002","QGV","Quails Gate",711,"3.0 x 2.1","28.3g",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F4B2",NA,NA,NA,NA,NA
"1063",1990,"Pinot Noir",2.71,1525,NA,"2002","QGV","Quails Gate",3279,"2.4 x 1.3","43.5g",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F4B3",NA,NA,NA,NA,NA
"1064",1965,"Foch",1.6,6225,NA,"2002","QGV","Quails Gate",1339,"3.0 x 2.1","26.6g",234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-28,"F4B4",NA,NA,NA,NA,NA
"1065",1997,"Foch",1.83,5850,NA,"2002","QGV","Quails Gate",1515,"3.0 x 1.2","28.8g",203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-28,"F4B5",NA,NA,NA,NA,NA
"1066",1997,"Cab Sauvignon",1.38,650,NA,"2002","QGV","Quails Gate",1900,"2.0 x 1.4","32.5g",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F4B6",NA,NA,NA,NA,NA
"1067",1993,"Gamay Noir",0.46,2500,NA,"2002","QGV","Quails Gate",500,"3.0 x 1.2","45.4g",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-01,"F4B7",NA,NA,NA,NA,NA
"1068",1993,"Gamay Noir",0.46,3075,NA,"2002","QGV","Quails Gate",500,"3.0 x 1.2","52.1",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-01,"F4B8",NA,NA,NA,NA,NA
"1069",1993,"Gamay Noir",2.22,2850,NA,"2002","QGV","Quails Gate",2418,"3.0 x 1.2","54.8g",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-01,"F4B9",NA,NA,NA,NA,NA
"1070",1990,"Pinot Noir",1.73,1450,NA,"2002","QGV","Quails Gate",2093,"2.4 x 1.3","39.1g",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-02,"F4B10",NA,NA,NA,NA,NA
"1071",1997,"Chardonnay",2.18,1250,NA,"2002","QGV","Quails Gate",3000,"2.0 x 1.4","29.0g",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F5B1",NA,NA,NA,NA,NA
"1072",1997,"Chardonnay",2.18,1625,NA,"2002","QGV","Quails Gate",3000,"2.0 x 1.4","36.1g",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F5B2",NA,NA,NA,NA,NA
"1073",1997,"Chardonnay",2.18,1700,NA,"2002","QGV","Quails Gate",3000,"2.0 x 1.4","42.5g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F5B3",NA,NA,NA,NA,NA
"1074",1997,"Chardonnay",0.73,1200,NA,"2002","QGV","Quails Gate",1000,"2.0 x 1.4","28.5g",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F5B4",NA,NA,NA,NA,NA
"1075",1997,"Pinot Noir",1.43,1375,NA,"2002","QGV","Quails Gate",2450,"2.0 x 1.1","30.5g",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F5B5",NA,NA,NA,NA,NA
"1076",1997,"Pinot Noir",1.87,1150,NA,"2002","QGV","Quails Gate",3200,"2.0 x 1.1","28.0g",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F5B6",NA,NA,NA,NA,NA
"1077",1997,"Cab Sauvignon",1.25,675,NA,"2002","QGV","Quails Gate",1716,"2.0 x 1.4","42.1g",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-05-04,"F5B7",NA,NA,NA,NA,NA
"1078",1994,"Gewurztraminer",0.52,1050,NA,"2002","QGV","Quails Gate",632,"2.4 x 1.3","26.2g",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-29,"F5B8",NA,NA,NA,NA,NA
"1079",1989,"Gewurztraminer",1.26,900,NA,"2002","QGV","Quails Gate",1526,"2.4 x 1.3","24.3g",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2002-04-29,"F5B9",NA,NA,NA,NA,NA
"1080",1994,"Cabernet Franc",0.28,5550,NA,"2003","QGV","Quails Gate",275,"2.4 x 1.2","100g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"F1B1",NA,NA,NA,NA,NA
"1081",1994,"Merlot",0.91,4100,NA,"2003","QGV","Quails Gate",1515,"2.4 x 1.2","98g",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"F1B1",NA,NA,NA,NA,NA
"1082",1996,"Chardonnay",1.98,2600,NA,"2003","QGV","Quails Gate",4000,"2.0 x 1.0","82g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-23,"F1B2",NA,NA,NA,NA,NA
"1083",1982,"Optima",4.48,4600,NA,"2003","QGV","Quails Gate",4833,"2.7 x 1.3","94g",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-01,"F1B3",NA,NA,NA,NA,NA
"1084",1982,"Riesling",5.13,5950,NA,"2003","QGV","Quails Gate",5536,"2.7 x 1.3","102g",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"F1B4",NA,NA,NA,NA,NA
"1085",1997,"Pinot Blanc",4.5,2700,NA,"2003","QGV","Quails Gate",6191,"2.1 x 1.4","94g",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-27,"F1B5",NA,NA,NA,NA,NA
"1086",1997,"Sauvignon Blanc",1.82,5100,NA,"2003","QGV","Quails Gate",2500,"2.1 x 1.4","86g",58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-27,"F1B6",NA,NA,NA,NA,NA
"1087",1975,"Chasselas",2.86,13150,NA,"2003","QGV","Quails Gate",2114,"3.0 x 2.1","76g",238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-03,"F1B7",NA,NA,NA,NA,NA
"1088",1987,"Riesling",2.86,7100,NA,"2003","QGV","Quails Gate",3078,"2.7 x 1.3","90g",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"F2B1",NA,NA,NA,NA,NA
"1089",1998,"Merlot",3.27,4200,NA,"2003","QGV","Quails Gate",4500,"2.1 x 1.4","88g",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"F2B2",NA,NA,NA,NA,NA
"1090",1975,"Chasselas",2.45,14500,NA,"2003","QGV","Quails Gate",1590,"3.0 x 2.1","80g",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-03,"F2B3",NA,NA,NA,NA,NA
"1091",NA,"Vertical",NA,NA,NA,"2003","QGV","Quails Gate",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"",NA,NA,NA,NA,NA
"1092",1987,"Chardonnay",1.42,8800,NA,"2003","QGV","Quails Gate",1532,"2.7 x 1.3","132g",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-24,"F2B4",NA,NA,NA,NA,NA
"1093",1993,"Chardonnay",0.48,8250,NA,"2003","QGV","Quails Gate",800,"2.4 x 1.2","124g",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-24,"F2B5",NA,NA,NA,NA,NA
"1094",1997,"Chenin Blanc",4.72,2500,NA,"2003","QGV","Quails Gate",6500,"2.1 x 1.4","54g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-28,"F2B6",NA,NA,NA,NA,NA
"1095",1998,"Merlot",3.27,5500,NA,"2003","QGV","Quails Gate",4500,"2.1 x 1.4","94g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"F2B7",NA,NA,NA,NA,NA
"1096",1998,"Merlot",1.16,4200,NA,"2003","QGV","Quails Gate",1600,"2.1 x 1.4","93g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-02,"F2B8",NA,NA,NA,NA,NA
"1097",1998,"Gamay Noir",0.91,4600,NA,"2003","QGV","Quails Gate",1257,"2.1 x 1.4","92g",62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-27,"F2B9",NA,NA,NA,NA,NA
"1098",19975,"Chenin Blanc",1.93,3500,NA,"2003","QGV","Quails Gate",1373,"3.0 x 2.1","82g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-28,"F3B1",NA,NA,NA,NA,NA
"1099",1965,"Foch",1.25,3300,NA,"2003","QGV","Quails Gate",780,"3.1 x 2.1","34g",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-20,"F3B2",NA,NA,NA,NA,NA
"1100",1996,"Pinot Noir",2.47,2400,NA,"2003","QGV","Quails Gate",5000,"2.0 x 1.0","86g",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-04,"F3B3",NA,NA,NA,NA,NA
"1101",1996,"Chardonnay",2.47,3350,NA,"2003","QGV","Quails Gate",5000,"2.0 x 1.0","96g",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-23,"F3B4",NA,NA,NA,NA,NA
"1102",1990,"Pinot Noir",0.91,3400,NA,"2003","QGV","Quails Gate",1103,"2.4 x 1.3","82g",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-04,"F3B5",NA,NA,NA,NA,NA
"1103",1987,"Pinot Noir",0.5,5350,NA,"2003","QGV","Quails Gate",600,"2.4 x 1.3","84g",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-04,"F3B6",NA,NA,NA,NA,NA
"1104",1987,"Pinot Noir",0.96,3550,NA,"2003","QGV","Quails Gate",1160,"2.4 x 1.3","98g",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-04,"F3B7",NA,NA,NA,NA,NA
"1105",1975,"Pinot Noir",0.54,6150,NA,"2003","QGV","Quails Gate",631,"2.4 x 1.3","94g",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-04,"F3B8",NA,NA,NA,NA,NA
"1106",1982,"Riesling",2.23,3400,NA,"2003","QGV","Quails Gate",2614,"2.4 x 1.3","78g",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-05,"F4B1",NA,NA,NA,NA,NA
"1107",1975,"Riesling",1.01,4600,NA,"2003","QGV","Quails Gate",711,"3.0 x 2.1","86g",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-05,"F4B2",NA,NA,NA,NA,NA
"1108",1990,"Pinot Noir",2.71,5400,NA,"2003","QGV","Quails Gate",3279,"2.4 x 1.3","95g",64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-03,"F4B3",NA,NA,NA,NA,NA
"1109",1965,"Foch",1.6,12500,NA,"2003","QGV","Quails Gate",1339,"3.0 x 2.1","80g",240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-20,"F4B4",NA,NA,NA,NA,NA
"1110",1997,"Cab Sauvignon",1.38,2900,NA,"2003","QGV","Quails Gate",1900,"2.0 x 1.4","76g",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-05-04,"F4B6",NA,NA,NA,NA,NA
"1111",1993,"Gamay Noir",0.46,9400,NA,"2003","QGV","Quails Gate",500,"3.0 x 1.2","102g",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Budburst",2003-04-29,"F4B7",NA,NA,NA,NA,NA
