tag.no,date,appell,growblk,variety,lbs,brix,ta,ph,tanks,deputy,jtemp,comments,location,bins
8564,15-09-17,OLV,GGLPGC,PGR,13325,23.8,5.2,3.57,XPA,,13,,MH,15
8588,15-09-17,OLV,GGLSBB,SBL,3390,20.7,8.62,3.4,XPA,BC,0,HP?,MH,4
8653,15-09-24,OLV,HGLCHA,CHD,12820,24.1,6.2,3.52,RPA,SF,0,HP,MH,14
8651,15-09-24,OLV,HGLCHA,CHD,15480,24.1,6.2,3.52,RPA,SF,0,,MH,16
8633,15-09-23,OLV,HGLMEC,MER,26680,26.1,4.3,3.68,RPA,,17,,MH,28
8634,15-09-23,OLV,HGLMEC,MER,19860,26.1,4.3,3.68,"XPA,RPA",,0,,MH,17
8655,15-09-24,OLV,HGLMEC,MER,475,24.7,5.7,3.54,607,,0,,MH,1
8616,15-09-22,OLV,HGLPGB,PGR,23130,24,5.3,3.6,RPA,,0,,MH,24
8695,15-09-29,NAR,HINCHB,CHD,24800,25.1,7.1,3.49,RPA,,13,,MH,32
8720,15-10-01,NAR,HINMEC,MER,25325,25.1,6.95,3.37,459,,0,,MH,35
8533,15-09-14,NAR,HINPGA,PGR,29540,24.4,7.6,3.43,RPA,,13,,MH,36
8712,15-09-30,OLV,HSDCHA,CHD,42555,23.5,6.2,3.49,XPA,JJ,0,HP,MH,45
8717,15-10-01,OLV,HSDMEB,MER,13890,25.9,4.2,3.69,459,,14,,MH,13
8652,15-09-24,OLV,MILCHD,CHD,26265,24.1,6.2,3.52,XPA320,SF,0,HP,MH,31
8843,15-10-20,OLV,MILRSA,RSL,25695,21.2,8.4,3.3,XPA,CB,0,HP,MH,26
88501,15-10-21,OLV,MILRSA,RSL,4288,21.2,8.4,3.3,XPA,CB,0,HP,MH,4
88502,15-10-21,OLV,MILRSB,RSL,6717,22.4,7.7,3.53,XPA,CB,0,HP,MH,7
88503,15-10-21,OLV,MILRSC,RSL,36210,22,8.4,3.45,XPA,CB,0,HP,MH,36
8660,15-09-25,OLV,PHTCHA2,CHD,27290,23.7,4.6,3.75,XPA320,CB,0,HP,MH,32
8665,15-09-25,OLV,PHTCHA2,CHD,31155,23.7,4.6,3.75,XPA320,BC,0,HP,MH,39
8690,15-09-29,OLV,PHTCHB2,CHD,21982,23.2,5.6,3.52,XPA320,RT,0,HP,MH,27
8689,15-09-29,OLV,PHTCHB2,CHD,36170,23.2,5.6,3.52,XPA320,R,0,HP,MH,44
8676,15-09-29,OLV,PHTCHB3,CHD,20385,23.4,5.3,3.55,XPA320,RT,0,hp,MH,25
8675,15-09-28,OLV,PHTCHB3,CHD,34280,23.4,5.3,3.55,XPA320,RT,0,hp,MH,40
8645,15-09-24,KEL,QUAEHR,EHR,31607,23.4,5.9,3.4,XPA320,,0,HP,MH,35
8723,15-10-01,OLV,R13GWA,GZT,22595,26.6,3.9,4.3,XPA,,14,,MH,25
8722,15-10-01,OLV,R13GWA,GZT,14065,26.6,3.9,4.3,XPA,,0,,MH,39
8617,15-09-22,OLV,R13PGB,PGR,18400,24,5.3,3.6,RPA,,0,,MH,30
8765,15-10-06,OLV,RAJMEA,MER,14310,26.5,3.6,3.89,907,,0,,MH,14
8764,15-10-06,OLV,RAJMEA,MER,43130,26.5,3.6,3.89,907,,0,,MH,48
8654,15-09-24,OSO,RDHCHA,CHD,27445,24.1,6.2,3.52,XPA320,SF,0,HP,MH,29
8640,15-09-24,OSO,RDHMEB,MER,27645,26.1,4.1,3.65,603,,0,,MH,31
86012,15-09-21,OLV,RPVPGR,PGR,23388,24.6,4,3.71,RPA,SF,0,hp,MH,24
8745,15-10-05,OSO,SANCAA,CAS,26000,24.3,4.62,3.62,454,,0,,MH,32
8792,15-10-09,OSO,SANCFB,CAF,21190,24.5,3.5,3.82,451,,0,,MH,26
8618,15-09-22,OSO,SANMER,MER,31300,26.2,3.8,3.76,602,,0,,MH,34
8754,15-10-05,OSO,SASCAB,CAS,24990,24.3,4.62,3.62,454,,0,,MH,30
8766,15-10-06,OSO,SASCFC,CAF,19130,25.6,4.21,3.64,451,,0,,MH,22
8773,15-10-07,OSO,SASCFC,CAF,7379,25.6,4.21,3.64,451,,0,,MH,9
8635,15-09-23,OSO,SASMER,MER,24630,23.1,4.3,3.68,XPA,,17,,MH,26
8699,15-09-29,OSO,SASSZD,SHZ,24240,25.9,3.98,2.41,RPA,,0,,MH,24
8800,15-10-13,OLV,SDHCAA,CAS,22715,25.2,5.89,3.66,"916,B    1",,0,,MH,27
86011,15-09-25,OSO,SDHP107,PGR,14617,24.6,4,3.71,"RPA,XPA320",SF,0,hp,MH,15
8602,15-09-21,OLV,SDHPG97,PGR,45090,24.6,4,3.71,XPA320,SP,0,HP,MH,46
8628,15-09-23,OLV,SIDMER,MER,45760,25.7,4.6,3.58,601,,0,,MH,48
8632,15-09-23,OLV,SIDMER,MER,5830,25.7,4.6,3.58,601,,0,,MH,6
8791,15-10-09,OSO,STACAA,CAS,41975,24.7,5,3.58,"451,908,B    3",,0,,MH,21
