tag.no,crush.tag.date,appell,growblk,variety,lbs,unalloc,brix,ta,ph,tanks,deputy,comments,location,bins,gcexclude
69852,11-11-03,OLV,*01CFF,CAF,17868,0,23.4,6.38,3.2,"909,909",FL,MP,MH,17,FALSE
6981,11-11-03,OLV,*01CFI,CAF,2020,0,22.5,5.13,3.27,909,R,MP,MH,2,FALSE
69851,11-11-03,OLV,*01CFI,CAF,6307,0,22.5,5.13,3.27,909,FL,MP,MH,6,FALSE
65021,11-10-18,OLV,*01MED,MER,13292,0,21,7.91,3.19,451,BL,MP,MH,12,FALSE
65052,11-10-19,OLV,*01MEE,MER,18763,0,22,7.1,3.2,"914,DUMMY4",FL,MP,MH,18,FALSE
6500,11-10-18,OLV,*01MEG,MER,37235,0,21.3,7.34,3.22,451,BL,MP,MH,35,FALSE
65022,11-10-18,OLV,*01MEG,MER,3323,0,21.3,7.34,3.22,451,BL,MP,MH,3,FALSE
65051,11-10-19,OLV,*01MEG,MER,11466,0,21.3,7.34,3.22,452,FL,MP,MH,11,FALSE
6507,11-10-18,OLV,*01MEG,MER,21200,0,21.3,7.34,3.22,452,FL,MP,MH,20,FALSE
65053,11-10-19,OLV,*01MEH,MER,9381,0,23.5,7.15,3.25,"914,DUMMY4",FL,MP,MH,9,FALSE
69531,11-11-01,OSO,*02CAA,CAS,6219,0,24.1,8.29,3.08,922,R,HP,MH,8,FALSE
7027,11-11-07,OSO,*02CAA,CAS,23900,0,24.1,8.29,3.08,904,BL,HP,MH,28,FALSE
69532,11-11-01,OSO,*02CAF,CAS,5442,0,23.3,7.68,3.18,922,R,HP,MH,7,FALSE
70212,11-11-07,OSO,*02CAF,CAS,10978,0,23.2,7.68,3.18,904,R,HP,MH,14,FALSE
6571,11-10-25,OSO,*02CAG,CAS,805,0,22.5,7.32,3.31,OV   4,R,HP,MH,1,FALSE
66442,11-10-31,OSO,*02CAG,CAS,14169,0,22.5,7.32,3.31,OV   1,FL,HP,MH,18,FALSE
69533,11-11-01,OSO,*02CAG,CAS,7774,0,22.5,7.32,3.31,922,R,HP,MH,10,FALSE
70211,11-11-07,OSO,*02CAG,CAS,6273,0,22.5,7.32,3.31,904,R,HP,MH,8,FALSE
66441,11-10-31,OSO,*02CAO,CAS,14168,0,24.6,6.4,3.26,OV  11,FL,HP,MH,18,FALSE
7046,11-11-09,OSO,*02CAP,CAS,12430,0,24.6,7.33,3.22,924,BL,MP,MH,12,FALSE
7048,11-11-09,OSO,*02CAP,CAS,2965,0,24.6,7.33,3.22,924,BL,MP,MH,3,FALSE
7047,11-11-09,OSO,*02CAS,CAS,12670,0,24.4,7.04,3.16,924,BL,HP,MH,16,FALSE
6572,11-10-25,OSO,*02CFH,CAF,13460,0,24.5,5.61,3.42,"OV   4,605",R,HP,MH,18,FALSE
70171,11-11-07,OSO,*02CFH,CAF,18955,0,24.5,5.61,3.42,910,BD,HP,MH,24,FALSE
6972,11-11-02,OSO,*02CFT,CAF,14024,0,24.5,5.26,3.37,"934,932",BD,HP,MH,20,FALSE
70222,11-11-07,OSO,*02CFT,CAF,6273,0,24.5,5.26,3.37,910,R,HP,MH,8,FALSE
6454,11-10-13,OSO,*02CHC,CHD,41200,0,22.2,7.06,3.34,"XPA320,XPA",JP,MP,MH,38,FALSE
6456,11-10-13,OSO,*02CHC,CHD,40110,0,22.2,7.06,3.34,XPA320,BD,MP,MH,38,FALSE
64571,11-10-13,OSO,*02CHC,CHD,27510,0,22.2,7.06,3.34,XPA320,BD,MP,MH,26,FALSE
64572,11-10-13,OSO,*02CHD,CHD,13755,0,22.3,7.09,3.3,XPA,BD,MP,MH,13,FALSE
6458,11-10-13,OSO,*02CHD,CHD,41155,0,22.3,7.09,3.3,"XPA,XPA320",BD,MP,MH,39,FALSE
6363,11-09-29,OSO,*02CHE,CHD,43090,0,22.4,8.52,3.27,XPA320,R,MP,MH,38,FALSE
6367,11-09-29,OSO,*02CHE,CHD,5100,0,22.4,8.52,3.27,XPA320,R,MP,MH,5,FALSE
6523,11-10-20,OSO,*02MEI,MER,8865,0,24.9,4.93,3.83,"OV   9,DUMMY4",R,HP,MH,11,FALSE
6531,11-10-20,OSO,*02MEI,MER,19760,0,24.9,4.93,3.83,"OV   9,OV   7,DUMMY4,",BD,HP,MH,24,FALSE
65871,11-10-26,OSO,*02MEI,MER,15090,0,24.9,4.93,3.83,"920,DE   2",BD,HP,MH,18,FALSE
66013,11-10-27,OSO,*02MEI,MER,27658,0,24.9,4.93,3.83,"913,605",BL,HP,MH,33,FALSE
6610,11-10-28,OSO,*02MEI,MER,20760,0,24.9,4.93,3.83,"913,605",BD,HP,MH,24,FALSE
64911,11-10-17,OSO,*02MEJ,MER,14335,0,24.5,4.61,3.73,"OV  13,DUMMY5",BD,HP,MH,18,FALSE
6538,11-10-21,OSO,*02MEJ,MER,16465,0,24.9,5.16,3.78,"OV  14,OV  17,OV   7,",R,HP,MH,21,FALSE
65942,11-10-27,OSO,*02MEJ,MER,22008,0,24.9,5.16,3.78,"938,DE   2",BD,MP,MH,26,FALSE
66011,11-10-27,OSO,*02MEL,MER,7543,0,24.9,6.46,3.35,913,BL,HP,MH,9,FALSE
64912,11-10-17,OSO,*02MEM,MER,14335,0,24.4,4.63,3.61,"OV   2,DUMMY5",BD,HP,MH,18,FALSE
65872,11-10-26,OSO,*02MEM,MER,10060,0,26.1,5.08,3.84,"920,DE   2",BD,HP,MH,12,FALSE
65941,11-10-27,OSO,*02MEM,MER,18622,0,26.1,5.08,3.84,"938,DE   2",BD,MP,MH,22,FALSE
66012,11-10-27,OSO,*02MEM,MER,5029,0,26.1,5.08,3.84,913,BL,HP,MH,6,FALSE
6439,11-10-12,OSO,*02SBB,SBL,47080,0,17.5,8.02,3.04,"RPA,XPA",BD,MP,MH,38,FALSE
6441,11-10-12,OSO,*02SBB,SBL,46120,0,17.5,8.02,3.04,"XPA,RPA,XPA",R,MP,MH,38,FALSE
64421,11-10-12,OSO,*02SBB,SBL,23716,0,17.5,8.02,3.04,"RPA,XPA",BD,MP,MH,20,FALSE
63792,11-09-30,OSO,*02SBK,SBL,7519,0,23.2,8.71,3.29,XPA,RT,MP,MH,7,FALSE
6368,11-09-29,OSO,*02SBN,SBL,31200,0,22.4,7.97,3.27,XPA,R,MP,MH,29,FALSE
6375,11-09-30,OSO,*02SBN,SBL,43380,0,22.4,7.97,3.27,"RPA,XPA",BL,MP,MH,38,FALSE
63791,11-09-30,OSO,*02SBN,SBL,18261,0,22.4,7.97,3.27,XPA,RT,MP+HP,MH,17,FALSE
6366,11-09-29,OSO,*02SBR,SBL,4690,0,23.1,8.18,3.29,RPA,R,MP,MH,4,FALSE
6371,11-09-29,OSO,*02SBR,SBL,16725,0,23.1,8.18,3.29,RPA,R,MP,MH,17,FALSE
6514,11-10-19,OSO,*02SZQ,SHZ,17340,0,22.4,5.46,3.81,"921,DUMMY4",R,HP,MH,20,FALSE
6516,11-10-19,OSO,*02SZQ,SHZ,29570,0,22.4,5.46,3.81,"921,929,927,DUMMY4",BD,HP,MH,34,FALSE
6960,11-11-01,OSO,*03CAH,CAS,14171,0,24.8,5.75,3.72,OV  12,BJ,HP,MH,19,FALSE
7028,11-11-07,OSO,*03CAH,CAS,17650,0,24.8,5.74,3.72,904,BL,HP,MH,20,FALSE
7000,11-11-04,OSO,*03CAK,CAS,1710,0,22.2,6.16,3.27,453,R,HP,MH,2,FALSE
6979,11-11-03,OSO,*03CAL,CAS,26625,0,22.4,7.94,3.16,451,BL,HP,MH,27,FALSE
6990,11-11-03,OSO,*03CAL,CAS,39340,0,22.4,7.94,3.16,"451,453",BD,HP,MH,48,FALSE
7001,11-11-04,OSO,*03CAL,CAS,5180,0,22.4,7.94,3.16,453,R,HP,MH,6,FALSE
6959,11-11-01,OSO,*03CFG,CAF,10139,0,24.7,5.21,3.86,OV   8,R,HP,MH,14,FALSE
6967,11-11-02,OSO,*03CFG,CAF,3901,0,24.7,5.21,3.86,OV   8,R,HP,MH,5,FALSE
7008,11-11-04,OSO,*03CFG,CAF,6235,0,24.7,5.21,3.86,909,BD,HP,MH,9,FALSE
7012,11-11-04,OSO,*03CFG,CAF,8810,0,24.7,5.21,3.86,909,BD,HP,MH,12,FALSE
63771,11-09-30,OSO,*03CHM,CHD,22688,0,21.4,8.73,3.27,XPA320,DSK,MP,MH,20,FALSE
63772,11-09-30,OSO,*03CHN,CHD,13612,0,21.2,9.22,3.29,XPA320,DSK,MP,MH,12,FALSE
6378,11-09-30,OSO,*03CHN,CHD,30725,0,21.2,9.22,3.29,XPA320,BL,MP,MH,27,FALSE
6410,11-10-07,OSO,*03MEE,MER,10870,0,0,0,0,"OV   5,RPA",SF,HP,MH,14,FALSE
6554,11-10-24,OSO,*03MEF,MER,29230,0,25.4,5.07,3.82,"OV   5,DE,DUMMY,DE",BL,HP,MH,36,FALSE
6615,11-10-28,OSO,*03MEF,MER,40670,0,25.4,5.07,3.82,605,BL,HP,MH,48,FALSE
6620,11-10-28,OSO,*03MEF,MER,11660,0,25.4,5.07,3.82,605,BL,HP,MH,14,FALSE
6471,11-10-14,OSO,*03MEI,MER,30030,0,23,4.94,3.46,"938,938,XPA",R,HP,MH,36,FALSE
64731,11-10-14,OSO,*03MEI,MER,12819,0,23,4.94,3.46,"938,938,937",BL,HP,MH,13,FALSE
64732,11-10-14,OSO,*03MEJ,MER,22681,0,24.2,5.99,3.34,"938,937",BL,HP,MH,23,FALSE
64072,11-10-07,OSO,*03PBC,PBL,12555,0,20.9,9.53,3.16,XPA150,AM,HP,MH,12,FALSE
6409,11-10-07,OSO,*03PBC,PBL,8770,0,20.9,9.53,3.16,XPA150,SF,HP,MH,11,FALSE
64071,11-10-07,OSO,*03PBD,PBL,37665,0,22.8,7.53,3.26,"RPA,XPA150",AM,HP,MH,36,FALSE
6388,11-10-03,OSO,*03PNA,PNN,18510,0,23.1,7.69,3.29,934,BL,HP,MH,20,FALSE
63951,11-10-06,OSO,*03PNA,PNN,5326,0,23.1,7.69,3.29,919,FL,HP,MH,6,FALSE
63952,11-10-06,OSO,*03PNB,PNN,17754,0,22.3,7.6,3.31,"919,RPA",FL,HP,MH,20,FALSE
6630,11-10-31,OLV,*04CFC,CAF,8750,0,23.8,5.86,3.72,OV   3,R,HP,MH,11,FALSE
6639,11-10-31,OLV,*04CFC,CAF,16915,0,23.8,5.86,3.72,"OV   6,OV   3",BD,HP,MH,21,FALSE
6643,11-10-31,OLV,*04CFC,CAF,2153,0,23.8,5.86,3.72,OV   6,FL,HP,MH,4,FALSE
7005,11-11-04,OLV,*04CFC,CAF,6870,0,23.8,5.86,3.72,909,R,HP,MH,8,FALSE
7044,11-11-09,OLV,*04CFC,CAF,13075,13075,23.8,5.86,3.72,,BL,HP,MH,13,FALSE
64592,11-10-13,OLV,*04MEA,MER,1630,0,22.5,6.87,3.24,OV   3,BL,HP,MH,2,FALSE
6541,11-10-21,OLV,*04MEA,MER,32300,0,23.9,5.51,3.66,455,BL,MP,MH,38,FALSE
6544,11-10-21,OLV,*04MEA,MER,12930,0,23.9,5.51,3.66,455,BD,MP,MH,12,FALSE
65411,11-10-21,OLV,*04MEA,MER,10770,0,23.9,5.51,3.66,455,BL,,MH,1,FALSE
6578,11-10-26,OLV,*04MEA,MER,39830,0,23.9,5.51,3.66,907,BD,MP,MH,38,FALSE
6579,11-10-26,OLV,*04MEA,MER,14210,0,23.9,5.51,3.66,907,BD,MP,MH,12,FALSE
6448,11-10-12,OLV,*04PNB,PNN,29465,0,22.3,6.79,3.39,"OV   6,OV   4,951",R,HP,MH,33,FALSE
6452,11-10-12,OLV,*04PNB,PNN,18160,0,22.3,6.79,3.39,"939,951",BL,HP,MH,20,FALSE
69921,11-11-04,OLV,*05CAA,CAS,2564,0,19.6,10.3,3.13,453,BL,HP,MH,3,FALSE
7014,11-11-04,OLV,*05CAA,CAS,42770,0,19.6,10.3,3.13,453,BD,HP,MH,50,FALSE
69891,11-11-03,OLV,*05CAB,CAS,9987,0,19.8,8.29,3.27,452,FL,HP,MH,12,FALSE
69922,11-11-04,OLV,*05CAD,CAS,32471,0,20.8,8.26,3.23,452,BL,HP,MH,38,FALSE
7015,11-11-05,OLV,*05CAD,CAS,8660,0,20.8,8.26,3.23,456,BL,HP,MH,10,FALSE
69841,11-11-03,OLV,*05CAE,CAS,4455,0,19.1,9.37,3.19,452,BD,HP,MH,5,FALSE
69892,11-11-03,OLV,*05CAE,CAS,8323,0,19.1,9.37,3.19,452,FL,HP,MH,10,FALSE
69842,11-11-03,OLV,*05CAH,CAS,1782,0,20.8,11.4,3.16,452,BD,HP,MH,2,FALSE
