"","Field","Block","Planted","Variety","Acres","Lag.Phase.G.Vine","Pick.Weight.Grams","X","Year","Plants","Row.Spacing","Av.Bunch.Weight.Grams","Clust.per.Vine","Spurs.per.Block","Berries.per.Cluster","Row","Av.Berry.Weight.Grams","Av.Berry.Weight.Grams.1","Av.Bunch.Weight.Grams.1","Lag.Estimate.t","Berry.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg","Bunch.Veraison.Estimate.Kg.1","X2007.Actual","Percentage","Notes","Veraison.Estimate","X2008.Actual","CommentsPlanted","CommentsFlowering","CommentsVerasion","CommentsBudburst","phenologyEvent","phenologyDate"
"3347","F1","B6",1997,"Sauvig. Blanc",1.49,616,NA,NA,"2011",2213,"2.1 x 1.4","65",9.5,NA,"100.8",NA,0.65,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 14-May","Budburst",2011-05-14
"3348","F1","B7",1975,"Chasselas",4.32,2741,NA,NA,"2011",2114,"3.0 x 2.1","83.7",32.7,NA,"116.3",NA,0.72,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 2-Jul","original verasion date is NA","original budburst date is 16-May","Budburst",2011-05-16
"3349","F2","B1",2010,"Syrah",NA,NA,NA,NA,"2011",3911,"2.1 x 1.5","-",NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 3-May","Budburst",2011-05-03
"3350","F2","B2",1998,"Merlot",2.79,1242,NA,NA,"2011",4500,"2.1 x 1.4","92.5",13.4,NA,"129.4",NA,0.72,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 17-May","Budburst",2011-05-17
"3351","F2","B3",1975,"Chasselas",1.92,2202,NA,NA,"2011",1590,"3.0 x 2.1","94.9",23.2,NA,"103.7",NA,0.92,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 2-Jul","original verasion date is NA","original budburst date is 16-May","Budburst",2011-05-16
"3353","F2","B4",1987,"Chardonnay",1.42,2032,NA,NA,"2011",1532,"2.7 x 1.3","100",20.3,NA,"129",NA,0.78,NA,NA,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 12-May","Budburst",2011-05-12
"3354","F2","B5",1993,"Chardonnay",0.72,1952,NA,NA,"2011",800,"2.4 x 1.2","112.5",17.4,NA,"131.6",NA,0.86,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 12-May","Budburst",2011-05-12
"3355","F2","B6",1997,"Chenin Blanc",4.04,1228,NA,NA,"2011",6500,"2.1 x 1.4","97.7",12.6,NA,"139.6",NA,0.7,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 9-May","Budburst",2011-05-09
"3356","F2","B7",1998,"Merlot",2.7,911,NA,NA,"2011",4500,"2.1 x 1.4","77.5",11.8,NA,"163.2",NA,0.48,NA,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 17-May","Budburst",2011-05-17
"3358","F2","B9",2007,"Grafted Merlot",0.78,1624,NA,NA,"2011",1257,"2.1 x 1.4","140",11.6,NA,"166.7",NA,0.84,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 14-May","Budburst",2011-05-14
"3359","F3","B1",2005,"Pinot Noir",1.79,1320,NA,NA,"2011",2895,"2.1 x 1.1","88",15,NA,"123.9",NA,0.71,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 11-May","Budburst",2011-05-11
"3360","F3","B2",1965,"Foch",1.09,2102,NA,NA,"2011",780,"3.1 x 2.1","51.2",41,NA,"75.3",NA,0.68,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 22-Jun","original verasion date is NA","original budburst date is 6-May","Budburst",2011-05-06
"3361","F3","B3",1996,"Pinot Noir",2.47,1254,NA,NA,"2011",5000,"2.0 x 1.0","89.1",14.1,NA,"128.2",NA,0.7,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Budburst",2011-05-15
"3362","F3","B4",1996,"Chardonnay",2.57,1543,NA,NA,"2011",5000,"2.0 x 1.0","92.9",16.6,NA,"142.9",NA,0.65,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 10-May","Budburst",2011-05-10
"3363","F3","B5",1990,"Pinot Noir",0.92,1515,NA,NA,"2011",1103,"2.4 x 1.3","105",14.4,NA,"140.9",NA,0.75,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Budburst",2011-05-15
"3366","F3","B8",1975,"Pinot Noir",0.47,1412,NA,NA,"2011",631,"2.4 x 1.3","88.9",15.9,NA,"137.8",NA,0.65,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Budburst",2011-05-15
"3367","F4","B1",1982,"Grafted Chard",2.35,1751,NA,NA,"2011",2614,"2.4 x 1.3","96",18.2,NA,"154.8",NA,0.62,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 10-May","Budburst",2011-05-10
"3368","F4","B2",2005,"Pinot Noir",0.9,1277,NA,NA,"2011",1240,"2.1 x 1.1","92.5",13.8,NA,"125",NA,0.74,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 9-May","Budburst",2011-05-09
"3369","F4","B3",1990,"Pinot Noir",2.68,1238,NA,NA,"2011",3279,"2.4 x 1.3","90",13.8,NA,"106.5",NA,0.85,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 15-May","Budburst",2011-05-15
"3370","F4","B4",1965,"Foch",0.83,2413,NA,NA,"2011",1339,"3.0 x 2.1","58.3",39.6,NA,"92.6",NA,0.63,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was 22-Jun","original verasion date is NA","original budburst date is 6-May","Budburst",2011-05-06
"3371","F4","B5",2003,"Cab Sauvignon",2.36,1041,NA,NA,"2011",3920,"2.1 x 1.2","88",12,NA,"133",NA,0.66,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is 19-May","Budburst",2011-05-19
"3372","F4","B6",1997,"Cab Sauvignon",1.17,1153,NA,NA,"2011",1900,"2.0 x 1.4","102.5",11.3,NA,"155.3",NA,0.66,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is 19-May","Budburst",2011-05-19
"3373","F4","B7",2005,"Pinot Noir",0.53,1516,NA,NA,"2011",965,"2.1 x 1.1","117.5",12.9,NA,"162.1",NA,0.73,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 9-May","Budburst",2011-05-09
"3375","F4","B9",2005,"Pinot Noir",1.63,1514,NA,NA,"2011",2600,"2.1 x 1.1","87.5",17.3,NA,"142.3",NA,0.62,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 9-May","Budburst",2011-05-09
"3376","F4","B10",1990,"Pinot Noir",1.72,1480,NA,NA,"2011",2093,"2.4 x 1.3","100",14.8,NA,"122.7",NA,0.82,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 13-May","Budburst",2011-05-13
"3377","F4","B11",2003,"Pinot Noir",1.57,823,NA,NA,"2011",2600,"2.1 x 1.1","78",11,NA,"106",NA,0.73,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 13-May","Budburst",2011-05-13
"3378","F5","B1",1997,"Chardonnay",1.8,1040,NA,NA,"2011",3000,"2.0 x 1.4","71.8",14.5,NA,"128.2",NA,0.56,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 12-May","Budburst",2011-05-12
"3381","F5","B4",1997,"Chardonnay",1.03,1363,NA,NA,"2011",1000,"2.0 x 1.4","84.4",16.2,NA,"127.8",NA,0.66,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 12-May","Budburst",2011-05-12
"3382","F5","B5",1997,"Pinot Noir",1.01,1285,NA,NA,"2011",2450,"2.0 x 1.1","100",12.9,NA,"136.1",NA,0.74,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 13-May","Budburst",2011-05-13
"3384","F5","B7",1997,"Cab Sauvignon",0.95,1389,NA,NA,"2011",1716,"2.0 x 1.4","95",14.6,NA,"159.7",NA,0.6,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is 19-May","Budburst",2011-05-19
"3385","F5","B8",1994,"Gewurztraminer",0.52,1210,NA,NA,"2011",632,"2.4 x 1.3","80",15.1,NA,"104.6",NA,0.77,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 10-May","Budburst",2011-05-10
"3389","Osy","",1978,"Old Foch",9.8,NA,NA,NA,"2011",4600,"3 x 1.6","",NA,NA,"",NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 15-Jun","original verasion date is NA","original budburst date is 3-May","Budburst",2011-05-03
"3390","","",2006,"Young Foch",2.96,NA,NA,NA,"2011",2926,"3 x 1.4","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 13-Jun","original verasion date is NA","original budburst date is 29-Apr","Budburst",2011-04-29
"3391","","",2006,"Chenin Blanc",1.65,NA,NA,NA,"2011",4061,"2.1 x 1.1","",NA,NA,"",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 23-Jun","original verasion date is NA","original budburst date is 6-May","Budburst",2011-05-06
"3392","","",2006,"Syrah",1.6,NA,NA,NA,"2011",1748,"2.1 x 1.6","",NA,NA,"",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was ?","original verasion date is NA","original budburst date is 9-May","Budburst",2011-05-09
"3393","PAT","",2006,"Patricia",9.2,NA,NA,NA,"2011",15885,"2.1 x 1.1","",NA,NA,"",NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is 17-May","Budburst",2011-05-17
"3394","MRT","",2008,"Riesling",13.96,2060,NA,NA,"2011",22995,"2.1 x 1.1","97",21.2,NA,"122.0",NA,0.8,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 2-Jul","original verasion date is NA","original budburst date is 15-May","Budburst",2011-05-15
"3396","F1","B1",1994,"Merlot",0.91,2092,NA,NA,"2012",996,"2.4 x 1.2","118.2",17.7,NA,"154",NA,0.77,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1994/97","original flowering date was 1-Jul","original verasion date is NA","original budburst date is 10-May","Budburst",2012-05-10
"3397","F1","B1",1994,"Cab. Sauvignon",0.19,NA,NA,NA,"2012",130,"2.4 x 1.2",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 10-May","Budburst",2012-05-10
"3398","F1","B2",1996,"Chardonnay",1.82,988,NA,NA,"2012",2213,"2.0 x 1.0","62.5",15.8,NA,"97",NA,0.65,NA,NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 30-Apr","Budburst",2012-04-30
"3399","F1","B3",1982,"Optima",4.43,1951,NA,NA,"2012",4833,"2.7 x 1.3","88.3",22.1,NA,"142",NA,0.62,NA,NA,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 5-May","Budburst",2012-05-05
"3400","F1","B4",1982,"Riesling",5.07,1985,NA,NA,"2012",5536,"2.7 x 1.3","89.4",22.2,NA,"131",NA,0.68,NA,NA,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 7-May","Budburst",2012-05-07
"3401","F1","B5",1997,"Pinot Blanc",3.38,1430,NA,NA,"2012",5341,"2.1 x 1.4","100",14.3,NA,"167",NA,0.6,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1997/98","original flowering date was 29-Jun","original verasion date is NA","original budburst date is 1-May","Budburst",2012-05-01
"3402","F1","B6",1997,"Sauvig. Blanc",1.49,1223,NA,NA,"2012",2213,"2.1 x 1.4","75",16.3,NA,"142",NA,0.53,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 1-May","Budburst",2012-05-01
"3403","F1","B7",1975,"Chasselas",4.32,6227,NA,NA,"2012",2114,"3.0 x 2.1","108.3",57.5,NA,"137",NA,0.79,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 1-Jul","original verasion date is NA","original budburst date is 4-May","Budburst",2012-05-04
"3404","F2","B1",2010,"Syrah",NA,1192,NA,NA,"2012",3911,"2.1 x 1.5","72.7",16.4,NA,"155",NA,0.47,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 26-Jun","original verasion date is NA","original budburst date is 28-Apr","Budburst",2012-04-28
"3405","F2","B2",1998,"Merlot",2.79,2405,NA,NA,"2012",4500,"2.1 x 1.4","128.6",18.7,NA,"155",NA,0.83,NA,NA,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 8-May","Budburst",2012-05-08
"3406","F2","B3",1975,"Chasselas",1.92,2888,NA,NA,"2012",1590,"3.0 x 2.1","125",23.1,NA,"132",NA,0.95,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/83","original flowering date was 1-Jul","original verasion date is NA","original budburst date is 4-May","Budburst",2012-05-04
"3408","F2","B4",1987,"Chardonnay",1.42,2650,NA,NA,"2012",1532,"2.7 x 1.3","92",28.8,NA,"135",NA,0.68,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 1-May","Budburst",2012-05-01
"3409","F2","B5",1993,"Chardonnay",0.72,2650,NA,NA,"2012",800,"2.4 x 1.2","92",28.8,NA,"135",NA,0.68,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 1-May","Budburst",2012-05-01
"3410","F2","B6",1997,"Chenin Blanc",4.04,1752,NA,NA,"2012",6500,"2.1 x 1.4","120.8",14.5,NA,"180",NA,0.67,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 3-May","Budburst",2012-05-03
"3411","F2","B7",1998,"Merlot",2.7,1472,NA,NA,"2012",4500,"2.1 x 1.4","80",18.4,NA,"127",NA,0.63,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 9-May","Budburst",2012-05-09
"3412","F2","B8",1998,"Merlot",0.85,855,NA,NA,"2012",1600,"2.1 x 1.4","50",17.1,NA,"85",NA,0.59,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30_Jun","original verasion date is NA","original budburst date is 9-May","Budburst",2012-05-09
"3413","F2","B9",2007,"Grafted Merlot",0.78,2238,NA,NA,"2012",1257,"2.1 x 1.4","107.1",20.9,NA,"162",NA,0.66,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 8-May","Budburst",2012-05-08
"3414","F3","B1",2005,"Pinot Noir",1.79,931,NA,NA,"2012",2895,"2.1 x 1.1","52",17.9,NA,"106",NA,0.49,NA,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 26-Jun","original verasion date is NA","original budburst date is 1-May","Budburst",2012-05-01
"3415","F3","B2",1965,"Foch",1.09,3059,NA,NA,"2012",780,"3.1 x 2.1","52.2",58.6,NA,"124",NA,0.42,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 22-Jun","original verasion date is NA","original budburst date is 29-Apr","Budburst",2012-04-29
"3416","F3","B3",1996,"Pinot Noir",2.47,877,NA,NA,"2012",5000,"2.0 x 1.0","51.6",17,NA,"98",NA,0.53,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 28-Jun","original verasion date is NA","original budburst date is 5-May","Budburst",2012-05-05
"3417","F3","B4",1996,"Chardonnay",2.57,900,NA,NA,"2012",5000,"2.0 x 1.0","57.7",15.6,NA,"118",NA,0.49,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 25-Jun","original verasion date is NA","original budburst date is 1-May","Budburst",2012-05-01
"3418","F3","B5",1990,"Pinot Noir",0.92,1875,NA,NA,"2012",1103,"2.4 x 1.3","80.8",23.2,NA,"136",NA,0.6,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 5-May","Budburst",2012-05-05
"3419","F3","B6",1987,"Pinot Noir",0.55,1492,NA,NA,"2012",600,"2.4 x 1.3","61.9",24.1,NA,"114",NA,0.55,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 5-May","Budburst",2012-05-05
"3420","F3","B7",1987,"Pinot Noir",0.96,1228,NA,NA,"2012",1160,"2.4 x 1.3","59.3",20.7,NA,"111",NA,0.54,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 5-May","Budburst",2012-05-05
"3421","F3","B8",1975,"Pinot Noir",0.47,1326,NA,NA,"2012",631,"2.4 x 1.3","60",22.1,NA,"118",NA,0.51,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1975/90","original flowering date was 27-Jun","original verasion date is NA","original budburst date is 5-May","Budburst",2012-05-05
"3422","F4","B1",1982,"Grafted Chard",2.35,2038,NA,NA,"2012",2614,"2.4 x 1.3","81.5",25,NA,"142",NA,0.58,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 30-Apr","Budburst",2012-04-30
"3423","F4","B2",2005,"Pinot Noir",0.9,978,NA,NA,"2012",1240,"2.1 x 1.1","60",16.3,NA,"110",NA,0.55,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 3-May","Budburst",2012-05-03
"3424","F4","B3",1990,"Pinot Noir",2.68,1534,NA,NA,"2012",3279,"2.4 x 1.3","66.7",23,NA,"104",NA,0.64,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 4-May","Budburst",2012-05-04
"3425","F4","B4",1965,"Foch",0.83,1857,NA,NA,"2012",1339,"3.0 x 2.1","43.5",42.7,NA,"104",NA,0.42,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,"dates planted range  1965/98","original flowering date was 22-Jun","original verasion date is NA","original budburst date is 29-Apr","Budburst",2012-04-29
"3426","F4","B5",2003,"Cab Sauvignon",2.36,1410,NA,NA,"2012",3920,"2.1 x 1.2","90",16,NA,"161",NA,0.56,NA,NA,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 30-Jun","original verasion date is NA","original budburst date is 10-May","Budburst",2012-05-10
"3427","F4","B6",1997,"Cab Sauvignon",1.17,1505,NA,NA,"2012",1900,"2.0 x 1.4","85",17.7,NA,"142",NA,0.6,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 29-Jun","original verasion date is NA","original budburst date is 8-May","Budburst",2012-05-08
"3428","F4","B7",2005,"Pinot Noir",0.53,1803,NA,NA,"2012",965,"2.1 x 1.1","100.7",17.9,NA,"133",NA,0.76,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 3-May","Budburst",2012-05-03
"3429","F4","B8",2005,"Pinot Noir",1.25,1803,NA,NA,"2012",1990,"2.1 x 1.1","100.7",17.9,NA,"133",NA,0.76,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 3-May","Budburst",2012-05-03
"3430","F4","B9",2005,"Pinot Noir",1.63,1803,NA,NA,"2012",2600,"2.1 x 1.1","100.7",17.9,NA,"133",NA,0.76,NA,NA,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 3-May","Budburst",2012-05-03
"3431","F4","B10",1990,"Pinot Noir",1.72,1997,NA,NA,"2012",2093,"2.4 x 1.3","106.8",18.7,NA,"132",NA,0.81,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 4-May","Budburst",2012-05-04
"3432","F4","B11",2003,"Pinot Noir",1.57,1148,NA,NA,"2012",2600,"2.1 x 1.1","81",14,NA,"127",NA,0.64,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 2-May","Budburst",2012-05-02
"3433","F5","B1",1997,"Chardonnay",1.8,1629,NA,NA,"2012",3000,"2.0 x 1.4","106.5",15.3,NA,"124",NA,0.86,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 2-May","Budburst",2012-05-02
"3434","F5","B2",1997,"Chardonnay",1.92,1485,NA,NA,"2012",3000,"2.0 x 1.4","94",15.8,NA,"104",NA,0.9,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 2-May","Budburst",2012-05-02
"3435","F5","B3",1997,"Chardonnay",1.43,2217,NA,NA,"2012",3000,"2.0 x 1.4","119.2",18.6,NA,"145",NA,0.82,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 2-May","Budburst",2012-05-02
"3436","F5","B4",1997,"Chardonnay",1.03,1884,NA,NA,"2012",1000,"2.0 x 1.4","108.25",17.4,NA,"132",NA,0.82,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 2-May","Budburst",2012-05-02
"3437","F5","B5",1997,"Pinot Noir",1.01,1746,NA,NA,"2012",2450,"2.0 x 1.1","100.95",17.3,NA,"133",NA,0.76,NA,NA,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 6-May","Budburst",2012-05-06
"3438","F5","B6",1997,"Pinot Noir",1.5,1610,NA,NA,"2012",3200,"2.0 x 1.1","105.95",15.2,NA,"139",NA,0.76,NA,NA,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 27-Jun","original verasion date is NA","original budburst date is 6-May","Budburst",2012-05-06
"3439","F5","B7",1997,"Cab Sauvignon",0.95,1893,NA,NA,"2012",1716,"2.0 x 1.4","101.75",18.6,NA,"152",NA,0.67,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 1-Jul","original verasion date is NA","original budburst date is 10-May","Budburst",2012-05-10
"3440","F5","B8",1994,"Gewurztraminer",0.52,867,NA,NA,"2012",632,"2.4 x 1.3","44",19.7,NA,"64",NA,0.69,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 28_Jun","original verasion date is NA","original budburst date is 2-May","Budburst",2012-05-02
"3441","F5","B9",1989,"Gewurztraminer",1.37,867,NA,NA,"2012",1526,"2.4 x 1.3","44",19.7,NA,"64",NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"original flowering date was 28-Jun","original verasion date is NA","original budburst date is 2-May","Budburst",2012-05-02
