"","company","vineyard","block","variety","year","month","day","event","notes"
"12607","Arterra","Thomas","6","Pinot Gris",2014,"Aug","16","Veraison","Own"
"12608","Arterra","Thomas","7","Chardonnay",2014,"Aug","15","Veraison","Own"
"12609","Arterra","Thomas","8","Chardonnay",2014,"Aug","17","Veraison","Own"
"12610","Arterra","Thomas","9","Pinot Gris",2014,"Aug","14","Veraison","Own"
"12611","Arterra","Whitetail","A","Semillon",2014,"Aug","12","Veraison","Own"
"12613","Arterra","Whitetail","B","Riesling",2014,"Aug","25","Veraison","Own"
"12615","Arterra","Whitetail","C","Chardonnay",2014,"Aug","13","Veraison","Own"
"12616","Arterra","Whitetail","D","Sauvignon Blanc",2014,"Aug","19","Veraison","Own"
"12617","Arterra","Whitetail","E","Sauvignon Blanc",2014,"Aug","19","Veraison","Own"
"12618","Arterra","Whitetail","F","Cabernet Sauvignon",2014,"Aug","21","Veraison","Own"
"12619","Arterra","Bearcub","H","Merlot",2011,"Sep","8","Veraison","Own"
"12620","Arterra","Whitetail","H","Pinotage",2014,"Aug","19","Veraison","Own"
"12621","Arterra","Whitetail","I","Gewurztraminer",2014,"Aug","15","Veraison","Own"
"12622","Arterra","Whitetail","J","Riesling",2014,"Aug","21","Veraison","Own"
"12623","Arterra","Whitetail","K","Gewurztraminer",2014,"Aug","14","Veraison","Own"
"12624","Arterra","Whitetail","L_Bottom","Riesling",2014,"Aug","22","Veraison","Own"
"12625","Arterra","Whitetail","L_Top","Riesling",2014,"Aug","19","Veraison","Own"
"12626","Arterra","Whitetail","M","Riesling",2014,"Aug","21","Veraison","Own"
"12627","Arterra","Whitetail","N","Pinot Blanc",2014,"Aug","18","Veraison","Own"
"12628","Arterra","Whitetail","N2","Vidal",2014,"Aug","18","Veraison","Own"
"12629","Arterra","Whitetail","O","Vidal",2014,"Aug","18","Veraison","Own"
"12630","Arterra","Whitetail","OIB_North","Chardonnay",2014,"Aug","12","Veraison","Own"
"12631","Arterra","Whitetail","OIB_South","Chardonnay",2014,"Aug","11","Veraison","Own"
"12632","Arterra","Whitetail","P","Pinot Gris",2014,"Aug","22","Veraison","Own"
"12633","Arterra","Bearcub","A","Shiraz",2015,"Jul","27","Veraison","Own"
"12634","Arterra","Bearcub","A2","Shiraz",2015,"Jul","26","Veraison","Own"
"12635","Arterra","Bearcub","B","Cabernet Sauvignon",2015,"Aug","4","Veraison","Own"
"12636","Arterra","Bearcub","C","Cabernet Sauvignon",2015,"Aug","4","Veraison","Own"
"12637","Arterra","Bearcub","D","Cabernet Sauvignon",2015,"Aug","6","Veraison","Own"
"12638","Arterra","Bearcub","E","Cabernet Sauvignon",2015,"Aug","7","Veraison","Own"
"12639","Arterra","Bearcub","F","Shiraz",2015,"Jul","29","Veraison","Own"
"12642","Arterra","Bearcub","I","Cabernet Franc",2015,"Aug","6","Veraison","Own"
"12644","Arterra","Bearcub","K","Zinfandel",2015,"Aug","2","Veraison","Own"
"12645","Arterra","Bearcub","K2","Zinfandel",2015,"Aug","2","Veraison","Own"
"12646","Arterra","Bearcub","L","Pinot Noir",2015,"Jul","29","Veraison","Own"
"12647","Arterra","Bearcub","L2","Sangiovese",2015,"Jul","31","Veraison","Own"
"12648","Arterra","Bearcub","M","Sauvignon Blanc",2015,"Jul","30","Veraison","Own"
"12649","Arterra","Bearcub","N","Sauvignon Blanc",2015,"Jul","27","Veraison","Own"
"12650","Arterra","Bearcub","O","Shiraz",2015,"Jul","30","Veraison","Own"
"12651","Arterra","Bearcub","P","Pinot Noir",2015,"Jul","29","Veraison","Own"
"12652","Arterra","Bearcub","Q","Cabernet Sauvignon",2015,"Aug","4","Veraison","Own"
"12653","Arterra","Bearcub","R","Sauvignon Blanc",2015,"Jul","30","Veraison","Own"
"12654","Arterra","BSV","4C","Merlot",2011,"Aug","30","Veraison","Own"
"12655","Arterra","BSV","4D","Chardonnay",2015,"Aug","1","Veraison","Own"
"12656","Arterra","BSV","4E","Chardonnay",2015,"Jul","31","Veraison","Own"
"12657","Arterra","BSV","4F","Semillon",2015,"Aug","6","Veraison","Own"
"12658","Arterra","BSV","4G","Cabernet Franc",2015,"Aug","6","Veraison","Own"
"12659","Arterra","BSV","4H","Cabernet Franc",2015,"Aug","3","Veraison","Own"
"12660","Arterra","BSV","5A","Merlot",2011,"Aug","30","Veraison","Own"
"12661","Arterra","BSV","5B1","Malbec",2015,"Aug","1","Veraison","Own"
"12662","Arterra","BSV","5B2","Zinfandel",2015,"Aug","3","Veraison","Own"
"12663","Arterra","BSV","5B3","Tempranillo",2015,"Jul","28","Veraison","Own"
"12664","Arterra","BSV","5C","Chardonnay",2015,"Jul","30","Veraison","Own"
"12666","Arterra","BSV2","1","Shiraz",2015,"Jul","29","Veraison","Own"
"12667","Arterra","BSV2","2","Merlot",2011,"Aug","23","Veraison","Own"
"12668","Arterra","BSV2","3","Shiraz",2015,"Aug","1","Veraison","Own"
"12669","Arterra","BSV2","4","Cabernet Sauvignon",2015,"Jul","30","Veraison","Own"
"12670","Arterra","BSV2","5","Merlot",2011,"Aug","20","Veraison","Own"
"12671","Arterra","BSV2","1B","Cabernet Franc",2015,"Aug","6","Veraison","Own"
"12672","Arterra","BSV2","4B","Cabernet Sauvignon",2015,"Aug","2","Veraison","Own"
"12673","Arterra","Bullpine","A","Merlot",2011,"Aug","29","Veraison","Own"
"12674","Arterra","Bullpine","B","Merlot",2011,"Aug","28","Veraison","Own"
"12675","Arterra","Bullpine","C","Merlot",2011,"Aug","29","Veraison","Own"
"12676","Arterra","Bullpine","D","Merlot",2011,"Aug","28","Veraison","Own"
"12677","Arterra","Bullpine","E","Shiraz",2015,"Aug","2","Veraison","Own"
"12678","Arterra","Bullpine","F","Merlot",2011,"Aug","30","Veraison","Own"
"12679","Arterra","Bullpine","G","Merlot",2011,"Aug","30","Veraison","Own"
"12680","Arterra","Bullpine","H","Shiraz",2015,"Aug","2","Veraison","Own"
"12681","Arterra","Bullpine","I","Viognier",2015,"Aug","4","Veraison","Own"
"12682","Arterra","Bullpine","K","Merlot",2011,"Aug","30","Veraison","Own"
"12683","Arterra","Bullpine","O","Merlot",2011,"Aug","31","Veraison","Own"
"12684","Arterra","Bullpine","L","Shiraz",2015,"Aug","3","Veraison","Own"
"12686","Arterra","Bullpine","N","Pinot Noir",2015,"Aug","1","Veraison","Own"
"12687","Arterra","Bullpine","U","Merlot",2011,"Aug","29","Veraison","Own"
"12688","Arterra","Bullpine","P","Cabernet Sauvignon",2015,"Aug","3","Veraison","Own"
"12689","Arterra","Bullpine","R","Cabernet Sauvignon",2015,"Aug","6","Veraison","Own"
"12690","Arterra","Bullpine","S","Cabernet Sauvignon",2015,"Aug","5","Veraison","Own"
"12691","Arterra","Bullpine","T","Cabernet Sauvignon",2015,"Aug","5","Veraison","Own"
"12692","Arterra","Bullpine","Z1","Merlot",2011,"Aug","29","Veraison","Own"
"12693","Arterra","Bullpine","V","Cabernet Sauvignon",2015,"Aug","6","Veraison","Own"
"12694","Arterra","Bullpine","W","Cabernet Sauvignon",2015,"Aug","6","Veraison","Own"
"12695","Arterra","Bullpine","X","Pinot Noir",2015,"Aug","2","Veraison","Own"
"12696","Arterra","Bullpine","Y","Sauvignon Blanc",2015,"Jul","31","Veraison","Own"
"12698","Arterra","Bullpine","Z2","Shiraz",2015,"Jul","29","Veraison","Own"
"12699","Arterra","Dark_Horse","1","Merlot",2011,"Sep","1","Veraison","Own"
"12700","Arterra","Dark_Horse","2","Merlot",2011,"Sep","1","Veraison","Own"
"12701","Arterra","Dark_Horse","3","Merlot",2011,"Sep","1","Veraison","Own"
"12702","Arterra","Dark_Horse","A","Tempranillo",2015,"Jul","31","Veraison","Own"
"12703","Arterra","Dark_Horse","B","Chardonnay",2015,"Jul","27","Veraison","Own"
"12704","Arterra","Dark_Horse","C","Cabernet Sauvignon",2015,"Aug","2","Veraison","Own"
"12705","Arterra","Dark_Horse","D","Cabernet Franc",2015,"Aug","6","Veraison","Own"
"12706","Arterra","Dark_Horse","E","Chardonnay",2015,"Jul","27","Veraison","Own"
"12707","Arterra","Dark_Horse","F","Merlot",2011,"Sep","2","Veraison","Own"
"12708","Arterra","Dark_Horse","G","Pinot Noir",2015,"Jul","27","Veraison","Own"
"12709","Arterra","Dark_Horse","H","Riesling",2015,"Aug","6","Veraison","Own"
"12710","Arterra","Dark_Horse","I","Pinot Blanc",2015,"Aug","6","Veraison","Own"
"12711","Arterra","Dark_Horse","J","Merlot",2011,"Aug","30","Veraison","Own"
"12712","Arterra","Dark_Horse","K","Merlot",2011,"Aug","30","Veraison","Own"
"12713","Arterra","Dark_Horse","L","Muscat",2015,"Jul","30","Veraison","Own"
"12714","Arterra","Dark_Horse","M","Marsanne_Rousanne",2015,"Aug","6","Veraison","Own"
"12715","Arterra","Dark_Horse","N","Chardonnay",2015,"Jul","27","Veraison","Own"
"12719","Arterra","HMV","C","Pinot Blanc",2015,"Aug","5","Veraison","Own"
"12720","Arterra","HMV","D","Ehrenfelser",2015,"Jul","30","Veraison","Own"
"12721","Arterra","HMV","E","Pinot Blanc",2015,"Aug","4","Veraison","Own"
"12722","Arterra","HMV","F1","Chardonnay",2015,"Aug","4","Veraison","Own"
"12723","Arterra","HMV","F2","Chardonnay",2015,"Aug","3","Veraison","Own"
"12724","Arterra","HMV","G1","Gewurztraminer",2015,"Aug","13","Veraison","Own"
"12725","Arterra","HMV","G2","Gewurztraminer",2015,"Aug","11","Veraison","Own"
"12726","Arterra","HMV","H","Chardonnay",2015,"Jul","31","Veraison","Own"
"12727","Arterra","HMV","I","Chardonnay",2015,"Aug","1","Veraison","Own"
"12728","Arterra","HMV","J","Chardonnay",2015,"Aug","3","Veraison","Own"
"12729","Arterra","HMV","K","Gewurztraminer",2015,"Aug","11","Veraison","Own"
"12732","Arterra","HMV","N","Gamay Noir",2015,"Aug","4","Veraison","Own"
"12733","Arterra","HMV","O","Pinot Noir",2015,"Aug","2","Veraison","Own"
"12734","Arterra","HMV","P","Gewurztraminer",2015,"Aug","11","Veraison","Own"
"12735","Arterra","HMV","Q","Gewurztraminer",2015,"Aug","12","Veraison","Own"
"12736","Arterra","HMV","R","Pinot Blanc",2015,"Aug","5","Veraison","Own"
"12737","Arterra","HMV","S","Gewurztraminer",2015,"Aug","12","Veraison","Own"
"12738","Arterra","HMV","T","Gewurztraminer",2015,"Aug","13","Veraison","Own"
"12739","Arterra","JTV","All","Riesling",2015,"Aug","7","Veraison","Own"
"12740","Arterra","McIntyre","A","Riesling",2015,"Aug","5","Veraison","Own"
"12741","Arterra","McIntyre","B","Riesling",2015,"Aug","5","Veraison","Own"
"12742","Arterra","McIntyre","C","Riesling",2015,"Aug","5","Veraison","Own"
"12743","Arterra","McIntyre","D","Chenin Blanc",2015,"Aug","5","Veraison","Own"
"12744","Arterra","McIntyre","D2","Gewurztraminer",2015,"Jul","30","Veraison","Own"
"12745","Arterra","McIntyre","E","Sauvignon Blanc",2015,"Jul","27","Veraison","Own"
"12746","Arterra","McIntyre","F","Sauvignon Blanc",2015,"Jul","28","Veraison","Own"
"12747","Arterra","McIntyre","G","Gewurztraminer",2015,"Jul","31","Veraison","Own"
"12748","Arterra","McIntyre","H","Pinot Gris",2015,"Jul","29","Veraison","Own"
"12749","Arterra","McIntyre","I","Pinot Gris",2015,"Jul","28","Veraison","Own"
"12750","Arterra","McIntyre","J","Chardonnay",2015,"Jul","29","Veraison","Own"
"12751","Arterra","McIntyre","K","Petit Verdot",2015,"Aug","16","Veraison","Own"
"12752","Arterra","McIntyre","L","Malbec",2015,"Aug","4","Veraison","Own"
"12753","Arterra","McIntyre","M","Cabernet Franc",2015,"Aug","6","Veraison","Own"
"12755","Arterra","McIntyre","O","Pinot Noir",2015,"Jul","29","Veraison","Own"
"12757","Arterra","McIntyre","Q","Cabernet Sauvignon",2015,"Aug","2","Veraison","Own"
"12760","Arterra","Nk_Mip","3","Shiraz",2015,"Jul","30","Veraison","Own"
"12762","Arterra","Nk_Mip","B","Cabernet Sauvignon",2015,"Aug","6","Veraison","Own"
"12763","Arterra","Nk_Mip","C","Shiraz",2015,"Jul","31","Veraison","Own"
"12764","Arterra","Nk_Mip","D","Cabernet Franc",2015,"Aug","3","Veraison","Own"
"12766","Arterra","Nk_Mip","F","Shiraz",2015,"Jul","28","Veraison","Own"
"12772","Arterra","Thomas","1","Viognier",2015,"Aug","5","Veraison","Own"
"12773","Arterra","Thomas","2","Viognier",2015,"Aug","5","Veraison","Own"
"12774","Arterra","Thomas","3","Chardonnay",2015,"Jul","31","Veraison","Own"
"12775","Arterra","Thomas","4","Chardonnay",2015,"Jul","31","Veraison","Own"
"12776","Arterra","Thomas","5","Pinot Gris",2015,"Aug","4","Veraison","Own"
"12777","Arterra","Thomas","6","Pinot Gris",2015,"Aug","3","Veraison","Own"
"12778","Arterra","Thomas","7","Chardonnay",2015,"Aug","1","Veraison","Own"
"12779","Arterra","Thomas","8","Chardonnay",2015,"Jul","31","Veraison","Own"
"12780","Arterra","Thomas","9","Pinot Gris",2015,"Aug","1","Veraison","Own"
"12781","Arterra","Thomas","10","Pinot Gris",2015,"Jul","31","Veraison","Own"
"12782","Arterra","Thomas","11","Chardonnay",2015,"Jul","31","Veraison","Own"
"12783","Arterra","Thomas","12","Pinot Gris",2015,"Aug","1","Veraison","Own"
"12784","Arterra","Thomas","13","Pinot Gris",2015,"Aug","2","Veraison","Own"
"12785","Arterra","Thomas","14","Chardonnay",2015,"Jul","31","Veraison","Own"
"12786","Arterra","Thomas","15","Chardonnay",2015,"Aug","1","Veraison","Own"
"12787","Arterra","Thomas","16","Chardonnay",2015,"Jul","31","Veraison","Own"
"12788","Arterra","Thomas","17","Chardonnay",2015,"Jul","31","Veraison","Own"
"12789","Arterra","Thomas","18","Chardonnay",2015,"Aug","1","Veraison","Own"
"12790","Arterra","Thomas","19","Viognier",2015,"Aug","5","Veraison","Own"
"12791","Arterra","Thomas","20","Viognier",2015,"Aug","5","Veraison","Own"
"12792","Arterra","Thomas","21","Pinot Gris",2015,"Jul","31","Veraison","Own"
"12793","Arterra","Thomas","22","Pinot Gris",2015,"Jul","31","Veraison","Own"
"12794","Arterra","Thomas","23","Pinot Gris",2015,"Aug","2","Veraison","Own"
"12795","Arterra","Thomas","24","Pinot Noir",2015,"Aug","1","Veraison","Own"
"12796","Arterra","Thomas","25","Pinot Gris",2015,"Aug","3","Veraison","Own"
"12797","Arterra","Whitetail","A","Semillon",2015,"Jul","28","Veraison","Own"
"12801","Arterra","Whitetail","C","Chardonnay",2015,"Jul","29","Veraison","Own"
"12802","Arterra","Whitetail","D","Sauvignon Blanc",2015,"Jul","27","Veraison","Own"
"12803","Arterra","Whitetail","E","Sauvignon Blanc",2015,"Jul","27","Veraison","Own"
"12804","Arterra","Whitetail","F","Cabernet Sauvignon",2015,"Aug","1","Veraison","Own"
"12806","Arterra","Whitetail","H","Pinotage",2015,"Jul","28","Veraison","Own"
"12807","Arterra","Whitetail","I","Gewurztraminer",2015,"Aug","1","Veraison","Own"
"12808","Arterra","Whitetail","J","Riesling",2015,"Aug","4","Veraison","Own"
"12809","Arterra","Whitetail","K","Gewurztraminer",2015,"Jul","29","Veraison","Own"
"12810","Arterra","Whitetail","L_Bottom","Riesling",2015,"Aug","3","Veraison","Own"
"12811","Arterra","Whitetail","L_Top","Riesling",2015,"Aug","5","Veraison","Own"
"12812","Arterra","Whitetail","M","Riesling",2015,"Aug","5","Veraison","Own"
"12813","Arterra","Whitetail","N","Pinot Blanc",2015,"Aug","4","Veraison","Own"
"12814","Arterra","Whitetail","N2","Vidal",2015,"Aug","6","Veraison","Own"
"12815","Arterra","Whitetail","O","Vidal",2015,"Aug","6","Veraison","Own"
"12816","Arterra","Whitetail","OIB_North","Chardonnay",2015,"Jul","26","Veraison","Own"
"12817","Arterra","Whitetail","OIB_South","Chardonnay",2015,"Jul","26","Veraison","Own"
"12818","Arterra","Whitetail","P","Pinot Gris",2015,"Aug","1","Veraison","Own"
"12819","Arterra","Bearcub","A","Shiraz",2016,"Jul","29","Veraison","Own"
"12820","Arterra","Bearcub","A2","Shiraz",2016,"Jul","28","Veraison","Own"
"12821","Arterra","Bearcub","B","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12822","Arterra","Bearcub","B","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12823","Arterra","Bearcub","C","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12824","Arterra","Bearcub","C","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12825","Arterra","Bearcub","C","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12826","Arterra","Bearcub","D","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12827","Arterra","Bearcub","E","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12828","Arterra","Bearcub","F","Shiraz",2016,"Jul","30","Veraison","Own"
"12829","Arterra","Bearcub","F","Shiraz",2016,"Jul","30","Veraison","Own"
"12835","Arterra","Bearcub","I","Cabernet Franc",2016,"Aug","11","Veraison","Own"
"12836","Arterra","Bearcub","I","Cabernet Franc",2016,"Aug","11","Veraison","Own"
"12837","Arterra","Bearcub","I","Cabernet Franc",2016,"Aug","11","Veraison","Own"
"12839","Arterra","Bearcub","K","Zinfandel",2016,"Aug","8","Veraison","Own"
"12840","Arterra","Bearcub","K","Zinfandel",2016,"Aug","8","Veraison","Own"
"12841","Arterra","Bearcub","K","Zinfandel",2016,"Aug","8","Veraison","Own"
"12842","Arterra","Bearcub","K2","Zinfandel",2016,"Aug","2","Veraison","Own"
"12843","Arterra","Bearcub","K2","Zinfandel",2016,"Aug","2","Veraison","Own"
"12844","Arterra","Bearcub","L","Pinot Noir",2016,"Jul","26","Veraison","Own"
"12846","Arterra","Bearcub","M","Sauvignon Blanc",2016,"Jul","28","Veraison","Own"
"12847","Arterra","Bearcub","N","Sauvignon Blanc",2016,"Jul","26","Veraison","Own"
"12848","Arterra","Bearcub","O","Shiraz",2016,"Jul","31","Veraison","Own"
"12849","Arterra","Bearcub","O","Shiraz",2016,"Jul","31","Veraison","Own"
"12850","Arterra","Bearcub","P","Pinot Noir",2016,"Jul","26","Veraison","Own"
"12851","Arterra","Bearcub","Q","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12852","Arterra","Bearcub","R","Sauvignon Blanc",2016,"Jul","26","Veraison","Own"
"12854","Arterra","BSV","4D","Chardonnay",2016,"Jul","31","Veraison","Own"
"12855","Arterra","BSV","4E","Chardonnay",2016,"Jul","31","Veraison","Own"
"12856","Arterra","BSV","4F","Semillon",2016,"Aug","4","Veraison","Own"
"12857","Arterra","BSV","4G","Cabernet Franc",2016,"Aug","15","Veraison","Own"
"12858","Arterra","BSV","4H","Cabernet Franc",2016,"Aug","15","Veraison","Own"
"12860","Arterra","BSV","5B1","Malbec",2016,"Aug","13","Veraison","Own"
"12861","Arterra","BSV","5B2","Zinfandel",2016,"Aug","11","Veraison","Own"
"12862","Arterra","BSV","5B3","Tempranillo",2016,"Aug","6","Veraison","Own"
"12863","Arterra","BSV","5C","Chardonnay",2016,"Jul","31","Veraison","Own"
"12865","Arterra","BSV2","1","Shiraz",2016,"Aug","1","Veraison","Own"
"12867","Arterra","BSV2","3","Shiraz",2016,"Aug","1","Veraison","Own"
"12868","Arterra","BSV2","4","Cabernet Sauvignon",2016,"Aug","27","Veraison","Own"
"12870","Arterra","Jentsch","A","Merlot",2011,"Sep","2","Veraison","Own"
"12871","Arterra","Nk_Mip","1","Merlot",2011,"Aug","30","Veraison","Own"
"12872","Arterra","BSV2","1B","Cabernet Franc",2016,"Aug","2","Veraison","Own"
"12873","Arterra","BSV2","1B","Cabernet Franc",2016,"Aug","2","Veraison","Own"
"12874","Arterra","BSV2","4B","Cabernet Sauvignon",2016,"Aug","1","Veraison","Own"
"12875","Arterra","Nk_Mip","2","Merlot",2011,"Aug","29","Veraison","Own"
"12876","Arterra","Nk_Mip","A","Merlot",2011,"Aug","26","Veraison","Own"
"12878","Arterra","Nk_Mip","G","Merlot",2011,"Aug","28","Veraison","Own"
"12882","Arterra","Bullpine","E","Shiraz",2016,"Aug","2","Veraison","Own"
"12886","Arterra","Whitetail","G","Merlot",2011,"Sep","5","Veraison","Own"
"12887","Arterra","Bullpine","H","Shiraz",2016,"Aug","2","Veraison","Own"
"12888","Arterra","Bullpine","I","Viognier",2016,"Aug","1","Veraison","Own"
"12889","Arterra","Bullpine","I","Viognier",2016,"Aug","1","Veraison","Own"
"12890","Arterra","Bullpine","I","Viognier",2016,"Aug","1","Veraison","Own"
"12891","Arterra","Bearcub","G","Merlot",2012,"Aug","27","Veraison","Own"
"12892","Arterra","Bearcub","H","Merlot",2012,"Aug","27","Veraison","Own"
"12893","Arterra","Bullpine","L","Shiraz",2016,"Aug","2","Veraison","Own"
"12894","Arterra","Bullpine","L","Shiraz",2016,"Aug","2","Veraison","Own"
"12896","Arterra","Bullpine","N","Pinot Noir",2016,"Jul","28","Veraison","Own"
"12898","Arterra","Bullpine","P","Cabernet Sauvignon",2016,"Jul","31","Veraison","Own"
"12899","Arterra","Bullpine","P","Cabernet Sauvignon",2016,"Jul","31","Veraison","Own"
"12900","Arterra","Bullpine","P","Cabernet Sauvignon",2016,"Jul","31","Veraison","Own"
"12901","Arterra","Bullpine","R","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12902","Arterra","Bullpine","S","Cabernet Sauvignon",2016,"Jul","31","Veraison","Own"
"12903","Arterra","Bullpine","T","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12904","Arterra","BSV","4C","Merlot",2012,"Aug","29","Veraison","Own"
"12905","Arterra","Bullpine","V","Cabernet Sauvignon",2016,"Jul","30","Veraison","Own"
"12906","Arterra","Bullpine","W","Cabernet Sauvignon",2016,"Jul","29","Veraison","Own"
"12907","Arterra","Bullpine","X","Pinot Noir",2016,"Jul","27","Veraison","Own"
"12908","Arterra","Bullpine","Y","Sauvignon Blanc",2016,"Jul","27","Veraison","Own"
"12909","Arterra","BSV","5A","Merlot",2012,"Aug","29","Veraison","Own"
"12910","Arterra","Bullpine","Z2","Shiraz",2016,"Jul","28","Veraison","Own"
"12911","Arterra","BSV2","2","Merlot",2012,"Aug","18","Veraison","Own"
"12912","Arterra","BSV2","5","Merlot",2012,"Aug","20","Veraison","Own"
"12913","Arterra","Bullpine","A","Merlot",2012,"Aug","24","Veraison","Own"
"12914","Arterra","Dark_Horse","A","Tempranillo",2016,"Aug","2","Veraison","Own"
"12915","Arterra","Dark_Horse","A","Tempranillo",2016,"Aug","2","Veraison","Own"
"12916","Arterra","Dark_Horse","B","Chardonnay",2016,"Jul","28","Veraison","Own"
"12917","Arterra","Dark_Horse","C","Cabernet Sauvignon",2016,"Aug","9","Veraison","Own"
"12918","Arterra","Dark_Horse","D","Cabernet Franc",2016,"Aug","13","Veraison","Own"
"12919","Arterra","Dark_Horse","D","Cabernet Franc",2016,"Aug","13","Veraison","Own"
"12920","Arterra","Dark_Horse","D","Cabernet Franc",2016,"Aug","13","Veraison","Own"
"12921","Arterra","Dark_Horse","E","Chardonnay",2016,"Jul","28","Veraison","Own"
"12922","Arterra","Bullpine","B","Merlot",2012,"Aug","24","Veraison","Own"
"12923","Arterra","Dark_Horse","G","Pinot Noir",2016,"Jul","31","Veraison","Own"
"12924","Arterra","Dark_Horse","H","Riesling",2016,"Aug","3","Veraison","Own"
"12925","Arterra","Dark_Horse","H","Riesling",2016,"Aug","3","Veraison","Own"
"12926","Arterra","Dark_Horse","I","Pinot Blanc",2016,"Aug","2","Veraison","Own"
"12927","Arterra","Bullpine","C","Merlot",2012,"Aug","25","Veraison","Own"
"12928","Arterra","Bullpine","D","Merlot",2012,"Aug","22","Veraison","Own"
"12929","Arterra","Bullpine","F","Merlot",2012,"Aug","27","Veraison","Own"
"12930","Arterra","Dark_Horse","L","Muscatel",2016,"Jul","27","Veraison","Own"
"12931","Arterra","Dark_Horse","M","Marsanne_Rousanne",2016,"Jul","25","Veraison","Own"
"12932","Arterra","Dark_Horse","N","Chardonnay",2016,"Jul","28","Veraison","Own"
"12933","Arterra","HMV","A1","Ehrenfelser",2016,"Aug","6","Veraison","Own"
"12934","Arterra","HMV","A2","Ehrenfelser",2016,"Aug","7","Veraison","Own"
"12935","Arterra","HMV","B","Pinot Blanc",2016,"Aug","8","Veraison","Own"
"12936","Arterra","HMV","C","Pinot Blanc",2016,"Aug","8","Veraison","Own"
"12937","Arterra","HMV","D","Ehrenfelser",2016,"Aug","8","Veraison","Own"
"12938","Arterra","HMV","E","Pinot Blanc",2016,"Aug","8","Veraison","Own"
"12939","Arterra","HMV","F1","Chardonnay",2016,"Aug","8","Veraison","Own"
"12940","Arterra","HMV","F2","Chardonnay",2016,"Oct","9","Veraison","Own"
"12941","Arterra","HMV","G1","Gewurztraminer",2016,"Aug","11","Veraison","Own"
"12942","Arterra","HMV","G2","Gewurztraminer",2016,"Aug","11","Veraison","Own"
"12943","Arterra","HMV","G2","Gewurztraminer",2016,"Aug","11","Veraison","Own"
"12944","Arterra","HMV","H","Chardonnay",2016,"Aug","6","Veraison","Own"
"12945","Arterra","HMV","I","Chardonnay",2016,"Aug","7","Veraison","Own"
"12946","Arterra","HMV","J","Chardonnay",2016,"Aug","6","Veraison","Own"
"12947","Arterra","HMV","K","Gewurztraminer",2016,"Aug","11","Veraison","Own"
"12950","Arterra","HMV","N","Gamay Noir",2016,"Aug","11","Veraison","Own"
"12951","Arterra","HMV","N","Gamay Noir",2016,"Aug","11","Veraison","Own"
"12952","Arterra","HMV","O","Pinot Noir",2016,"Aug","16","Veraison","Own"
"12953","Arterra","HMV","O","Pinot Noir",2016,"Aug","16","Veraison","Own"
"12954","Arterra","HMV","P","Gewurztraminer",2016,"Aug","12","Veraison","Own"
"12955","Arterra","HMV","Q","Gewurztraminer",2016,"Aug","11","Veraison","Own"
"12956","Arterra","HMV","R","Pinot Blanc",2016,"Aug","16","Veraison","Own"
"12957","Arterra","HMV","R","Pinot Blanc",2016,"Aug","16","Veraison","Own"
"12958","Arterra","HMV","R","Pinot Blanc",2016,"Aug","16","Veraison","Own"
"12959","Arterra","HMV","S","Gewurztraminer",2016,"Aug","11","Veraison","Own"
"12960","Arterra","HMV","T","Gewurztraminer",2016,"Aug","11","Veraison","Own"
"12961","Arterra","JTV","All","Riesling",2016,"Aug","9","Veraison","Own"
"12962","Arterra","McIntyre","A","Riesling",2016,"Aug","7","Veraison","Own"
"12963","Arterra","McIntyre","B","Riesling",2016,"Aug","6","Veraison","Own"
"12964","Arterra","McIntyre","C","Riesling",2016,"Aug","9","Veraison","Own"
"12965","Arterra","McIntyre","D","Chenin Blanc",2016,"Aug","6","Veraison","Own"
"12966","Arterra","McIntyre","D","Chenin Blanc",2016,"Aug","6","Veraison","Own"
"12967","Arterra","McIntyre","D2","Gewurztraminer",2016,"Jul","26","Veraison","Own"
"12968","Arterra","McIntyre","E","Sauvignon Blanc",2016,"Jul","27","Veraison","Own"
"12969","Arterra","McIntyre","F","Sauvignon Blanc",2016,"Jul","26","Veraison","Own"
"12970","Arterra","McIntyre","G","Gewurztraminer",2016,"Aug","4","Veraison","Own"
"12971","Arterra","McIntyre","G","Gewurztraminer",2016,"Aug","4","Veraison","Own"
"12972","Arterra","McIntyre","H","Pinot Gris",2016,"Jul","26","Veraison","Own"
"12973","Arterra","McIntyre","I","Pinot Gris",2016,"Jul","26","Veraison","Own"
"12974","Arterra","McIntyre","J-east","Chardonnay",2016,"Aug","5","Veraison","Own"
"12975","Arterra","McIntyre","J-west","Chardonnay",2016,"Aug","5","Veraison","Own"
"12976","Arterra","McIntyre","J-west","Chardonnay",2016,"Aug","5","Veraison","Own"
